IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
44297,Mansfield City SD,Richland,70,1,21585323.71,19054492.85,3929966.96,3469187.13,299955.46,264786.35,2836533.25,2503956.08,8985.14,7931.65,203525.1,179662.24,1256359.14,1109053.84,4250264.77,4250264.77,375375.45,375375.45,34746288.98,31214710.36,29378550.94,0,31214710.36,649077.38,236736.23,885813.61,-427052.49,-1505322,-7924250.57,0,-1939894,-355673.6,-12152192.66,19948331.31,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5111.02,5111.02,0,0,5111.02,113,621.89,107.27,9.74,61.4,46.03,62.94,33.73,2.12,17.22,4.4,3,6.2,1,1712.19,25.84,1,853.63,284.78,3890.8,36.5,5.71,254,3984.93,0.779674116,478910687,396120093,1577617,414484960,414484960,88860210,503345170,21833,0.734980791,2.81127666,120.6,363.8,1083.43,48,52,0,1,5,7
44305,Maple Heights City SD,Cuyahoga,18,1,16951895.35,11231796.27,3725785.74,2468589.24,206825.14,137035.88,3647011.98,2416396.2,4460.46,2955.36,190173.1,126002.75,584337.08,387163.49,2347150.11,2347150.11,204936.14,204936.14,27862575.1,19322025.44,18185435.72,0,19322025.44,148796.63,129372.44,278169.07,-23495.1,-374314,-2974267.09,0,-553550,1982.05,-3923644.14,15676550.37,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4216.62,4216.62,0,0,4216.62,29,418.98,42.73,1,33.5,30.94,8.28,37.17,19.37,21.1,3.84,2,1,3,1206.66,14.31,0.62,296.76,145.12,3736.99,1,1.56,110,3770.51,0.894201991,365256756,361984120,0,370722560,370722560,20618560,391341120,27367,0.699680729,3.697844283,0,64.7,415.03,3,23,0,0,0,1
44313,Mariemont City SD,Hamilton,31,1,2380686.84,2380686.84,0,0,63989.55,63989.55,1226.07,1226.07,2817.24,2817.24,83527.35,83527.35,206439.67,206439.67,246857.58,246857.58,187.56,187.56,2985731.86,2985731.86,2878837.93,0,2985731.86,100550.66,4503.01,105053.67,-10911.55,-63903,-49887.9,0,-91949,-13.29,-216664.74,2874120.79,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1716.82,1716.82,0,41.68,1683.47,20,110.48,8,1.86,4,15.95,0,0.12,0,0.12,0,3.88,3,3,549,1,0,0,9.77,1668.75,3,1.95,0,144.94,0.084423527,403552883,331588260,106367,339728526,339728526,23978570,363707097,49664,0.246153977,0.0329613,0,11,8.02,10,10,0,0,0,2
44321,Marietta City SD,Washington,84,1,7211701.9,5689296.82,363477.26,286746.46,117838.28,92962.38,448467.77,353795.3,1169.35,922.5,136559.65,107731.64,594211.48,468772.22,971992.72,971992.72,97422.18,97422.18,9942840.59,8069642.22,7594957.36,0,8069642.22,200294.37,71651.74,271946.11,-502860.69,42725.4,-591483.8,0,0,-127091.4,-1178710.49,7162877.84,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2925.77,2925.77,0,134.8,2817.93,59.9,223.98,22,3,25,24,42.1,0,0,0,6.49,1,1,0,840.7,9,0,0,91.13,2726.8,0,0,0,1478.39,0.50529946,477458078,426018250,19661760,443513883,443513883,95134520,538648403,28011,0.445469047,1.180796405,101,91.38,87.78,26,11,0,0,2,2
44339,Marion City SD,Marion,51,1,23810935.55,19102933.07,6366961.17,5108057.72,322650.7,258854.79,4172628.35,3347597.99,42720.22,34273.39,230635.35,185033.12,1304316.36,1046421.22,3880365.25,3880365.25,111772.08,111772.08,40242985.03,33075308.63,31129702.24,0,33075308.63,671189.04,155244.94,826433.98,-677158.81,-2983029.21,-3290909.86,0,-170000,-43508.65,-7164606.53,26737136.08,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5221.79,5221.79,0,205.9,5057.07,150.6,447.43,56.64,4,64.2,48,18.66,0.77,0.11,0,27.86,8,33,4,1737.83,25.67,0,262.01,218.13,4600.43,0,0,42,4562.43,0.873729124,396484433,313046303,242803,338089150,338089150,49013600,387102750,24147,0.819572658,3.530457425,278.5,806.29,467.66,40,64,1,0,1,8
44347,Martins Ferry City SD,Belmont,7,1,5888770.81,5692965.15,1216721.8,1176264.96,79329.92,76692.15,405809.46,392316.02,0,0,71327.65,68955.96,752533.14,727510.9,1095933.5,1095933.5,54416.78,54416.78,9564843.06,9285055.42,8738875.68,0,9285055.42,19918.92,16530.06,36448.98,-60935.79,196945.76,-185536.23,0,-51853,-3542.95,-104922.21,9216582.19,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1423.9,1423.9,0,42.96,1389.53,22.5,220.3,8,0,9,16,7.98,4.55,0,0.17,8.66,0,0,0,450.3,5,0.91,0,29,1358.03,2.5,0.91,0,879,0.617318632,168414522,108376907,6436453,114863673,114863673,40515110,155378783,25536,0.737194975,1.762366075,188.8,153,23.26,2,2,0,0,0,0
44354,Massillon City SD,Stark,76,1,15700503.06,13909417.62,2877126.23,2548908.79,218471.44,193548.61,941786.33,834349.02,24178.18,21419.98,199604.6,176834.06,1135897.68,1006316.49,2561084.4,2561084.4,610576,610576,24269227.92,21862454.97,20576428.21,0,21862454.97,179582.41,34095.59,213678,-115559.5,-874943.9,-1451332.19,0,-57279,-174799.04,-2673913.63,19402219.34,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4178.92,4178.92,0,0,4178.92,52,525.18,52.75,6,23,36.8,100.33,61.45,15.27,48.2,26.1,9,17.53,5,1315.07,12.68,0,43.28,155.35,3990.61,0.5,0,0,2398.7,0.573999981,460078724,382257530,2789630,404327930,404327930,90436540,494764470,25669,0.653972487,1.523705762,139.8,292.72,194.19,13,11,1,0,6,0
44362,Maumee City SD,Lucas,48,1,5640336.92,2884334.48,119002.76,60855.19,93769.16,47951.32,147810.2,75586.63,12171.98,6224.47,120698.45,61722.32,624877.94,319547.75,803504.78,803504.78,5039.12,5039.12,7567211.31,4264766.06,4013897.47,0,4264766.06,102854.89,53310.89,156165.78,-354593.77,-142700,-997424.45,0,-46624,-712.86,-1542055.08,2878876.76,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2625.23,2689.73,129,116.92,2531.69,48.07,228.63,11.8,2,22,25.86,0,0.38,0,0.49,7.3,1.5,25.9,0,699.5,2.2,0,98.88,29.26,2424.91,3,0.36,0,956.91,0.355764333,439283199,435137990,0,443382916,443382916,54708700,498091617,33078,0.387797038,0.585331863,2,24.8,120.6,7,12,0,0,1,1
44370,Mayfield City SD,Cuyahoga,18,1,1096358.57,1096358.57,0,0,95462.15,95462.15,67602.71,67602.71,8691.75,8691.75,187418.85,187418.85,924406.21,924406.21,177302.43,177302.43,16380.4,16380.4,2573623.07,2573623.07,2427737.51,0,2573623.07,172705.03,317899.28,490604.31,-26719.55,-39697.95,-399570.28,0,-292103,4522705.21,3764614.43,6828841.81,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3813.77,3814.27,1,0,3813.77,40,350.54,48.09,3,18,56.3,39.01,21.37,6.22,12.86,0,39.84,84.4,25.5,1037.9,3.08,2.97,21.68,41.59,3749.42,5.5,3.97,0,931.18,0.244130594,1374844172,1314255100,1034230,1330613030,1330613030,142781710,1473394740,38508,0.05,0.275627007,0.45,7,56.67,8,31,1,0,0,2
44388,Medina City SD,Medina,52,1,14202757.38,12718653.61,0,0,243314.01,217889.14,37423,33512.52,18533.91,16597.23,341001.15,305368.55,1265605.36,1133357.12,1864694.12,1864694.12,6293.84,6293.84,17979622.77,16296366.13,15337756.36,0,16296366.13,281000.34,129269.82,410270.16,-45702.15,-549266.3,-1231406.43,0,-260232,-48473.42,-2135080.3,14571555.99,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7187.14,7187.14,0,231.13,7002.23,75,508.02,51.83,3,34.9,87.8,0.62,0.98,4.9,0.14,0.49,25.5,8,7,1894.94,25.14,0.62,17,160.47,6820.01,8,1.62,0,1181.15,0.164342144,1398163228,1182492420,26972663,1206258673,1206258673,136969000,1343227673,43326,0.35302691,0.124903685,1,102.9,184.33,25,29,1,0,0,4
44396,Miamisburg City SD,Montgomery,57,1,12123074.19,7785772.95,514884.12,330672.8,205391.27,131907.94,378687.89,243203.82,37955.12,24375.83,260693.7,167424.69,1702663.28,1093497.37,1934634.58,1934634.58,148750.43,148750.43,17306734.58,11860240.41,11162579.21,0,11860240.41,336177.01,185697.32,521874.33,-564718.1,-280518.3,-1586916.1,-34796.59,-112608,-52816.13,-2632373.22,9749741.52,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5539.86,5539.86,0,118.9,5444.74,86.4,520.19,52.8,4,61.4,54.5,35.84,13,1.71,29.26,65.54,14,54,21.6,1541.13,13.34,1,126.3,118.12,5229.89,1,2,0,2131.17,0.384697447,928376689,863401120,10033993,884086553,884086553,81902020,965988573,35543,0.387494754,0.684409395,0,48.1,240.85,12,41,2,1,4,5
44404,Middletown City SD,Butler,9,1,27116639,16032862.24,4440648.3,2625557.78,424597.91,251045.85,6809296.06,4026033.82,192687.21,113927.38,325440.35,192418.41,1601262.83,946755.47,4916981.66,4916981.66,106130.05,106130.05,45933683.37,29211712.66,27493376.61,0,29211712.66,503580.4,209459.72,713040.12,-40789.19,-1379277.2,-6722756.83,0,-971500,-75882.95,-9190206.17,20734546.61,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7525.27,7525.27,0,288.99,7294.07,152.02,795.39,94.47,8.08,62.86,95.67,0,0.54,85.61,0,0.7,45.8,183.58,35.2,2574.79,30.13,2.7,557.56,288.31,6390.61,0,2.9,196.78,6840.4,0.908990641,780324139,693201550,1225307,738436051,738436051,130239040,868675091,24577,0.646867258,3.821168399,59.74,307.86,809.5,51,33,4,1,2,4
44412,Mount Healthy City SD,Hamilton,31,1,16049357.29,12890641.88,2711321.88,2177699.62,224581.88,180381.34,2472400.09,1985800.65,46241.13,37140.29,171293.05,137580.42,1049423.36,842883.64,3069415.3,3069415.3,25177.29,25177.29,25819211.27,21346720.43,20091031,0,21346720.43,235357.2,265504.33,500861.53,-20706.34,-764659.67,-3218395.86,0,-656123.89,-4320.83,-4664206.59,17183375.37,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3980.98,3980.98,0,170.46,3844.61,67.59,491.54,72.66,0.88,34.86,40.76,0.38,0.69,4.51,0.26,14.47,15.8,27.5,12,1291.81,21.76,0,339.56,113.01,3373.01,17.87,0,86.05,3185.42,0.80015976,419032268,317778080,276827,329265986,329265986,53311330,382577317,28939,0.726633341,2.960947914,0,135.79,436.29,6,32,0,0,1,2
44420,Mount Vernon City SD,Knox,42,1,10830971.69,8843532.78,1140340.4,931092.61,173785.48,141896.56,798178.2,651715.77,18361.36,14992.13,187056.35,152732.28,827153.54,675374.26,1891600.01,1891600.01,38589.1,38589.1,15906036.13,13341525.5,12556729.87,0,13341525.5,288274.25,260131.03,548405.28,-1724022.11,-164056.29,-933094.33,0,-109568,-17320.81,-2948061.54,10941869.24,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4053.07,4053.07,0,204.75,3889.27,120.5,401.16,45.17,5,29.8,50.12,7.85,0,7.47,0,18.63,6.6,24.87,0,1205.26,19.76,0,5,139.3,3740.22,6,0,0,2224.96,0.548956717,615329104,513020140,68053027,536227333,536227333,136948920,673176253,29259,0.484740486,1.393649492,198.23,222.12,134.31,20,33,3,0,0,2
44438,Napoleon City SD,Henry,35,1,6165838.76,5787433.34,800412.03,751289.71,98445.2,92403.49,205890.25,193254.5,11851.96,11124.59,104306.8,97905.36,529880.26,497360.83,898390.84,898390.84,15938.2,15938.2,8830954.3,8345100.86,7854212.58,0,8345100.86,143483.51,66307.88,209791.39,-1223897.29,-653810.1,-320662.37,0,0,42851.04,-2155518.72,6399373.53,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2225,2225,0,107.04,2139.36,36.8,203.22,17.5,2,21.8,17,1.68,0.38,0,12.11,1.36,3,17,0,669,7,0,2,42.91,2094.95,0,0,0,945.46,0.424925843,322914126,276439393,45275410,280777660,280777660,27839940,308617600,31884,0.501670148,0.835033009,85.99,204.37,43.13,4,16,0,0,2,3
44446,Nelsonville-York City SD,Athens,5,1,5139185.85,5080536.85,1643485.46,1624729.81,65838.81,65087.45,449324.05,444196.31,0,0,63703.05,62976.07,666753.83,659144.75,879813.03,879813.03,25353.26,25353.26,8933457.34,8841837.53,8321729.44,0,8841837.53,74655.96,37176.35,111832.31,-8120.39,311092.05,-168218.55,0,-17500,-29813.51,87439.6,9041109.44,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1223.57,1223.57,0,33.7,1196.61,25.8,157.43,8.7,1.7,8.8,11.95,0.78,0.23,0.36,0,19.84,0,0,0,372.9,6,0,0,30.97,1165.64,0,0,0,823.64,0.673144977,94390808,84343650,4142973,96249770,96249770,37457170,133706940,22377,0.747569652,2.09553333,105.9,51.13,26.79,6,2,0,0,1,2
44453,Newark City SD,Licking,45,1,23405544.9,18370402.9,3501467.23,2748210.48,380337.55,298517.04,1766910.03,1386801.69,21499.88,16874.7,320804.65,251791.22,1130977.43,887674.74,4221398.57,4221398.57,28466.27,28466.27,34777406.51,28210137.61,26550717.74,0,28210137.61,595207.46,315938.95,911146.41,-897902.56,-1177989.5,-4670454.39,0,-601091.06,-33605.7,-7381043.21,21740240.81,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7144.7,7144.7,0,139.71,7032.93,196.01,716.14,67.6,9,85.6,86.76,0.66,0,11.78,0,16.69,8,19,5,2457.01,55.74,1.99,137.23,527.91,6379.99,16.29,7.8,0,4294.31,0.60104833,819862044,770532703,4194313,800157043,800157043,161706580,961863623,25108,0.579121329,1.67069104,73,283.6,645.41,69,37,0,1,3,6
44461,New Boston Local SD,Scioto,73,3,1554093.33,955418.21,545135.84,335136.06,24293.94,14935.31,341243.7,209788.2,0,0,31417.95,19314.98,96056.1,59052.92,299629.26,299629.26,767.25,767.25,2892637.37,1894042.19,1782627.94,0,1894042.19,23916.34,14292.42,38208.76,-317097.35,677220.6,-299723.56,0,0,-92.07,60307.62,1992558.57,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,370.79,370.79,0,9,363.59,2.5,41.69,10.5,1,5,2,0,0,0.55,0,0,0,0,0,135.72,0,0,31.17,2.74,337.47,0,0,0,335.93,0.90598452,17966201,25620900,12440,29961960,29961960,3760170,33722130,17500,0.744003764,3.795936235,202.4,75.88,31.53,0,2,0,0,0,1
44479,New Lexington City SD,Perry,64,1,8016142.89,8016142.89,2807197.68,2807197.68,97905.38,97905.38,451900.23,451900.23,567.22,567.22,88034.7,88034.7,1023514.27,1023514.27,1086112.42,1086112.42,261427.96,261427.96,13832802.75,13832802.75,13506196.6,0,13832802.75,127685.7,30052.57,157738.27,-1739931.62,27788.25,-558727.78,0,0,-15418.84,-2286289.99,11704251.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1869.58,1869.58,0,30.8,1844.94,43.6,167.41,18,2,15.1,12,60.67,0,2.6,0,27.34,0,0,1,548.3,6,0,29.15,55.53,1767.54,0,0,0,1094.48,0.585414906,156368876,128151613,18418793,143912640,143912640,27950770,171863410,28093,0.75629838,1.584911099,80.5,74.15,82.94,8,10,0,0,1,2
44487,New Philadelphia City SD,Tuscarawas,79,1,8658631.52,6609372.47,953996.67,728212,140951.76,107592.37,258972.96,197681.21,70110.59,53517.34,145941.85,111401.44,405905.02,309838.51,1153486.5,1153486.5,6760.5,6760.5,11794757.37,9277862.34,8732105.73,0,9277862.34,308461.91,41225.03,349686.94,-18789.36,-322650.82,-885792.03,0,0,-68849.73,-1296081.94,8331467.34,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3149.97,3149.97,0,104.5,3066.37,48.8,276.05,19.9,4,18.5,28,1.71,0.94,0,0.11,0.44,24,80.8,20.99,968.32,12.32,0,2,144.86,2920.01,0,0,0,1295.5,0.411273758,453225001,399388163,21670917,415352193,415352193,52330420,467682613,28154,0.491512614,0.782238799,203.7,262.82,143.41,40,22,0,1,1,1
44495,Niles City SD,Trumbull,78,1,10362602.17,8974136.32,1647814.49,1427026.88,128858.34,111592.85,946232.45,819448.52,8222.49,7120.77,124532.15,107846.32,828032.99,717086.39,1693913.99,1693913.99,7354.16,7354.16,15747563.23,13865526.2,13049907.01,0,13865526.2,130711.13,0,130711.13,-1194825.61,-325946.5,-1386640.71,0,-140000,-40646.93,-3088059.75,10908177.58,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2704.43,2704.43,0,90,2632.43,31.6,210.76,40.6,2,20.75,36.1,0.12,0,4.88,0.44,0.19,8,0,0,760.41,9.71,0,58.37,89.06,2498.59,0,1,0,1796.2,0.664169529,316533867,234364477,760277,245337496,245337496,25669640,271007137,25549,0.685207268,2.040023865,117,175.1,146.22,9,11,0,0,2,1
44503,North Canton City SD,Stark,76,1,11823656.63,10289084.06,444479.66,386791.39,173716.74,151170.34,44223.72,38484,24151.27,21016.72,226138.35,196788.23,1011682.55,880377.97,1384541.73,1384541.73,308806.02,308806.02,15441396.67,13657060.46,12853703.95,0,13657060.46,150284.79,95758.6,246043.39,-128861.91,-168830.2,-503308.56,0,-329193,-54771.17,-1184964.84,12718139.01,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4601.67,4601.67,0,0,4601.67,36,328.62,29.8,3,28,41.6,85.84,48.22,8.19,5.37,8.06,15,26,3,1232.03,7.86,0,14.02,58.25,4524.31,6.5,2.09,0,919.11,0.19973401,879637517,639335310,5079830,650430260,650430260,51456960,701887220,37789,0.447245835,0.184493639,0,28.56,66.01,20,5,0,1,3,1
44511,North College Hill City SD,Hamilton,31,1,7318077.37,5148968,1508191.08,1061156.81,97009.46,68255.44,799202.41,562315.4,11681.49,8219.05,80234.45,56452.61,54875.49,38610.16,1304987.95,1304987.95,6362.53,6362.53,11180622.23,8255327.95,7769720.42,0,8255327.95,23700.78,58410.4,82111.18,-10858.64,-155037.06,-710036.4,0,-85578,-696.65,-962206.75,7375232.38,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1756.75,1756.75,0,82.32,1690.89,24.26,193.6,23.94,0,6,26.18,0.24,0,3.86,0,0.01,2,7.97,4.72,544.5,6.06,0,75.01,35.78,1592.11,5,1.74,0,1267.07,0.721258005,166837249,130657003,0,136231643,136231643,21743000,157974643,28285,0.753341007,2.405795158,20.86,47.2,102.45,4,1,0,0,0,0
44529,North Olmsted City SD,Cuyahoga,18,1,6720036.33,4323403.67,0,0,139171.64,89537.49,296164.99,190540.76,65297.61,42009.87,194557.75,125170.7,889395.98,572201.94,1070511.77,1070511.77,8232.12,8232.12,9383368.19,6421608.32,6043866.67,0,6421608.32,207663.58,167256.65,374920.23,-25267,-71026,-620680.04,0,-57279,21081.06,-753170.98,6043357.57,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4053.03,4053.03,0,86.84,3983.55,42.9,323.76,25.5,6,23.4,67.7,0,0,3.78,0,14.7,1,165.8,45.8,1139.2,5,0,35.42,51.52,3904.96,0.5,0,0,1585.52,0.391193749,811258304,798092710,41493,810941746,810941746,60813810,871755557,35124,0.293637363,0.707719508,0,12,86.38,7,31,0,0,1,4
44537,North Ridgeville City SD,Lorain,47,1,7919136.3,6121985.32,0,0,151237.42,116915.94,51558.23,39857.72,18406.69,14229.51,193309.55,149440.31,1166094.54,901463.67,1284140.61,1284140.61,11300.8,11300.8,10795184.14,8639333.88,8131137.78,0,8639333.88,297080.39,233639.28,530719.67,-24866.4,-379033.35,-1227821,0,-147956,-59743.77,-1839420.52,7330633.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4118.15,4153.55,70.8,110.3,4029.91,49.9,304.59,29.47,2,24.6,74.41,0,0,1.06,0,21.79,7,36.5,3,1184.91,10.31,0,60.03,110.81,3868.57,5.5,0,0,911.72,0.219503798,781983541,698594570,3864290,709929620,709929620,22567780,732497400,42511,0.342052239,0.222823726,10,74.63,171.55,15,41,2,0,1,3
44545,North Royalton City SD,Cuyahoga,18,1,4922580.68,3248569.09,0,0,110708.13,73059.85,23848.45,15738.36,27283.95,18005.55,217136.25,143295.18,1523462.74,1005381.99,555818.97,555818.97,5997,5997,7386836.17,5065865.99,4767873.88,0,5065865.99,187353.79,140330,327683.79,-28739.82,-5745,-794619.66,0,-178987,10838.48,-997253,4396296.78,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4492.29,4526.79,69,78.8,4429.25,37.5,277.75,19.39,3,19.5,50.01,5.83,0,0.16,0,1.19,34.9,58.5,30.5,1010.78,6,0,36.38,48.6,4347.85,4.5,1.01,0,738.8,0.163206157,1200968863,1028265703,663427,1046683546,1046683546,79398420,1126081967,40212,0.193451729,0.123182902,0,1,85.55,13,23,3,0,1,2
44552,Norton City SD,Summit,77,1,5470729.66,4995164.67,528071.17,482166.48,79454.57,72547.66,74683.54,68191.38,6524.14,5957,101104.35,92315.44,526240.18,480494.65,777806.52,777806.52,143007.63,143007.63,7707621.76,7117651.43,6698966.07,0,7117651.43,53025.16,70258.44,123283.6,-16033.16,2643872.55,-405017.33,0,-98516,-234294.1,1890011.96,9130946.99,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2090.87,2090.87,0,0,2090.87,24.8,212.69,17.69,0,13,19.76,36.85,16.5,12.42,2.83,17.42,3.8,7,1,562.9,7,0,11.1,50.72,2028.06,2,1.76,0,650.47,0.311100164,319671904,283269220,8088120,290722306,290722306,16380700,307103007,35812,0.455436874,0.447587381,521.48,65.09,57.22,1,10,0,0,0,0
44560,Norwalk City SD,Huron,39,1,9938719.09,8160891.85,1470667.8,1207596.35,148330.42,121797.24,584855.44,480237.14,83006.13,68158.09,139258.25,114347.89,673422.17,552961.15,1163383.8,1163383.8,38370.44,38370.44,14240013.54,11907743.95,11207288.4,0,11907743.95,236593.76,55619.13,292212.89,-407533.41,3357.75,-859451.83,0,-35000,25198.79,-1273428.7,10926528.14,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3013.97,3013.97,0,125.4,2913.65,52.8,181.48,12.63,6,18.03,28.7,9.4,0,1.94,0,9.98,11,101.6,12,936.99,11.19,0,78.7,57.37,2797.25,0,0,0,1637.49,0.543300033,378831880,316787237,9956347,326697913,326697913,48650820,375348733,27499,0.593749151,1.365075955,136,139.15,130.82,6,30,1,0,3,2
44578,Norwood City SD,Hamilton,31,1,5032187.63,5032187.63,232498.64,232498.64,98296.97,98296.97,1035875.14,1035875.14,40688.1,40688.1,102986.7,102986.7,45445.66,45445.66,767320.48,767320.48,3561.36,3561.36,7358860.68,7358860.68,7336022.14,0,7358860.68,59974.67,62725.37,122700.04,-13632.06,-192916,-815133.21,0,-176027,-330.09,-1198038.36,6283522.36,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2224.82,2224.82,0,66.84,2171.34,39,211.6,24,3,17,20.5,0.66,0,2.84,0.14,0,11,54.4,31,723.78,3.03,1.89,70.38,49.4,2060.65,8.5,1.89,0,1616.57,0.726607096,327907026,367210370,0,381530713,381530713,33122960,414653673,27090,0.403052019,2.441611848,0,33,117.68,3,8,0,0,0,1
