"Annex N - Table 1B: Apprenticeship Starts by Age, Ethnicity and Region (2008/09 to 2012/13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not Known/Information Not Provided,220,42.2%,160,31.1%,140,26.7%,520,280,44.9%,250,40.2%,90,15.0%,620,290,37.8%,260,33.4%,220,28.9%,780,"1,260",30.7%,"1,500",36.4%,"1,360",32.9%,"4,120","1,310",29.3%,"1,610",36.0%,"1,550",34.8%,"4,470"
South East Total,,"12,770",36.4%,"14,080",40.2%,"8,200",23.4%,"35,040","14,530",37.1%,"18,170",46.4%,"6,420",16.4%,"39,120","15,720",26.9%,"20,600",35.3%,"22,020",37.7%,"58,340","16,240",24.3%,"22,770",34.1%,"27,850",41.7%,"66,850","15,350",22.3%,"24,300",35.2%,"29,320",42.5%,"68,960"
South West ,Visual Impairment,40,17.6%,60,27.6%,120,54.8%,220,50,29.9%,50,32.5%,60,37.7%,150,30,21.4%,50,30.2%,80,48.4%,160,40,15.8%,80,33.8%,120,50.4%,240,40,13.5%,100,32.6%,160,53.9%,300
,Hearing Impairment,30,45.9%,20,21.6%,20,32.4%,70,20,23.8%,50,44.6%,30,31.7%,100,30,22.8%,40,26.2%,70,51.0%,150,30,13.0%,50,25.0%,130,62.0%,220,40,20.9%,50,28.0%,90,51.1%,180
,Disability Affecting Mobility,10,18.5%,10,40.7%,10,40.7%,30,10,17.5%,10,25.0%,20,57.5%,40,10,6.2%,20,18.5%,60,75.3%,80,10,12.1%,30,23.3%,80,64.7%,120,10,11.3%,20,25.4%,50,63.4%,70
,Other Physical Disability,10,26.4%,20,34.0%,20,39.6%,50,10,20.0%,30,50.0%,20,30.0%,50,30,25.7%,30,31.7%,40,42.6%,100,20,19.8%,20,23.1%,50,57.1%,90,30,24.1%,30,27.7%,50,48.2%,110
,"Other Medical Condition (For Example Epilepsy, Asthma, Diabetes)",260,46.9%,180,31.4%,120,21.7%,560,300,43.8%,230,33.7%,160,22.5%,690,330,32.3%,290,28.4%,400,39.3%,"1,010",350,25.5%,370,27.6%,640,46.9%,"1,360",290,24.2%,380,31.3%,540,44.5%,"1,210"
,Emotional/Behavioural Difficulties,20,77.4%,-,-,-,-,30,40,69.4%,20,25.8%,-,-,60,40,50.0%,20,27.8%,20,22.2%,70,40,43.3%,30,34.0%,20,22.7%,100,130,54.8%,60,26.1%,40,19.1%,230
,Mental Health Difficulty,10,21.4%,10,32.1%,10,46.4%,30,10,19.4%,10,36.1%,20,44.4%,40,10,22.8%,30,47.4%,20,29.8%,60,20,16.5%,40,44.3%,40,39.2%,100,20,16.4%,50,41.4%,50,42.2%,120
,Temporary Disability After Illness (For Example Post-Viral) or Accident,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,75.0%,10,-,-,-,-,10,75.0%,10,-,-,-,-,10,45.5%,10
,Profound Complex Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Aspergers Syndrome,10,60.0%,-,-,-,-,20,10,36.8%,10,57.9%,-,-,20,10,32.5%,20,50.0%,10,17.5%,40,30,44.3%,30,47.5%,10,8.2%,60,20,30.4%,40,56.5%,10,13.0%,70
,Multiple Disabilities,10,14.5%,20,23.2%,40,62.3%,70,20,27.8%,20,31.5%,20,40.7%,50,10,13.6%,20,20.5%,60,65.9%,90,20,14.9%,20,19.8%,70,65.3%,100,20,21.5%,20,18.3%,60,60.2%,90
,Other,70,37.6%,70,39.3%,40,23.1%,170,110,39.4%,110,39.4%,60,21.2%,270,90,27.4%,100,28.6%,150,44.0%,340,100,23.8%,150,34.7%,180,41.5%,420,140,30.6%,150,32.9%,160,36.5%,440
,No Disability,"9,950",38.0%,"10,510",40.1%,"5,740",21.9%,"26,190","11,900",35.9%,"14,750",44.5%,"6,540",19.7%,"33,190","12,060",25.9%,"16,370",35.1%,"18,190",39.0%,"46,620","11,410",23.0%,"17,160",34.5%,"21,150",42.5%,"49,720","10,450",22.9%,"16,060",35.3%,"19,060",41.8%,"45,570"
,Not Known/Information Not Provided,150,42.5%,120,34.1%,80,23.4%,350,150,43.1%,130,36.3%,70,20.6%,360,210,33.5%,190,31.4%,220,35.1%,610,"1,000",29.3%,"1,240",36.4%,"1,170",34.3%,"3,420","1,410",34.2%,"1,410",34.2%,"1,300",31.6%,"4,130"
South West Total,,"10,560",38.0%,"11,010",39.6%,"6,220",22.4%,"27,790","12,620",36.0%,"15,410",44.0%,"6,990",20.0%,"35,020","12,850",26.1%,"17,170",34.8%,"19,310",39.1%,"49,330","13,060",23.3%,"19,230",34.4%,"23,660",42.3%,"55,950","12,590",24.0%,"18,370",35.0%,"21,580",41.1%,"52,540"
Other,Visual Impairment,10,27.8%,10,25.0%,20,47.2%,40,10,28.6%,-,-,10,52.4%,20,-,-,10,26.3%,10,57.9%,20,-,-,-,-,20,72.0%,30,10,20.5%,10,25.6%,20,53.8%,40
,Hearing Impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,85.7%,10,-,-,10,31.8%,10,50.0%,20,-,-,-,-,10,71.4%,10
,Disability Affecting Mobility,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,10,60.0%,10,-,-,-,-,10,61.5%,10
,Other Physical Disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,53.8%,10,-,-,-,-,-,-,10
,"Other Medical Condition (For Example Epilepsy, Asthma, Diabetes)",30,52.8%,10,*,10,20.8%,50,30,51.6%,20,27.4%,10,21.0%,60,30,37.7%,20,27.5%,20,34.8%,70,20,18.2%,30,30.7%,50,51.1%,90,30,24.0%,30,22.4%,70,53.6%,130
,Emotional/Behavioural Difficulties,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,45.5%,-,-,-,-,10,-,-,10,66.7%,-,-,10
,Mental Health Difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,10
,Temporary Disability After Illness (For Example Post-Viral) or Accident,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Profound Complex Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Aspergers Syndrome,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,10
,Multiple Disabilities,-,-,-,-,10,77.8%,10,-,-,-,-,-,-,10,-,-,-,-,-,-,10,-,-,-,-,10,58.3%,10,-,-,10,66.7%,-,-,10
,Other,-,-,10,52.6%,10,31.6%,20,10,50.0%,10,32.1%,10,17.9%,30,10,35.0%,-,-,10,50.0%,20,10,31.6%,10,31.6%,10,36.8%,40,10,19.4%,10,35.5%,10,45.2%,30
,No Disability,"1,100",41.6%,970,36.6%,570,21.8%,"2,640","1,250",47.6%,960,36.3%,420,16.1%,"2,630","1,130",28.2%,"1,270",31.7%,"1,600",40.1%,"4,000","1,190",23.5%,"1,540",30.3%,"2,340",46.2%,"5,070","1,350",24.8%,"1,740",32.1%,"2,340",43.1%,"5,420"
,Not Known/Information Not Provided,10,36.1%,20,47.2%,10,16.7%,40,10,36.4%,10,27.3%,10,36.4%,20,10,15.1%,30,39.7%,30,45.2%,70,70,21.5%,110,36.0%,130,42.6%,300,100,28.3%,120,33.3%,140,38.4%,360
Other Total,,"1,160",41.2%,"1,020",36.5%,630,22.3%,"2,810","1,320",47.4%,"1,000",35.9%,470,16.7%,"2,790","1,180",28.1%,"1,330",31.6%,"1,700",40.3%,"4,220","1,300",23.3%,"1,710",30.6%,"2,590",46.1%,"5,600","1,500",24.8%,"1,940",32.1%,"2,600",43.1%,"6,040"
Grand Total,,"99,400",41.4%,"84,700",35.3%,"55,900",23.3%,"239,900","116,800",41.8%,"113,800",40.7%,"49,100",17.6%,"279,700","131,700",28.8%,"143,400",31.4%,"182,100",39.8%,"457,200","129,900",25.0%,"161,400",31.0%,"229,300",44.0%,"520,600","114,500",22.4%,"165,400",32.4%,"230,300",45.1%,"510,200"
Annex N - Table 3B.3: Apprenticeship Starts by Age and Learners with Learning Difficulty and Region (2008/09 to 2012/13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Funded Learners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008/09,,,,,,,2009/10,,,,,,,2010/11,,,,,,,2011/12,,,,,,,2012/13,,,,,,
,,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All
Region,Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number,% of Learning Difficulty,Number
North East,Moderate Learning Difficulty,190,66.7%,50,16.1%,50,17.2%,290,140,68.2%,40,20.2%,20,11.6%,200,120,48.5%,60,24.5%,60,27.0%,240,40,33.3%,40,31.8%,50,34.8%,130,40,33.3%,40,34.3%,30,32.4%,110
,Severe Learning Difficulty,-,-,-,-,-,-,-,10,46.7%,-,-,-,-,20,-,-,-,-,10,45.5%,10,-,-,-,-,-,-,10,-,-,-,-,-,-,10
,Dyslexia,170,55.9%,90,28.6%,50,15.5%,300,210,53.6%,140,36.5%,40,9.9%,390,250,38.0%,210,32.5%,190,29.5%,660,230,31.2%,260,35.7%,240,33.1%,730,180,24.9%,290,41.9%,230,33.2%,700
,Dyscalculia,-,-,-,-,-,-,10,10,60.0%,-,-,-,-,10,10,36.8%,-,-,10,42.1%,20,10,33.3%,10,33.3%,10,33.3%,30,10,28.6%,10,31.4%,10,40.0%,40
,Other Specific Learning Difficulty,-,-,-,-,-,-,-,-,-,10,62.5%,-,-,10,10,54.5%,-,-,-,-,10,10,61.5%,-,-,-,-,10,-,-,10,37.5%,10,56.3%,20
,Autism Spectrum Disorder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,55.6%,-,-,-,-,10,10,35.7%,10,35.7%,-,-,10,-,-,10,50.0%,-,-,10
,Multiple Learning Difficulties,10,50.0%,-,-,-,-,10,-,-,-,-,-,-,10,10,38.5%,10,38.5%,-,-,10,-,-,10,45.5%,10,40.9%,20,-,-,-,-,10,54.5%,10
,Other,40,78.4%,10,17.6%,-,-,50,60,81.2%,10,14.5%,-,-,70,60,54.5%,20,20.0%,30,25.5%,110,40,44.0%,20,20.9%,30,35.2%,90,30,25.2%,40,30.1%,60,44.7%,120
,No Learning Difficulty,"7,590",46.0%,"4,570",27.7%,"4,330",26.3%,"16,490","8,550",48.7%,"5,650",32.2%,"3,370",19.2%,"17,570","10,540",31.8%,"8,170",24.6%,"14,450",43.6%,"33,170","8,500",23.8%,"9,580",26.8%,"17,650",49.4%,"35,730","7,040",21.3%,"9,560",29.0%,"16,420",49.7%,"33,020"
,Not Known/Information Not Provided,30,36.8%,30,36.8%,20,26.3%,80,70,29.9%,70,27.0%,100,43.2%,240,80,24.5%,80,26.4%,150,49.0%,310,400,25.3%,380,23.7%,810,51.0%,"1,580",360,19.7%,520,28.0%,960,52.3%,"1,840"
North East Total,,"8,030",46.6%,"4,750",27.6%,"4,460",25.9%,"17,230","9,040",48.8%,"5,930",32.0%,"3,540",19.1%,"18,510","11,070",32.0%,"8,570",24.8%,"14,910",43.2%,"34,550","9,230",24.1%,"10,310",26.9%,"18,800",49.0%,"38,340","7,660",21.4%,"10,480",29.2%,"17,740",49.4%,"35,870"
North West,Moderate Learning Difficulty,510,63.9%,200,25.4%,90,10.7%,790,710,66.6%,270,25.0%,90,8.4%,"1,060",460,56.0%,190,23.5%,170,20.5%,820,210,36.7%,150,25.9%,220,37.4%,580,290,38.5%,240,31.7%,220,29.8%,750
,Severe Learning Difficulty,10,57.1%,-,-,-,-,10,10,50.0%,-,-,-,-,10,10,28.0%,10,24.0%,10,48.0%,30,10,41.7%,-,-,-,-,10,10,38.1%,10,28.6%,10,33.3%,20
,Dyslexia,410,50.7%,320,39.3%,80,10.0%,800,530,48.0%,470,42.2%,110,9.8%,"1,110",640,36.3%,660,37.3%,470,26.4%,"1,770",670,33.5%,710,35.4%,620,31.1%,"1,990",600,28.7%,790,37.6%,710,33.7%,"2,100"
,Dyscalculia,20,65.2%,10,26.1%,-,-,20,10,66.7%,10,28.6%,-,-,20,20,31.3%,30,39.1%,20,29.7%,60,20,34.4%,20,27.9%,20,37.7%,60,20,27.9%,30,45.9%,20,26.2%,60
,Other Specific Learning Difficulty,10,55.0%,10,45.0%,-,-,20,30,76.5%,10,23.5%,-,-,30,20,48.6%,20,43.2%,-,-,40,20,35.8%,20,39.6%,10,24.5%,50,20,39.2%,20,39.2%,10,21.6%,50
,Autism Spectrum Disorder,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,73.3%,-,-,-,-,20,10,35.7%,10,42.9%,-,-,10,10,32.3%,20,51.6%,10,16.1%,30
,Multiple Learning Difficulties,10,31.6%,10,42.1%,10,26.3%,20,40,47.7%,40,41.9%,10,10.5%,90,20,35.5%,20,29.0%,20,35.5%,60,10,26.0%,20,48.0%,10,26.0%,50,20,31.2%,30,37.7%,20,31.2%,80
,Other,110,63.6%,40,21.6%,30,14.8%,180,90,54.8%,60,33.1%,20,12.0%,170,140,45.2%,80,26.5%,90,28.4%,310,100,29.5%,90,25.2%,160,45.3%,350,120,34.4%,90,26.0%,140,39.7%,360
,No Learning Difficulty,"15,170",44.1%,"12,020",34.9%,"7,250",21.1%,"34,440","19,130",43.4%,"17,090",38.8%,"7,880",17.9%,"44,090","22,240",29.8%,"22,720",30.4%,"29,760",39.8%,"74,720","19,460",23.9%,"24,330",29.9%,"37,640",46.2%,"81,420","16,050",21.0%,"23,680",30.9%,"36,810",48.1%,"76,540"
,Not Known/Information Not Provided,120,50.2%,70,28.8%,50,21.0%,230,300,42.4%,210,30.6%,190,27.0%,700,240,28.8%,240,28.8%,350,42.3%,830,"1,050",22.0%,"1,350",28.2%,"2,380",49.8%,"4,780",910,21.6%,"1,190",28.4%,"2,090",50.0%,"4,190"
North West Total,,"16,360",44.8%,"12,670",34.7%,"7,500",20.5%,"36,530","20,840",44.1%,"18,150",38.4%,"8,290",17.5%,"47,280","23,800",30.3%,"23,960",30.5%,"30,890",39.3%,"78,660","21,560",24.1%,"26,690",29.9%,"41,070",46.0%,"89,310","18,040",21.4%,"26,090",31.0%,"40,040",47.6%,"84,180"
Yorkshire and the Humber,Moderate Learning Difficulty,580,79.5%,100,13.1%,50,7.4%,730,670,68.1%,220,22.3%,100,9.6%,990,520,68.0%,140,17.6%,110,14.4%,770,410,62.7%,130,19.1%,120,18.2%,650,200,43.4%,150,33.9%,100,22.7%,450
,Severe Learning Difficulty,20,57.1%,10,17.9%,10,25.0%,30,30,73.0%,10,24.3%,-,-,40,30,72.5%,10,12.5%,10,15.0%,40,10,68.8%,-,-,-,-,20,10,50.0%,-,-,-,-,10
,Dyslexia,540,51.7%,390,37.3%,120,11.0%,"1,050",570,45.5%,540,43.7%,130,10.8%,"1,240",620,42.7%,510,35.1%,330,22.2%,"1,460",540,33.2%,620,38.3%,460,28.5%,"1,610",630,36.2%,660,37.9%,450,25.9%,"1,750"
,Dyscalculia,10,42.9%,10,35.7%,10,21.4%,30,10,45.5%,10,31.8%,10,22.7%,20,10,28.1%,10,37.5%,10,34.4%,30,20,47.1%,20,33.3%,10,19.6%,50,20,35.4%,20,37.5%,10,27.1%,50
,Other Specific Learning Difficulty,10,62.5%,-,-,-,-,20,10,56.5%,10,30.4%,-,-,20,10,40.6%,20,53.1%,-,-,30,20,41.7%,10,38.9%,10,19.4%,40,20,50.0%,10,30.6%,10,19.4%,40
,Autism Spectrum Disorder,-,-,-,-,-,-,10,10,63.6%,-,-,-,-,10,10,45.0%,10,35.0%,-,-,20,10,41.2%,10,47.1%,-,-,20,10,57.1%,10,33.3%,-,-,20
,Multiple Learning Difficulties,10,43.8%,10,37.5%,-,-,20,30,38.3%,40,46.9%,10,14.8%,80,20,50.0%,10,20.6%,10,29.4%,30,10,38.7%,10,32.3%,10,29.0%,30,20,34.1%,20,34.1%,10,31.8%,40
,Other,60,59.8%,20,20.7%,20,19.6%,90,60,48.0%,50,40.2%,20,11.8%,130,80,48.8%,50,31.5%,30,19.6%,170,70,37.1%,50,27.4%,70,35.5%,200,90,38.1%,60,24.7%,90,37.2%,230
,No Learning Difficulty,"13,540",45.1%,"9,680",32.3%,"6,790",22.6%,"30,000","14,420",42.8%,"13,080",38.8%,"6,180",18.4%,"33,680","15,310",29.0%,"16,020",30.3%,"21,460",40.6%,"52,780","16,130",27.5%,"18,030",30.7%,"24,610",41.9%,"58,770","13,360",24.5%,"17,570",32.3%,"23,540",43.2%,"54,470"
,Not Known/Information Not Provided,90,44.6%,60,30.9%,50,24.5%,200,130,40.1%,120,36.4%,80,23.5%,320,140,30.0%,120,24.7%,210,45.3%,470,770,27.2%,760,26.8%,"1,300",46.0%,"2,820",640,22.5%,780,27.5%,"1,420",50.0%,"2,830"
Yorkshire and the Humber Total,,"14,850",46.2%,"10,270",31.9%,"7,040",21.9%,"32,170","15,930",43.6%,"14,080",38.5%,"6,520",17.8%,"36,530","16,760",30.0%,"16,880",30.2%,"22,170",39.7%,"55,800","17,990",28.0%,"19,630",30.6%,"26,580",41.4%,"64,200","14,980",25.0%,"19,280",32.2%,"25,640",42.8%,"59,900"
East Midlands,Moderate Learning Difficulty,390,66.5%,130,22.9%,60,10.6%,590,420,66.1%,180,27.6%,40,6.3%,640,290,49.0%,150,25.1%,150,25.9%,590,200,40.6%,140,28.3%,150,31.1%,490,250,44.1%,170,30.5%,140,25.4%,560
,Severe Learning Difficulty,-,-,10,38.5%,-,-,10,-,-,-,-,-,-,-,-,-,10,13.4%,70,82.9%,80,-,-,-,-,-,-,10,-,-,-,-,-,-,-
,Dyslexia,310,54.6%,200,34.0%,70,11.3%,570,370,50.6%,310,42.5%,50,6.9%,730,430,38.4%,390,34.6%,300,27.1%,"1,120",470,36.5%,470,36.6%,350,26.9%,"1,280",480,32.8%,540,36.7%,450,30.5%,"1,460"
,Dyscalculia,20,62.5%,-,-,10,20.8%,20,10,66.7%,-,-,-,-,20,10,33.3%,10,36.4%,10,30.3%,30,10,22.9%,20,45.7%,10,31.4%,40,20,26.3%,20,33.3%,20,40.4%,60
,Other Specific Learning Difficulty,10,56.3%,10,37.5%,-,-,20,20,57.6%,10,36.4%,-,-,30,10,40.0%,10,25.7%,10,34.3%,40,10,25.8%,10,38.7%,10,35.5%,30,10,28.6%,10,47.6%,10,23.8%,20
,Autism Spectrum Disorder,-,-,-,-,-,-,-,10,70.0%,-,-,-,-,10,10,38.9%,10,50.0%,-,-,20,10,61.1%,10,38.9%,-,-,20,20,50.0%,10,41.2%,-,-,30
,Multiple Learning Difficulties,10,33.3%,10,40.0%,10,26.7%,30,90,66.4%,40,28.4%,10,5.2%,130,30,62.3%,10,15.1%,10,22.6%,50,10,31.0%,10,41.4%,10,27.6%,30,10,22.9%,20,45.7%,10,31.4%,40
,Other,30,24.3%,40,33.6%,50,42.1%,110,40,47.3%,40,37.6%,10,15.1%,90,40,36.8%,30,25.4%,40,37.7%,110,50,29.6%,50,33.3%,60,37.0%,160,40,18.8%,60,30.3%,110,51.0%,210
,No Learning Difficulty,"8,780",42.5%,"7,230",35.0%,"4,640",22.5%,"20,650","9,770",43.1%,"9,340",41.1%,"3,590",15.8%,"22,690","10,950",28.4%,"11,650",30.3%,"15,920",41.3%,"38,520","10,740",25.3%,"13,110",30.8%,"18,670",43.9%,"42,530","9,960",22.5%,"14,210",32.2%,"20,010",45.3%,"44,180"
,Not Known/Information Not Provided,90,51.4%,50,30.5%,30,18.1%,180,110,40.7%,80,28.2%,90,31.1%,270,70,23.3%,90,30.8%,130,45.9%,290,540,24.5%,620,28.2%,"1,040",47.3%,"2,210",560,22.9%,720,29.3%,"1,170",47.8%,"2,450"
East Midlands Total,,"9,640",43.5%,"7,680",34.6%,"4,860",21.9%,"22,180","10,850",44.0%,"9,990",40.6%,"3,790",15.4%,"24,620","11,840",29.0%,"12,360",30.2%,"16,660",40.8%,"40,860","12,040",25.7%,"14,450",30.9%,"20,310",43.4%,"46,790","11,330",23.1%,"15,760",32.2%,"21,920",44.7%,"49,010"
West Midlands,Moderate Learning Difficulty,420,69.8%,110,19.0%,70,11.2%,600,470,64.7%,200,26.7%,60,8.6%,730,340,38.5%,270,29.9%,280,31.6%,890,230,34.5%,170,24.9%,280,40.6%,680,270,30.4%,240,26.9%,370,42.7%,870
,Severe Learning Difficulty,10,66.7%,-,-,-,-,10,20,74.2%,10,19.4%,-,-,30,-,-,-,-,10,58.3%,10,10,43.5%,10,34.8%,10,21.7%,20,10,36.8%,10,26.3%,10,36.8%,20
,Dyslexia,260,44.9%,210,36.1%,110,19.0%,570,320,43.9%,320,44.4%,80,11.7%,720,380,31.9%,470,39.5%,340,28.5%,"1,190",390,27.7%,550,38.8%,470,33.5%,"1,410",400,24.5%,660,41.1%,560,34.4%,"1,610"
,Dyscalculia,10,53.3%,10,40.0%,-,-,20,10,35.7%,10,42.9%,-,-,10,10,27.3%,10,36.4%,10,36.4%,20,10,29.7%,10,29.7%,20,40.5%,40,20,28.3%,20,36.7%,20,35.0%,60
,Other Specific Learning Difficulty,10,41.2%,10,52.9%,-,-,20,10,30.3%,20,51.5%,10,18.2%,30,20,51.3%,10,30.8%,10,17.9%,40,20,42.1%,10,34.2%,10,23.7%,40,10,32.6%,20,34.9%,10,32.6%,40
,Autism Spectrum Disorder,-,-,-,-,-,-,-,10,38.5%,10,53.8%,-,-,10,20,62.1%,10,20.7%,10,17.2%,30,20,40.9%,20,47.7%,10,11.4%,40,20,48.8%,20,46.3%,-,-,40
,Multiple Learning Difficulties,10,38.9%,10,38.9%,-,-,20,50,69.2%,20,28.2%,-,-,80,20,42.9%,10,31.0%,10,26.2%,40,10,30.8%,20,48.7%,10,20.5%,40,10,29.8%,20,36.2%,20,34.0%,50
,Other,60,48.5%,30,25.4%,30,26.2%,130,80,56.8%,50,36.7%,10,6.5%,140,70,30.8%,80,33.9%,80,35.2%,230,110,37.6%,70,24.1%,110,38.3%,290,70,19.6%,90,25.1%,190,55.3%,350
,No Learning Difficulty,"10,440",39.8%,"9,290",35.4%,"6,510",24.8%,"26,230","12,460",42.0%,"11,790",39.8%,"5,400",18.2%,"29,660","14,650",28.6%,"15,780",30.8%,"20,760",40.6%,"51,190","14,070",25.7%,"16,700",30.5%,"23,930",43.7%,"54,700","11,210",19.9%,"17,950",31.8%,"27,260",48.3%,"56,420"
,Not Known/Information Not Provided,130,50.4%,70,26.5%,60,23.1%,260,160,52.3%,100,33.5%,40,14.2%,310,180,27.0%,260,39.3%,220,33.7%,650,790,24.6%,910,28.5%,"1,510",46.9%,"3,210",580,19.6%,880,29.4%,"1,520",51.0%,"2,970"
West Midlands Total,,"11,340",40.7%,"9,730",34.9%,"6,790",24.4%,"27,860","13,590",42.8%,"12,520",39.5%,"5,610",17.7%,"31,720","15,690",28.9%,"16,890",31.1%,"21,720",40.0%,"54,290","15,660",25.9%,"18,470",30.6%,"26,340",43.6%,"60,470","12,590",20.2%,"19,890",31.9%,"29,950",48.0%,"62,430"
East of England,Moderate Learning Difficulty,230,62.3%,90,24.0%,50,13.7%,370,140,54.5%,100,37.3%,20,8.2%,260,190,57.9%,70,21.5%,70,20.6%,330,180,50.7%,90,23.9%,90,25.4%,360,140,41.7%,120,35.1%,80,23.2%,350
,Severe Learning Difficulty,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,10,55.6%,10,-,-,10,41.7%,-,-,10
,Dyslexia,330,49.0%,250,36.8%,100,14.3%,670,380,45.8%,360,43.7%,90,10.5%,830,490,40.8%,450,37.4%,260,21.8%,"1,200",430,33.4%,480,37.8%,370,28.9%,"1,270",410,30.5%,530,39.3%,410,30.1%,"1,350"
,Dyscalculia,-,-,10,73.7%,-,-,20,10,38.9%,10,44.4%,-,-,20,10,25.6%,20,44.2%,10,30.2%,40,10,24.0%,10,44.0%,10,32.0%,30,10,22.4%,30,51.0%,10,26.5%,50
,Other Specific Learning Difficulty,10,55.6%,10,38.9%,-,-,20,20,60.0%,10,30.0%,-,-,40,20,47.8%,20,37.0%,10,15.2%,50,20,45.2%,10,31.0%,10,23.8%,40,20,45.3%,20,28.3%,10,26.4%,50
,Autism Spectrum Disorder,-,-,-,-,-,-,-,-,-,10,81.8%,-,-,10,10,56.3%,10,37.5%,-,-,20,10,33.3%,10,46.7%,-,-,20,10,42.9%,10,42.9%,-,-,20
,Multiple Learning Difficulties,10,31.0%,10,27.6%,10,41.4%,30,10,52.2%,10,34.8%,-,-,20,10,50.0%,10,39.3%,-,-,30,20,41.0%,10,28.2%,10,30.8%,40,20,36.6%,10,34.1%,10,29.3%,40
,Other,50,45.0%,40,36.0%,20,19.0%,100,50,49.0%,40,36.3%,20,14.7%,100,70,46.2%,50,31.4%,40,22.4%,160,60,30.9%,70,35.6%,70,33.5%,190,60,23.4%,100,40.9%,80,35.7%,240
,No Learning Difficulty,"7,820",39.7%,"7,260",36.9%,"4,620",23.5%,"19,700","9,450",42.6%,"9,320",42.0%,"3,420",15.4%,"22,190","11,190",29.8%,"11,960",31.9%,"14,370",38.3%,"37,530","10,680",25.8%,"13,030",31.4%,"17,720",42.8%,"41,440","9,810",23.5%,"13,700",32.9%,"18,150",43.6%,"41,660"
,Not Known/Information Not Provided,120,45.3%,70,26.4%,70,28.3%,260,110,39.9%,110,40.7%,50,19.4%,260,160,38.0%,120,29.9%,130,32.1%,410,750,30.8%,710,29.1%,980,40.1%,"2,430",530,21.6%,750,30.5%,"1,180",47.9%,"2,460"
East of England Total,,"8,560",40.4%,"7,730",36.5%,"4,880",23.0%,"21,170","10,170",42.9%,"9,960",42.0%,"3,600",15.2%,"23,730","12,160",30.6%,"12,710",32.0%,"14,890",37.5%,"39,760","12,150",26.5%,"14,420",31.5%,"19,260",42.0%,"45,820","11,010",23.8%,"15,270",33.0%,"19,940",43.1%,"46,220"
London,Moderate Learning Difficulty,220,47.6%,130,29.4%,100,23.0%,450,140,46.5%,110,36.2%,50,17.3%,300,180,48.7%,100,27.5%,90,23.8%,370,110,36.6%,80,27.2%,110,36.2%,290,170,40.7%,130,30.5%,120,28.8%,410
,Severe Learning Difficulty,10,31.6%,-,-,10,52.6%,20,-,-,-,-,-,-,10,20,55.6%,-,-,10,33.3%,30,10,35.3%,10,29.4%,10,35.3%,20,10,25.0%,-,-,10,55.0%,20
,Dyslexia,170,40.5%,160,38.6%,90,21.0%,420,240,40.5%,290,48.2%,70,11.3%,590,260,28.4%,390,43.1%,260,28.5%,910,320,30.6%,410,39.3%,310,30.1%,"1,040",240,25.1%,400,42.6%,300,32.3%,940
,Dyscalculia,10,30.0%,10,30.0%,10,40.0%,20,10,42.1%,10,36.8%,-,-,20,10,22.9%,10,31.4%,20,45.7%,40,10,32.6%,10,30.2%,20,37.2%,40,10,38.7%,10,29.0%,10,32.3%,30
