Quarter,Geographical region,Country of nationality,Total enforced removals,Total Refused entry at port and subsequently departed,Total voluntary departures,Total non-asylum enforced removals,Non-asylum cases: Refused entry at port and subsequently departed,Total non-asylum voluntary departures,Non-asylum cases: Assisted Voluntary Returns,Non-asylum cases: Notified voluntary departures,Non-asylum cases:    Other confirmed voluntary departures,Total asylum enforced removals,Total asylum voluntary departures,Asylum cases: Assisted Voluntary Returns,Asylum cases: Notified voluntary departures,Asylum cases:    Other confirmed voluntary departures
2011 Q4,Africa,Malawi,14,3,34,4,3,31,8,4,19,10,3,2,1,0
2011 Q4,Asia,Malaysia,61,87,72,57,87,71,3,15,53,4,1,1,0,0
2011 Q4,Asia,Maldives,0,1,1,0,1,1,0,0,1,0,0,0,0,0
2011 Q4,Africa,Mali,1,3,0,0,3,0,0,0,0,1,0,0,0,0
2011 Q4,Europe,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Mauritania,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Mauritius,19,44,57,17,44,56,9,19,28,2,1,1,0,0
2011 Q4,Africa,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Mexico,12,60,11,11,60,7,0,2,5,1,4,3,0,1
2011 Q4,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Moldova,15,10,94,13,10,90,0,3,87,2,4,0,1,3
2011 Q4,Europe,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Mongolia,18,8,30,14,8,29,5,4,20,4,1,1,0,0
2011 Q4,Europe,Montenegro,0,2,1,0,2,1,0,1,0,0,0,0,0,0
2011 Q4,Americas,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Morocco,12,33,8,8,33,7,0,1,6,4,1,1,0,0
2011 Q4,Africa,Mozambique,1,0,1,0,0,1,0,1,0,1,0,0,0,0
2011 Q4,Africa,Namibia,11,5,6,6,5,4,0,2,2,5,2,2,0,0
2011 Q4,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Nepal,33,3,137,30,3,128,1,24,103,3,9,3,6,0
2011 Q4,Europe,Netherlands,25,13,4,25,13,3,0,3,0,0,1,0,0,1
2011 Q4,Americas,Netherlands Antilles,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2011 Q4,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,New Zealand,1,24,18,1,24,18,0,7,11,0,0,0,0,0
2011 Q4,Americas,Nicaragua,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Niger,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Nigeria,247,192,502,168,192,464,18,106,340,79,38,20,10,8
2011 Q4,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Norway,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011 Q4,Middle East,Occupied Palestinian Territories,2,4,9,1,4,2,0,0,2,1,7,1,4,2
2011 Q4,Middle East,Oman,0,0,2,0,0,2,0,1,1,0,0,0,0,0
2011 Q4,Other,Other and unknown,2,35,0,1,35,0,0,0,0,1,0,0,0,0
2011 Q4,Asia,Pakistan,463,121,859,255,121,605,18,179,408,208,254,75,159,20
2011 Q4,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Panama,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Papua New Guinea,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q4,Americas,Paraguay,2,5,4,2,5,4,1,0,3,0,0,0,0,0
2011 Q4,Americas,Peru,2,12,5,2,12,5,1,0,4,0,0,0,0,0
2011 Q4,Asia,Philippines,45,28,165,43,28,165,2,44,119,2,0,0,0,0
2011 Q4,Oceania,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Poland,85,10,1,82,10,1,0,1,0,3,0,0,0,0
2011 Q4,Europe,Portugal,9,10,0,9,10,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Middle East,Qatar,0,0,6,0,0,6,0,0,6,0,0,0,0,0
2011 Q4,Other,Refugee,8,56,2,7,56,2,0,0,2,1,0,0,0,0
2011 Q4,Africa,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Romania,86,29,3,86,29,3,0,1,2,0,0,0,0,0
2011 Q4,Europe,Russia,9,54,28,4,54,25,1,7,17,5,3,0,3,0
2011 Q4,Africa,Rwanda,1,0,2,0,0,2,0,1,1,1,0,0,0,0
2011 Q4,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,San Marino,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Sao Tome and Principe,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q4,Middle East,Saudi Arabia,1,16,67,1,16,65,0,16,49,0,2,1,1,0
2011 Q4,Africa,Senegal,4,10,8,3,10,7,0,0,7,1,1,1,0,0
2011 Q4,Europe,Serbia,0,23,6,0,23,6,0,3,3,0,0,0,0,0
2011 Q4,Europe,Serbia and Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2011 Q4,Africa,Seychelles,0,5,5,0,5,5,1,1,3,0,0,0,0,0
2011 Q4,Africa,Sierra Leone,8,4,10,1,4,8,1,1,6,7,2,0,0,2
2011 Q4,Asia,Singapore,2,10,0,2,10,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Slovakia,8,2,0,8,2,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Somalia,9,11,7,1,11,2,0,0,2,8,5,0,2,3
2011 Q4,Africa,South Africa,36,39,76,27,39,74,7,20,47,9,2,1,1,0
2011 Q4,Americas,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Spain,5,2,0,5,2,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Sri Lanka,132,28,177,33,28,125,18,19,88,99,52,34,8,10
2011 Q4,Africa,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,St. Kitts and Nevis,0,5,0,0,5,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,St. Lucia,5,10,2,3,10,2,0,0,2,2,0,0,0,0
2011 Q4,Americas,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,St. Vincent and the Grenadines,2,13,0,0,13,0,0,0,0,2,0,0,0,0
2011 Q4,Other,Stateless,5,16,6,0,16,0,0,0,0,5,6,6,0,0
2011 Q4,Africa,Sudan,16,10,6,1,10,1,0,0,1,15,5,4,1,0
2011 Q4,Africa,Sudan (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Surinam,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Swaziland,0,3,1,0,3,1,0,0,1,0,0,0,0,0
2011 Q4,Europe,Sweden,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Switzerland,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Middle East,Syria,5,7,12,1,7,9,0,0,9,4,3,0,1,2
2011 Q4,Asia,Taiwan,1,23,12,0,23,12,0,4,8,1,0,0,0,0
2011 Q4,Europe,Tajikistan,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q4,Africa,Tanzania,13,3,32,8,3,31,2,6,23,5,1,1,0,0
2011 Q4,Asia,Thailand,20,14,44,20,14,44,0,6,38,0,0,0,0,0
2011 Q4,Africa,Togo,1,1,3,0,1,2,1,0,1,1,1,0,1,0
2011 Q4,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Trinidad and Tobago,14,22,8,13,22,8,0,3,5,1,0,0,0,0
2011 Q4,Africa,Tunisia,7,12,7,3,12,6,1,2,3,4,1,0,0,1
2011 Q4,Europe,Turkey,42,54,80,16,54,70,0,18,52,26,10,2,2,6
2011 Q4,Europe,Turkmenistan,3,1,6,3,1,6,0,2,4,0,0,0,0,0
2011 Q4,Americas,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Tuvalu,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Uganda,24,6,38,10,6,37,3,10,24,14,1,1,0,0
2011 Q4,Europe,Ukraine,40,69,126,35,69,121,0,10,111,5,5,3,1,1
2011 Q4,Middle East,United Arab Emirates,0,0,8,0,0,8,0,0,8,0,0,0,0,0
2011 Q4,Americas,United States,18,487,69,13,487,68,0,37,31,5,1,1,0,0
2011 Q4,Americas,Uruguay,0,5,0,0,5,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Uzbekistan,21,4,56,19,4,54,0,4,50,2,2,2,0,0
2011 Q4,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Venezuela,6,47,6,2,47,6,0,4,2,4,0,0,0,0
2011 Q4,Asia,Vietnam,181,16,40,140,16,38,2,1,35,41,2,2,0,0
2011 Q4,Americas,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Middle East,Yemen,0,2,1,0,2,1,0,1,0,0,0,0,0,0
2011 Q4,Africa,Zambia,6,6,24,3,6,23,10,4,9,3,1,0,1,0
2011 Q4,Africa,Zimbabwe,13,7,80,4,7,43,5,12,26,9,37,17,7,13
2012 Q1,Total,*Total,"3,707","3,095","6,584","2,429","3,095","5,409",292,"1,179","3,938","1,278","1,175",681,343,151
2012 Q1,Africa,*Total Africa,615,592,"1,034",321,592,868,72,212,584,294,166,103,46,17
2012 Q1,Americas,*Total Americas,355,"1,029",426,314,"1,029",413,66,69,278,41,13,9,3,1
2012 Q1,Asia,*Total Asia,"1,957",684,"4,541","1,189",684,"3,714",146,822,"2,746",768,827,441,273,113
2012 Q1,Europe,*Total Europe,684,472,320,580,472,280,5,46,229,104,40,17,15,8
2012 Q1,Middle East,*Total Middle East,81,149,230,13,149,103,3,26,74,68,127,109,6,12
2012 Q1,Oceania,*Total Oceania,7,82,30,7,82,30,0,3,27,0,0,0,0,0
2012 Q1,Other,*Total Other,8,87,3,5,87,1,0,1,0,3,2,2,0,0
2012 Q1,Asia,Afghanistan,156,21,135,7,21,6,1,3,2,149,129,108,4,17
2012 Q1,Europe,Albania,149,123,38,91,123,28,1,1,26,58,10,8,1,1
2012 Q1,Africa,Algeria,44,26,42,15,26,32,0,9,23,29,10,5,2,3
2012 Q1,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Angola,12,10,6,1,10,4,0,1,3,11,2,0,1,1
2012 Q1,Americas,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Antigua and Barbuda,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2012 Q1,Americas,Argentina,2,15,4,1,15,4,0,4,0,1,0,0,0,0
2012 Q1,Europe,Armenia,0,3,1,0,3,0,0,0,0,0,1,0,1,0
2012 Q1,Americas,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Australia,2,59,18,2,59,18,0,2,16,0,0,0,0,0
2012 Q1,Europe,Austria,1,6,0,1,6,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Azerbaijan,0,1,2,0,1,0,0,0,0,0,2,0,2,0
2012 Q1,Americas,"Bahamas, The",2,1,4,2,1,4,0,1,3,0,0,0,0,0
2012 Q1,Middle East,Bahrain,0,0,8,0,0,4,0,0,4,0,4,0,4,0
2012 Q1,Asia,Bangladesh,201,26,292,145,26,261,15,40,206,56,31,25,2,4
2012 Q1,Americas,Barbados,4,6,2,4,6,2,0,1,1,0,0,0,0,0
2012 Q1,Europe,Belarus,4,8,4,3,8,4,0,1,3,1,0,0,0,0
2012 Q1,Europe,Belgium,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Belize,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Benin,3,2,2,3,2,2,0,0,2,0,0,0,0,0
2012 Q1,Americas,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Bolivia,39,19,30,38,19,29,13,0,16,1,1,1,0,0
2012 Q1,Americas,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Bosnia and Herzegovina,2,4,0,0,4,0,0,0,0,2,0,0,0,0
2012 Q1,Africa,Botswana,7,3,6,4,3,4,0,0,4,3,2,2,0,0
2012 Q1,Americas,Brazil,126,256,237,122,256,235,38,23,174,4,2,1,1,0
2012 Q1,Other,British overseas citizens,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Brunei,0,1,1,0,1,1,0,0,1,0,0,0,0,0
2012 Q1,Europe,Bulgaria,14,2,0,14,2,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Burkina,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2012 Q1,Asia,Burma,0,2,7,0,2,4,0,1,3,0,3,3,0,0
2012 Q1,Africa,Burundi,3,0,0,0,0,0,0,0,0,3,0,0,0,0
2012 Q1,Asia,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Cameroon,12,13,11,5,13,10,0,4,6,7,1,1,0,0
2012 Q1,Americas,Canada,6,101,10,5,101,10,0,2,8,1,0,0,0,0
2012 Q1,Africa,Cape Verde,0,5,0,0,5,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Central African Republic,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Chad,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Chile,7,15,7,7,15,7,0,1,6,0,0,0,0,0
2012 Q1,Asia,China,205,37,819,90,37,594,36,82,476,115,225,157,27,41
2012 Q1,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Colombia,37,22,26,32,22,19,3,5,11,5,7,5,1,1
2012 Q1,Africa,Comoros,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Congo,2,7,3,1,7,2,0,1,1,1,1,0,0,1
2012 Q1,Africa,Congo (Democratic Republic),6,11,6,1,11,5,0,3,2,5,1,0,1,0
2012 Q1,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Costa Rica,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Croatia,2,21,3,2,21,2,0,1,1,0,1,1,0,0
2012 Q1,Americas,Cuba,0,2,1,0,2,1,0,1,0,0,0,0,0,0
2012 Q1,Americas,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Cyprus,3,0,0,1,0,0,0,0,0,2,0,0,0,0
2012 Q1,Europe,Cyprus (Northern part of),0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Czech Republic,12,4,0,8,4,0,0,0,0,4,0,0,0,0
2012 Q1,Europe,Denmark,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Djibouti,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Dominica,0,3,2,0,3,2,2,0,0,0,0,0,0,0
2012 Q1,Americas,Dominican Republic,0,6,0,0,6,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Ecuador,3,8,10,2,8,10,1,4,5,1,0,0,0,0
2012 Q1,Africa,Egypt,11,17,14,7,17,10,0,4,6,4,4,4,0,0
2012 Q1,Americas,El Salvador,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Equatorial Guinea,0,1,1,0,1,1,0,0,1,0,0,0,0,0
2012 Q1,Africa,Eritrea,14,53,0,3,53,0,0,0,0,11,0,0,0,0
2012 Q1,Europe,Estonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Ethiopia,4,0,3,0,0,2,1,0,1,4,1,1,0,0
2012 Q1,Americas,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Fiji,1,1,4,1,1,4,0,0,4,0,0,0,0,0
2012 Q1,Europe,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Former Yugoslavia,3,1,2,2,1,1,0,0,1,1,1,1,0,0
2012 Q1,Europe,France,16,10,0,16,10,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Gabon,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,"Gambia, The",22,9,16,10,9,11,0,7,4,12,5,2,2,1
2012 Q1,Europe,Georgia,7,3,10,5,3,8,0,0,8,2,2,1,0,1
2012 Q1,Europe,Germany,10,3,0,10,3,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Ghana,60,64,90,39,64,87,4,20,63,21,3,2,1,0
2012 Q1,Europe,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Greece,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Grenada,2,2,1,2,2,1,0,1,0,0,0,0,0,0
2012 Q1,Americas,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Guatemala,7,3,0,1,3,0,0,0,0,6,0,0,0,0
2012 Q1,Africa,Guinea,3,10,3,3,10,3,1,1,1,0,0,0,0,0
2012 Q1,Africa,Guinea-Bissau,1,3,1,0,3,1,0,0,1,1,0,0,0,0
2012 Q1,Americas,Guyana,2,0,3,2,0,3,0,1,2,0,0,0,0,0
2012 Q1,Americas,Haiti,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Honduras,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Hong Kong,3,27,6,3,27,6,0,1,5,0,0,0,0,0
2012 Q1,Europe,Hungary,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,India,509,193,"1,778",386,193,"1,534",35,352,"1,147",123,244,29,176,39
2012 Q1,Asia,Indonesia,2,4,8,1,4,7,1,0,6,1,1,0,1,0
2012 Q1,Middle East,Iran,49,50,59,7,50,16,0,4,12,42,43,36,1,6
2012 Q1,Middle East,Iraq,13,12,78,2,12,10,3,2,5,11,68,63,1,4
2012 Q1,Europe,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Israel,2,45,0,2,45,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Italy,5,6,1,5,6,1,0,0,1,0,0,0,0,0
2012 Q1,Africa,Ivory Coast,3,6,2,1,6,2,0,1,1,2,0,0,0,0
2012 Q1,Americas,Jamaica,66,6,28,50,6,28,7,8,13,16,0,0,0,0
2012 Q1,Asia,Japan,2,42,15,2,42,15,0,2,13,0,0,0,0,0
2012 Q1,Middle East,Jordan,3,3,3,1,3,2,0,0,2,2,1,1,0,0
2012 Q1,Europe,Kazakhstan,0,2,6,0,2,6,0,1,5,0,0,0,0,0
2012 Q1,Africa,Kenya,19,5,33,11,5,32,2,6,24,8,1,1,0,0
2012 Q1,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Korea (North),1,0,1,0,0,0,0,0,0,1,1,1,0,0
2012 Q1,Asia,Korea (South),4,42,21,3,42,21,0,6,15,1,0,0,0,0
2012 Q1,Europe,Kosovo,3,11,3,0,11,2,0,1,1,3,1,1,0,0
2012 Q1,Middle East,Kuwait,0,5,13,0,5,11,0,2,9,0,2,2,0,0
2012 Q1,Europe,Kyrgyzstan,1,1,2,0,1,2,0,0,2,1,0,0,0,0
2012 Q1,Asia,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Latvia,24,6,2,24,6,2,0,2,0,0,0,0,0,0
2012 Q1,Middle East,Lebanon,3,8,6,1,8,3,0,2,1,2,3,2,0,1
2012 Q1,Africa,Lesotho,0,0,3,0,0,3,2,0,1,0,0,0,0,0
2012 Q1,Africa,Liberia,3,3,6,2,3,4,0,3,1,1,2,1,0,1
2012 Q1,Africa,Libya,10,3,84,4,3,22,2,6,14,6,62,33,28,1
2012 Q1,Europe,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Lithuania,47,15,2,46,15,2,0,1,1,1,0,0,0,0
2012 Q1,Europe,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Macau,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Macedonia,0,5,2,0,5,2,0,2,0,0,0,0,0,0
2012 Q1,Africa,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Malawi,16,2,43,5,2,36,6,13,17,11,7,4,1,2
2012 Q1,Asia,Malaysia,45,50,109,39,50,106,8,32,66,6,3,3,0,0
2012 Q1,Asia,Maldives,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Mali,2,4,0,1,4,0,0,0,0,1,0,0,0,0
2012 Q1,Europe,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Mauritania,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Mauritius,17,24,58,11,24,58,16,19,23,6,0,0,0,0
2012 Q1,Africa,Mayotte,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2012 Q1,Americas,Mexico,11,56,2,11,56,2,1,0,1,0,0,0,0,0
2012 Q1,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Moldova,9,13,70,8,13,68,4,5,59,1,2,0,1,1
2012 Q1,Europe,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Mongolia,10,1,33,8,1,33,4,0,29,2,0,0,0,0
2012 Q1,Europe,Montenegro,1,2,0,1,2,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Morocco,9,29,5,6,29,5,0,3,2,3,0,0,0,0
2012 Q1,Africa,Mozambique,0,1,1,0,1,1,0,0,1,0,0,0,0,0
2012 Q1,Africa,Namibia,6,6,0,5,6,0,0,0,0,1,0,0,0,0
2012 Q1,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Nepal,35,5,123,32,5,120,2,15,103,3,3,3,0,0
2012 Q1,Europe,Netherlands,27,6,1,27,6,1,0,1,0,0,0,0,0,0
2012 Q1,Americas,Netherlands Antilles,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012 Q1,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,New Zealand,2,21,7,2,21,7,0,1,6,0,0,0,0,0
2012 Q1,Americas,Nicaragua,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Niger,0,0,2,0,0,2,0,0,2,0,0,0,0,0
2012 Q1,Africa,Nigeria,201,192,344,131,192,335,18,74,243,70,9,5,3,1
2012 Q1,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Norway,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Occupied Palestinian Territories,3,8,5,0,8,2,0,2,0,3,3,2,0,1
2012 Q1,Middle East,Oman,0,1,3,0,1,3,0,0,3,0,0,0,0,0
2012 Q1,Other,Other and unknown,1,33,1,1,33,1,0,1,0,0,0,0,0,0
2012 Q1,Asia,Pakistan,401,93,740,244,93,595,24,188,383,157,145,82,55,8
2012 Q1,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Panama,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Paraguay,0,7,3,0,7,3,0,0,3,0,0,0,0,0
2012 Q1,Americas,Peru,3,5,1,2,5,1,0,1,0,1,0,0,0,0
2012 Q1,Asia,Philippines,36,38,163,34,38,163,5,47,111,2,0,0,0,0
2012 Q1,Oceania,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Poland,107,12,1,103,12,1,0,1,0,4,0,0,0,0
