Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2017",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Perry,3.0,0.0,0.0,0.0,3.0,21.0,4.0,11.0,6.0,0.0
,Pike,3.0,0.0,0.0,1.0,2.0,91.0,17.0,72.0,2.0,0.0
,Powell,0.0,0.0,0.0,0.0,0.0,24.0,9.0,11.0,4.0,0.0
,Pulaski,34.0,1.0,9.0,4.0,20.0,373.0,163.0,158.0,52.0,1.0
,Robertson,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Rockcastle,4.0,0.0,0.0,1.0,3.0,45.0,20.0,16.0,9.0,1.0
,Rowan,3.0,0.0,0.0,0.0,3.0,120.0,30.0,80.0,10.0,0.0
,Russell,3.0,0.0,2.0,0.0,1.0,28.0,12.0,9.0,7.0,0.0
,Simpson,12.0,0.0,0.0,1.0,11.0,39.0,20.0,14.0,5.0,0.0
,Taylor,7.0,0.0,2.0,1.0,4.0,162.0,68.0,81.0,13.0,1.0
,Todd,2.0,0.0,0.0,0.0,2.0,46.0,20.0,20.0,6.0,0.0
,Union,4.0,0.0,1.0,1.0,2.0,55.0,29.0,17.0,9.0,1.0
,Washington,4.0,0.0,1.0,0.0,3.0,31.0,15.0,13.0,3.0,0.0
,Wayne,1.0,0.0,1.0,0.0,0.0,32.0,14.0,14.0,4.0,1.0
,Webster,1.0,0.0,0.0,0.0,1.0,27.0,10.0,8.0,9.0,0.0
,Whitley,12.0,3.0,0.0,1.0,8.0,115.0,55.0,46.0,14.0,0.0
,Wolfe,0.0,0.0,0.0,0.0,0.0,13.0,4.0,8.0,1.0,0.0
LOUISIANA - Metropolitan Counties,Acadia5,101.0,0.0,4.0,22.0,75.0,,415.0,327.0,,0.0
,Ascension,311.0,5.0,11.0,38.0,257.0,3014.0,615.0,2208.0,191.0,11.0
,Bossier,67.0,1.0,5.0,4.0,57.0,646.0,167.0,434.0,45.0,2.0
,Caddo,67.0,1.0,3.0,5.0,58.0,810.0,225.0,527.0,58.0,1.0
,Calcasieu,465.0,8.0,45.0,43.0,369.0,4387.0,1254.0,2892.0,241.0,11.0
,Cameron,20.0,2.0,1.0,0.0,17.0,148.0,17.0,126.0,5.0,0.0
,De Soto,53.0,1.0,5.0,4.0,43.0,340.0,82.0,237.0,21.0,0.0
,East Baton Rouge,493.0,14.0,45.0,209.0,225.0,8113.0,1175.0,6557.0,381.0,10.0
,East Feliciana,97.0,0.0,8.0,2.0,87.0,171.0,39.0,107.0,25.0,0.0
,Iberville,257.0,1.0,4.0,13.0,239.0,534.0,109.0,419.0,6.0,0.0
,Jefferson,1535.0,31.0,92.0,380.0,1032.0,9937.0,1358.0,7908.0,671.0,64.0
,Lafayette,304.0,4.0,31.0,28.0,241.0,1441.0,345.0,967.0,129.0,9.0
,Lafourche,200.0,5.0,31.0,9.0,155.0,1720.0,391.0,1247.0,82.0,7.0
,Livingston,332.0,13.0,28.0,11.0,280.0,3443.0,975.0,2441.0,27.0,1.0
,Ouachita,393.0,4.0,24.0,41.0,324.0,2803.0,1061.0,1564.0,178.0,13.0
,Plaquemines,45.0,0.0,5.0,3.0,37.0,279.0,62.0,203.0,14.0,1.0
,Pointe Coupee,85.0,0.0,5.0,6.0,74.0,285.0,96.0,173.0,16.0,0.0
,Rapides,199.0,2.0,9.0,11.0,177.0,1517.0,457.0,970.0,90.0,5.0
,St. Bernard,146.0,2.0,9.0,43.0,92.0,1409.0,246.0,1068.0,95.0,10.0
,St. Charles,181.0,4.0,3.0,38.0,136.0,961.0,217.0,684.0,60.0,5.0
,St. Helena,66.0,4.0,3.0,4.0,55.0,135.0,38.0,83.0,14.0,0.0
,St. James,33.0,1.0,3.0,2.0,27.0,334.0,103.0,195.0,36.0,0.0
,St. John the Baptist,90.0,2.0,2.0,21.0,65.0,978.0,219.0,708.0,51.0,3.0
,St. Martin,154.0,3.0,23.0,24.0,104.0,677.0,106.0,553.0,18.0,0.0
,St. Tammany,247.0,12.0,29.0,17.0,189.0,1795.0,412.0,1264.0,119.0,9.0
,Tangipahoa,739.0,9.0,51.0,136.0,543.0,2758.0,819.0,1676.0,263.0,11.0
,Terrebonne,298.0,2.0,13.0,27.0,256.0,2164.0,346.0,1725.0,93.0,6.0
,Union,34.0,0.0,2.0,0.0,32.0,31.0,13.0,18.0,0.0,0.0
,Vermilion,77.0,0.0,0.0,18.0,59.0,815.0,287.0,292.0,236.0,0.0
,Webster,48.0,1.0,4.0,2.0,41.0,200.0,96.0,84.0,20.0,0.0
,West Baton Rouge,60.0,1.0,5.0,5.0,49.0,483.0,49.0,393.0,41.0,0.0
,West Feliciana,41.0,2.0,7.0,3.0,29.0,78.0,12.0,57.0,9.0,0.0
LOUISIANA - Nonmetropolitan Counties,Allen,15.0,0.0,7.0,0.0,8.0,84.0,7.0,65.0,12.0,0.0
,Assumption,60.0,1.0,5.0,2.0,52.0,246.0,49.0,191.0,6.0,0.0
,Avoyelles,206.0,0.0,8.0,3.0,195.0,440.0,137.0,276.0,27.0,3.0
,Beauregard,17.0,0.0,4.0,0.0,13.0,100.0,8.0,63.0,29.0,4.0
,Bienville,49.0,1.0,1.0,5.0,42.0,213.0,72.0,129.0,12.0,0.0
,Caldwell,24.0,1.0,0.0,0.0,23.0,226.0,56.0,159.0,11.0,0.0
,Catahoula,36.0,0.0,3.0,0.0,33.0,96.0,30.0,63.0,3.0,0.0
,Claiborne,14.0,0.0,0.0,0.0,14.0,106.0,31.0,69.0,6.0,0.0
,Concordia,56.0,0.0,2.0,3.0,51.0,241.0,80.0,148.0,13.0,0.0
,Evangeline,54.0,0.0,3.0,2.0,49.0,480.0,112.0,326.0,42.0,0.0
,Franklin,63.0,0.0,0.0,5.0,58.0,142.0,35.0,96.0,11.0,0.0
,Jackson,2.0,1.0,0.0,1.0,0.0,50.0,16.0,33.0,1.0,0.0
,La Salle,37.0,1.0,0.0,3.0,33.0,61.0,14.0,35.0,12.0,1.0
,Lincoln,59.0,5.0,4.0,2.0,48.0,268.0,58.0,204.0,6.0,0.0
,Madison,28.0,1.0,2.0,0.0,25.0,45.0,18.0,21.0,6.0,0.0
,Morehouse,43.0,0.0,3.0,3.0,37.0,255.0,40.0,207.0,8.0,1.0
,Natchitoches,48.0,0.0,0.0,1.0,47.0,391.0,95.0,262.0,34.0,0.0
,Red River,15.0,0.0,2.0,2.0,11.0,153.0,47.0,97.0,9.0,0.0
,Richland3,42.0,2.0,1.0,0.0,39.0,,,,7.0,0.0
,Sabine,13.0,1.0,1.0,1.0,10.0,168.0,4.0,164.0,0.0,0.0
,St. Landry,170.0,0.0,8.0,21.0,141.0,942.0,431.0,408.0,103.0,0.0
,St. Mary,128.0,2.0,10.0,12.0,104.0,763.0,216.0,493.0,54.0,4.0
,Tensas,13.0,0.0,2.0,0.0,11.0,30.0,6.0,23.0,1.0,0.0
,Vernon,58.0,2.0,8.0,3.0,45.0,526.0,89.0,380.0,57.0,3.0
,Washington,184.0,0.0,15.0,8.0,161.0,582.0,160.0,362.0,60.0,0.0
,West Carroll,24.0,0.0,0.0,0.0,24.0,100.0,39.0,49.0,12.0,1.0
,Winn,42.0,0.0,1.0,0.0,41.0,56.0,19.0,24.0,13.0,0.0
MAINE - Metropolitan Counties,Androscoggin,12.0,0.0,8.0,2.0,2.0,135.0,32.0,95.0,8.0,1.0
,Cumberland,23.0,0.0,3.0,3.0,17.0,457.0,145.0,289.0,23.0,0.0
,Penobscot,4.0,0.0,0.0,1.0,3.0,283.0,84.0,181.0,18.0,0.0
,Sagadahoc,5.0,0.0,1.0,0.0,4.0,97.0,41.0,50.0,6.0,0.0
,York,23.0,0.0,4.0,5.0,14.0,265.0,78.0,180.0,7.0,0.0
MAINE - Nonmetropolitan Counties,Aroostook,6.0,0.0,0.0,1.0,5.0,55.0,17.0,36.0,2.0,0.0
,Franklin,8.0,0.0,5.0,1.0,2.0,49.0,9.0,34.0,6.0,0.0
,Hancock,4.0,0.0,0.0,0.0,4.0,127.0,32.0,92.0,3.0,0.0
,Kennebec,24.0,0.0,5.0,1.0,18.0,159.0,41.0,103.0,15.0,0.0
,Knox,16.0,0.0,0.0,2.0,14.0,168.0,23.0,134.0,11.0,0.0
,Lincoln,26.0,0.0,16.0,2.0,8.0,189.0,33.0,147.0,9.0,0.0
,Oxford,28.0,0.0,15.0,2.0,11.0,279.0,73.0,186.0,20.0,0.0
,Piscataquis,3.0,0.0,1.0,0.0,2.0,53.0,14.0,35.0,4.0,0.0
,Somerset,31.0,3.0,14.0,1.0,13.0,366.0,95.0,247.0,24.0,1.0
,Waldo,13.0,0.0,4.0,1.0,8.0,157.0,39.0,113.0,5.0,0.0
,Washington,7.0,0.0,1.0,4.0,2.0,113.0,42.0,65.0,6.0,0.0
MARYLAND - Metropolitan Counties,Allegany,41.0,0.0,2.0,10.0,29.0,309.0,62.0,236.0,11.0,0.0
,Anne Arundel,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
,Anne Arundel County Police Department,2021.0,13.0,156.0,566.0,1286.0,10813.0,1593.0,8598.0,622.0,0.0
,Baltimore County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Baltimore County Police Department,5037.0,35.0,323.0,1533.0,3146.0,23155.0,3114.0,18023.0,2018.0,206.0
,Carroll,126.0,0.0,38.0,7.0,81.0,774.0,149.0,592.0,33.0,0.0
,Cecil,59.0,2.0,5.0,17.0,35.0,485.0,155.0,297.0,33.0,3.0
,Charles,497.0,8.0,38.0,109.0,342.0,2352.0,365.0,1836.0,151.0,35.0
,Frederick,156.0,2.0,20.0,30.0,104.0,1328.0,215.0,1068.0,45.0,
,Harford,350.0,8.0,39.0,83.0,220.0,1974.0,358.0,1553.0,63.0,0.0
,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Howard County Police Department,769.0,5.0,70.0,202.0,492.0,5499.0,810.0,4336.0,353.0,
,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Montgomery County Police Department6,1394.0,13.0,230.0,613.0,538.0,13551.0,1376.0,11387.0,788.0,14.0
,Prince George's County Police Department,2031.0,54.0,97.0,854.0,1026.0,13802.0,1951.0,9276.0,2575.0,48.0
,Queen Anne's,38.0,1.0,3.0,3.0,31.0,453.0,104.0,338.0,11.0,1.0
,Washington,285.0,2.0,16.0,36.0,231.0,1346.0,312.0,946.0,88.0,0.0
,Wicomico,90.0,2.0,6.0,10.0,72.0,625.0,176.0,419.0,30.0,2.0
,Worcester,18.0,0.0,2.0,1.0,15.0,208.0,39.0,155.0,14.0,0.0
MARYLAND - Nonmetropolitan Counties,Caroline,20.0,0.0,4.0,6.0,10.0,237.0,84.0,142.0,11.0,0.0
,Dorchester,15.0,0.0,0.0,6.0,9.0,215.0,49.0,138.0,28.0,0.0
,Garrett,41.0,0.0,2.0,1.0,38.0,297.0,94.0,194.0,9.0,0.0
,Kent,7.0,1.0,1.0,3.0,2.0,86.0,30.0,55.0,1.0,0.0
,Talbot,8.0,0.0,0.0,0.0,8.0,169.0,67.0,100.0,2.0,0.0
MICHIGAN - Metropolitan Counties,Barry,42.0,2.0,21.0,1.0,18.0,296.0,76.0,204.0,16.0,4.0
,Bay,72.0,1.0,27.0,6.0,38.0,548.0,91.0,437.0,20.0,2.0
,Berrien,137.0,1.0,31.0,12.0,93.0,569.0,140.0,391.0,38.0,2.0
,Calhoun,115.0,1.0,35.0,6.0,73.0,491.0,109.0,359.0,23.0,4.0
,Cass,52.0,3.0,31.0,4.0,14.0,295.0,126.0,145.0,24.0,5.0
,Clinton,37.0,0.0,18.0,1.0,18.0,164.0,41.0,110.0,13.0,2.0
,Eaton,118.0,1.0,45.0,22.0,50.0,1032.0,179.0,803.0,50.0,9.0
,Genesee,66.0,1.0,10.0,2.0,53.0,276.0,53.0,211.0,12.0,2.0
,Ingham,144.0,2.0,44.0,8.0,90.0,563.0,146.0,375.0,42.0,3.0
,Jackson,205.0,0.0,30.0,12.0,163.0,631.0,120.0,472.0,39.0,5.0
,Kalamazoo,255.0,3.0,51.0,44.0,157.0,2220.0,498.0,1541.0,181.0,11.0
,Kent,364.0,4.0,116.0,38.0,206.0,2465.0,441.0,1913.0,111.0,19.0
,Lapeer,60.0,0.0,21.0,0.0,39.0,277.0,70.0,190.0,17.0,1.0
,Livingston,72.0,0.0,25.0,2.0,45.0,508.0,78.0,396.0,34.0,7.0
,Macomb,323.0,2.0,70.0,27.0,224.0,1385.0,248.0,1022.0,115.0,4.0
,Midland,51.0,0.0,12.0,0.0,39.0,296.0,65.0,220.0,11.0,2.0
,Monroe,177.0,2.0,59.0,19.0,97.0,1478.0,363.0,1004.0,111.0,14.0
,Montcalm,40.0,0.0,22.0,0.0,18.0,127.0,35.0,84.0,8.0,0.0
,Muskegon,64.0,0.0,23.0,6.0,35.0,514.0,74.0,412.0,28.0,0.0
,Oakland,25.0,0.0,10.0,1.0,14.0,39.0,3.0,29.0,7.0,3.0
,Ottawa,533.0,2.0,215.0,26.0,290.0,2405.0,470.0,1840.0,95.0,10.0
,Saginaw,85.0,0.0,18.0,11.0,56.0,468.0,77.0,372.0,19.0,1.0
,St. Clair,222.0,0.0,30.0,10.0,182.0,855.0,228.0,574.0,53.0,8.0
,Washtenaw,558.0,6.0,82.0,70.0,400.0,1643.0,273.0,1173.0,197.0,13.0
,Wayne,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
MICHIGAN - Nonmetropolitan Counties,Alcona,13.0,0.0,6.0,1.0,6.0,108.0,27.0,77.0,4.0,2.0
,Alger,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
,Allegan,92.0,0.0,28.0,3.0,61.0,572.0,138.0,399.0,35.0,7.0
,Alpena,7.0,0.0,5.0,0.0,2.0,61.0,12.0,49.0,0.0,0.0
,Antrim,20.0,0.0,10.0,0.0,10.0,147.0,35.0,108.0,4.0,1.0
,Arenac,25.0,0.0,12.0,1.0,12.0,81.0,26.0,43.0,12.0,0.0
,Baraga,2.0,0.0,1.0,0.0,1.0,14.0,6.0,7.0,1.0,0.0
,Benzie,20.0,0.0,5.0,0.0,15.0,86.0,36.0,48.0,2.0,1.0
,Branch,9.0,0.0,5.0,0.0,4.0,68.0,18.0,43.0,7.0,0.0
,Charlevoix,20.0,0.0,14.0,0.0,6.0,94.0,16.0,73.0,5.0,0.0
,Cheboygan,23.0,0.0,17.0,0.0,6.0,66.0,20.0,45.0,1.0,0.0
,Clare,79.0,2.0,23.0,4.0,50.0,383.0,125.0,235.0,23.0,3.0
,Crawford,8.0,0.0,6.0,0.0,2.0,87.0,32.0,51.0,4.0,1.0
,Delta,5.0,0.0,0.0,0.0,5.0,58.0,9.0,47.0,2.0,0.0
,Dickinson,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Emmet,20.0,0.0,7.0,0.0,13.0,131.0,16.0,109.0,6.0,1.0
,Gladwin,57.0,1.0,9.0,1.0,46.0,144.0,49.0,87.0,8.0,0.0
,Gogebic,8.0,0.0,2.0,0.0,6.0,54.0,17.0,37.0,0.0,0.0
,Grand Traverse,143.0,2.0,40.0,4.0,97.0,596.0,102.0,465.0,29.0,7.0
,Gratiot,36.0,0.0,16.0,0.0,20.0,323.0,43.0,267.0,13.0,1.0
,Hillsdale,33.0,0.0,21.0,0.0,12.0,170.0,46.0,114.0,10.0,0.0
,Houghton,6.0,0.0,4.0,0.0,2.0,63.0,26.0,34.0,3.0,1.0
,Huron,18.0,0.0,4.0,0.0,14.0,79.0,32.0,47.0,0.0,1.0
,Ionia,77.0,0.0,31.0,1.0,45.0,293.0,80.0,191.0,22.0,4.0
,Iosco,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0
,Iron,5.0,0.0,0.0,0.0,5.0,19.0,1.0,18.0,0.0,2.0
,Isabella,64.0,0.0,28.0,1.0,35.0,317.0,97.0,206.0,14.0,4.0
,Kalkaska,55.0,1.0,5.0,0.0,49.0,159.0,25.0,126.0,8.0,0.0
,Keweenaw,1.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,0.0,0.0
,Lake,33.0,0.0,9.0,2.0,22.0,207.0,78.0,120.0,9.0,1.0
,Lenawee,45.0,1.0,16.0,4.0,24.0,223.0,61.0,149.0,13.0,2.0
,Luce,14.0,0.0,3.0,1.0,10.0,73.0,26.0,39.0,8.0,0.0
,Mackinac,5.0,0.0,3.0,0.0,2.0,75.0,18.0,54.0,3.0,1.0
,Manistee,27.0,0.0,15.0,0.0,12.0,190.0,18.0,165.0,7.0,0.0
,Marquette,15.0,0.0,4.0,1.0,10.0,158.0,19.0,132.0,7.0,0.0
,Mason,36.0,0.0,11.0,1.0,24.0,159.0,36.0,116.0,7.0,0.0
,Mecosta,195.0,2.0,9.0,1.0,183.0,350.0,56.0,285.0,9.0,2.0
,Menominee,19.0,1.0,5.0,0.0,13.0,87.0,53.0,34.0,0.0,0.0
,Missaukee,30.0,0.0,10.0,0.0,20.0,136.0,28.0,99.0,9.0,0.0
,Montmorency,2.0,0.0,1.0,0.0,1.0,43.0,13.0,18.0,12.0,2.0
,Newaygo,81.0,1.0,40.0,2.0,38.0,255.0,74.0,171.0,10.0,2.0
,Oceana,28.0,0.0,4.0,1.0,23.0,229.0,49.0,174.0,6.0,2.0
,Ogemaw,15.0,2.0,1.0,0.0,12.0,119.0,37.0,75.0,7.0,0.0
,Ontonagon,22.0,0.0,0.0,0.0,22.0,25.0,13.0,12.0,0.0,0.0
,Osceola,26.0,0.0,8.0,0.0,18.0,131.0,30.0,93.0,8.0,0.0
,Oscoda,11.0,0.0,1.0,0.0,10.0,107.0,39.0,65.0,3.0,0.0
,Otsego,20.0,0.0,11.0,0.0,9.0,58.0,13.0,43.0,2.0,1.0
,Presque Isle,17.0,0.0,4.0,1.0,12.0,23.0,9.0,14.0,0.0,2.0
,Roscommon,26.0,0.0,12.0,0.0,14.0,123.0,30.0,86.0,7.0,1.0
,Sanilac,48.0,0.0,6.0,3.0,39.0,115.0,36.0,71.0,8.0,3.0
,Shiawassee,16.0,1.0,3.0,0.0,12.0,138.0,31.0,100.0,7.0,0.0
,St. Joseph,57.0,1.0,11.0,0.0,45.0,183.0,26.0,141.0,16.0,1.0
,Tuscola,47.0,0.0,16.0,1.0,30.0,215.0,70.0,131.0,14.0,2.0
,Wexford,43.0,0.0,16.0,0.0,27.0,215.0,60.0,145.0,10.0,1.0
MINNESOTA - Metropolitan Counties,Anoka,48.0,3.0,9.0,6.0,30.0,1021.0,118.0,833.0,70.0,4.0
,Benton,14.0,0.0,11.0,0.0,3.0,178.0,33.0,118.0,27.0,2.0
,Blue Earth,17.0,0.0,12.0,0.0,5.0,99.0,34.0,54.0,11.0,1.0
,Carlton,17.0,0.0,6.0,1.0,10.0,204.0,41.0,141.0,22.0,0.0
,Carver,34.0,0.0,8.0,3.0,23.0,583.0,91.0,462.0,30.0,6.0
,Chisago,6.0,1.0,1.0,0.0,4.0,102.0,14.0,79.0,9.0,0.0
,Clay,7.0,0.0,1.0,0.0,6.0,98.0,35.0,50.0,13.0,0.0
,Dakota,27.0,0.0,3.0,1.0,23.0,136.0,37.0,93.0,6.0,0.0
,Dodge,6.0,0.0,0.0,0.0,6.0,89.0,3.0,82.0,4.0,0.0
,Fillmore,16.0,0.0,2.0,1.0,13.0,67.0,20.0,45.0,2.0,0.0
,Hennepin,14.0,0.0,0.0,0.0,14.0,63.0,3.0,58.0,2.0,2.0
,Houston,8.0,0.0,1.0,1.0,6.0,40.0,13.0,26.0,1.0,0.0
,Isanti,17.0,0.0,9.0,0.0,8.0,294.0,70.0,182.0,42.0,0.0
,Le Sueur,5.0,0.0,4.0,0.0,1.0,98.0,30.0,60.0,8.0,0.0
,Mille Lacs,35.0,0.0,1.0,2.0,32.0,632.0,153.0,433.0,46.0,0.0
,Nicollet,7.0,0.0,2.0,0.0,5.0,51.0,12.0,35.0,4.0,0.0
,Olmsted,50.0,0.0,19.0,3.0,28.0,307.0,86.0,193.0,28.0,0.0
,Ramsey,79.0,0.0,24.0,11.0,44.0,1258.0,180.0,974.0,104.0,3.0
,Scott,6.0,0.0,1.0,0.0,5.0,7.0,1.0,3.0,3.0,0.0
,Sherburne,27.0,0.0,6.0,3.0,18.0,452.0,62.0,362.0,28.0,0.0
,Stearns,31.0,0.0,10.0,0.0,21.0,374.0,83.0,262.0,29.0,1.0
,St. Louis,44.0,0.0,14.0,1.0,29.0,689.0,231.0,382.0,76.0,5.0
,Wabasha,9.0,0.0,0.0,0.0,9.0,48.0,4.0,35.0,9.0,0.0
,Washington,48.0,2.0,8.0,3.0,35.0,821.0,166.0,583.0,72.0,4.0
,Wright,126.0,0.0,47.0,7.0,72.0,1483.0,163.0,1267.0,53.0,0.0
MINNESOTA - Nonmetropolitan Counties,Aitkin,13.0,0.0,4.0,0.0,9.0,268.0,117.0,138.0,13.0,1.0
,Becker6,26.0,0.0,9.0,0.0,17.0,212.0,81.0,111.0,20.0,3.0
,Beltrami,46.0,0.0,10.0,7.0,29.0,371.0,105.0,228.0,38.0,1.0
,Big Stone,2.0,0.0,1.0,0.0,1.0,32.0,5.0,24.0,3.0,0.0
,Brown,0.0,0.0,0.0,0.0,0.0,18.0,1.0,15.0,2.0,0.0
,Cass,44.0,0.0,28.0,1.0,15.0,333.0,133.0,154.0,46.0,1.0
,Chippewa,2.0,0.0,1.0,0.0,1.0,24.0,10.0,14.0,0.0,0.0
,Clearwater6,15.0,0.0,1.0,0.0,14.0,93.0,21.0,57.0,15.0,1.0
,Cook,11.0,0.0,3.0,0.0,8.0,84.0,10.0,67.0,7.0,1.0
,Cottonwood,4.0,0.0,1.0,0.0,3.0,40.0,8.0,32.0,0.0,0.0
,Crow Wing,33.0,0.0,13.0,2.0,18.0,330.0,151.0,158.0,21.0,0.0
,Douglas,21.0,0.0,3.0,0.0,18.0,181.0,54.0,111.0,16.0,0.0
,Faribault,8.0,0.0,5.0,0.0,3.0,83.0,34.0,38.0,11.0,1.0
,Freeborn6,12.0,0.0,1.0,1.0,10.0,118.0,37.0,68.0,13.0,2.0
,Goodhue6,9.0,0.0,3.0,1.0,5.0,190.0,36.0,123.0,31.0,0.0
,Grant,1.0,0.0,0.0,0.0,1.0,19.0,4.0,13.0,2.0,0.0
,Hubbard,13.0,0.0,3.0,0.0,10.0,226.0,84.0,126.0,16.0,0.0
,Itasca,29.0,0.0,10.0,0.0,19.0,162.0,37.0,117.0,8.0,2.0
,Jackson,7.0,0.0,4.0,0.0,3.0,51.0,19.0,30.0,2.0,0.0
,Kanabec,23.0,0.0,0.0,2.0,21.0,165.0,43.0,93.0,29.0,0.0
,Kandiyohi,32.0,0.0,6.0,2.0,24.0,217.0,56.0,143.0,18.0,2.0
,Kittson,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
,Koochiching,4.0,0.0,0.0,0.0,4.0,73.0,16.0,50.0,7.0,0.0
,Lac qui Parle,2.0,0.0,0.0,0.0,2.0,20.0,12.0,5.0,3.0,0.0
,Lake,5.0,0.0,2.0,0.0,3.0,17.0,4.0,9.0,4.0,1.0
,Lake of the Woods,1.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,1.0,1.0
,Lincoln6,12.0,0.0,0.0,0.0,12.0,4.0,0.0,4.0,0.0,1.0
,Lyon,5.0,0.0,1.0,0.0,4.0,46.0,18.0,24.0,4.0,1.0
,Mahnomen6,11.0,2.0,1.0,0.0,8.0,159.0,37.0,95.0,27.0,1.0
,Marshall,4.0,0.0,0.0,0.0,4.0,14.0,5.0,9.0,0.0,0.0
,Martin,3.0,0.0,0.0,0.0,3.0,17.0,4.0,11.0,2.0,1.0
,McLeod,11.0,0.0,6.0,1.0,4.0,83.0,30.0,50.0,3.0,0.0
,Meeker,18.0,0.0,10.0,1.0,7.0,126.0,45.0,67.0,14.0,0.0
,Morrison,6.0,0.0,2.0,0.0,4.0,193.0,28.0,138.0,27.0,0.0
,Mower,9.0,0.0,6.0,1.0,2.0,83.0,31.0,41.0,11.0,2.0
,Murray,1.0,0.0,1.0,0.0,0.0,41.0,4.0,34.0,3.0,1.0
,Nobles6,3.0,0.0,3.0,0.0,0.0,34.0,14.0,17.0,3.0,1.0
,Norman,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
,Otter Tail6,21.0,0.0,7.0,1.0,13.0,333.0,110.0,195.0,28.0,2.0
,Pennington,4.0,0.0,0.0,0.0,4.0,79.0,24.0,48.0,7.0,0.0
,Pine,65.0,1.0,17.0,4.0,43.0,1086.0,198.0,795.0,93.0,4.0
,Pipestone,1.0,0.0,0.0,0.0,1.0,70.0,16.0,54.0,0.0,0.0
,Pope,3.0,0.0,0.0,0.0,3.0,34.0,15.0,15.0,4.0,0.0
,Red Lake,0.0,0.0,0.0,0.0,0.0,16.0,5.0,11.0,0.0,0.0
,Redwood,8.0,0.0,3.0,0.0,5.0,61.0,16.0,37.0,8.0,0.0
,Renville,6.0,0.0,1.0,0.0,5.0,84.0,24.0,48.0,12.0,0.0
,Rice,14.0,0.0,5.0,1.0,8.0,120.0,32.0,81.0,7.0,0.0
,Rock,4.0,0.0,2.0,0.0,2.0,83.0,17.0,65.0,1.0,0.0
,Roseau,7.0,0.0,1.0,0.0,6.0,69.0,11.0,46.0,12.0,0.0
,Steele,10.0,0.0,3.0,0.0,7.0,65.0,27.0,32.0,6.0,0.0
,Stevens,3.0,0.0,1.0,0.0,2.0,29.0,17.0,11.0,1.0,0.0
,Swift,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Todd,9.0,0.0,6.0,0.0,3.0,180.0,56.0,113.0,11.0,4.0
,Traverse,2.0,0.0,0.0,1.0,1.0,24.0,6.0,16.0,2.0,0.0
,Wadena,3.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0
,Waseca,6.0,0.0,2.0,0.0,4.0,59.0,23.0,34.0,2.0,0.0
,Watonwan,2.0,0.0,1.0,0.0,1.0,45.0,21.0,22.0,2.0,0.0
,Wilkin,4.0,0.0,1.0,1.0,2.0,40.0,11.0,26.0,3.0,0.0
,Winona,11.0,0.0,4.0,0.0,7.0,72.0,16.0,43.0,13.0,0.0
,Yellow Medicine,5.0,0.0,1.0,0.0,4.0,42.0,15.0,26.0,1.0,0.0
MISSISSIPPI - Metropolitan Counties,DeSoto,28.0,5.0,6.0,4.0,13.0,402.0,201.0,172.0,29.0,0.0
,Hancock,32.0,2.0,0.0,5.0,25.0,581.0,115.0,408.0,58.0,1.0
,Harrison,41.0,2.0,5.0,10.0,24.0,901.0,237.0,547.0,117.0,6.0
,Hinds,83.0,2.0,5.0,11.0,65.0,389.0,155.0,175.0,59.0,0.0
,Jackson,138.0,2.0,32.0,18.0,86.0,1642.0,427.0,1042.0,173.0,10.0
,Lamar,70.0,0.0,7.0,0.0,63.0,712.0,238.0,464.0,10.0,0.0
,Madison7,,4.0,,3.0,19.0,254.0,83.0,142.0,29.0,1.0
,Marshall,0.0,0.0,0.0,0.0,0.0,140.0,2.0,121.0,17.0,2.0
,Rankin,48.0,2.0,5.0,7.0,34.0,457.0,97.0,341.0,19.0,5.0
,Tunica7,,4.0,,14.0,25.0,420.0,61.0,320.0,39.0,1.0
