id	university	collection	creatorName	resource - creators - creator - affiliation	creatorNameURI	resource - relatedIdentifiers - relatedIdentifier	resource - relatedIdentifiers - relatedIdentifier - relationType	rightsOA	resource - relatedIdentifiers - relatedIdentifier - relatedIdentifierType	otherDescription	abstract	resource - relatedIdentifiers - relatedIdentifier - resourceTypeGeneral	subject	rights	rightsURI	date	dateType	url	title	publisher	identifier	identifierType	resourceTypeGeneral	resourceType	publicationYear	resource - version	language	resource - contributors	resource - contributors - contributor	resource - contributors - contributor - contributorType	resource - contributors - contributor - contributorName	resource - contributors - contributor - givenName	resource - contributors - contributor - familyName	resource - contributors - contributor - affiliation	resource - contributors - contributor - nameIdentifier	resource - contributors - contributor - nameIdentifier - schemeURI	resource - contributors - contributor - nameIdentifier - nameIdentifierScheme
10.5281_zenodo.5645366	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Heeren; Lennart	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2022-code-ECC-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians/tree/v0.1	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2021-11-04	Issued	https://doi.org/10.5281/zenodo.5645366	"Code for paper ""Grid-Free Constraints for Parameter-Dependent Generalized Gramians via Full Block S-Procedure"""	Zenodo	10.5281/zenodo.5645366	DOI	Software	Software	2021	v0.1											
						10.5281/zenodo.5645365	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.6472862	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Lennart Heeren			https://github.com/TUHH-ICS/2022-code-ECC-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians/tree/v1.0	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2022-04-20	Issued	https://doi.org/10.5281/zenodo.6472862	"TUHH-ICS/2022-code-ECC-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians: Code for paper ""Grid-Free Constraints for Parameter-Dependent Generalized Gramians via Full Block S-Procedure"""	Zenodo	10.5281/zenodo.6472862	DOI	Software	Software	2022	v1.0											
						10.5281/zenodo.5645365	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6782381	Technische Universität Hamburg	Forschungsdaten TU Hamburg	1kastner	TUHH		https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-2022-06-28	IsSupplementTo	Open Access	URL		Workshop am 28.06.2022 an der Graduiertenakademie der TU Hamburg			Open Access		2022-06-30	Issued	https://doi.org/10.5281/zenodo.6782381	1kastner/einfuehrung-in-jupyter-notebooks: v-2022-06-28	Zenodo	10.5281/zenodo.6782381	DOI	Software	Software	2022	workshop-2022-06-28											
						10.5281/zenodo.4607348	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Alex Povel																																		
10.5281_zenodo.4607349	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Marvin Kastner	TUHH	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-20210316	IsSupplementTo	Open Access	URL		Workshop at March 16th 2021		Jupyter Notebook	Open Access		2021-03-16	Issued	https://doi.org/10.5281/zenodo.4607349	1kastner/einfuehrung-in-jupyter-notebooks:	Zenodo	10.5281/zenodo.4607349	DOI	Software	Software	2021	workshop-20210316	de										
						10.5281/zenodo.4607348	IsVersionOf		DOI				JupyterLab																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Workshop																								
													Literate Programming																								
10.5281_zenodo.4608448	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kastner, Marvin	TUHH	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-20210316-fixed	IsSupplementTo	Open Access	URL		Some participants didn't have git installed on their machines so that it has been added to the environment		Jupyter Notebook	Open Access		2021-03-16	Issued	https://doi.org/10.5281/zenodo.4608448	1kastner/einfuehrung-in-jupyter-notebooks: Workshop at March 16th 2021 - improved environment	Zenodo	10.5281/zenodo.4608448	DOI	Software	Software	2021	workshop-20210316-fixed	de										
						10.5281/zenodo.4607348	IsVersionOf		DOI				JupyterLab																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Literate Programming																								
10.5281_zenodo.6840534	Technische Universität Hamburg	Forschungsdaten TU Hamburg	addat10			https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0.0	IsSupplementTo	Open Access	URL		Release for initial submission to TAC			Open Access		2022-07-15	Issued	https://doi.org/10.5281/zenodo.6840534	TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra: Release for initial submission to TAC	Zenodo	10.5281/zenodo.6840534	DOI	Software	Software	2022	v1.0.0											
						10.5281/zenodo.6672084	IsVersionOf		DOI																												
			quadroICS			https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6672085	Technische Universität Hamburg	Forschungsdaten TU Hamburg	addat10			https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0	IsSupplementTo	Open Access	URL		This is the version of code corresponding to the paper submitted for review.			Open Access		2022-06-20	Issued	https://doi.org/10.5281/zenodo.6672085	TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra: Release for Paper Review	Zenodo	10.5281/zenodo.6672085	DOI	Software	Software	2022	v1.0											
						10.5281/zenodo.6672084	IsVersionOf		DOI																												
			quadroICS			https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6672230	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Datar	Adwait	https://orcid.org/0000-0002-4085-9675	https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0	IsSupplementTo	Open Access	URL		This is the version of the code corresponding the paper submitted for review		source-seeking␟ robust control␟ cooperative control	Open Access		2022-06-20	Issued	https://doi.org/10.5281/zenodo.6672230	Code for the paper on Robust Performance Analysis of Source-seeking Dynamics with Integral Quadratic Constraints	Zenodo	10.5281/zenodo.6672230	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.6672084	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Hespe	Christian	https://orcid.org/0000-0001-5772-9044																																
			Werner	Herbert	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.6759553	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Datar, Adwait		https://orcid.org/0000-0002-4085-9675	https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.1	IsSupplementTo	Open Access	URL		This is the version of the code corresponding the paper submitted (first submission) for review.		Robust control␟ cooperative control␟ LMIs␟ optimization␟ LPV systems␟ source-seeking	Open Access		2022-06-27	Issued	https://doi.org/10.5281/zenodo.6759553	Code for the paper on Robust Performance Analysis of Source-seeking Dynamics with Integral Quadratic Constraints: Initial submission	Zenodo	10.5281/zenodo.6759553	DOI	Software	Software	2022	v1.1	en										
						10.5281/zenodo.6672084	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Hepse, Christian		https://orcid.org/0000-0001-5772-9044																																
			Werner, Herbert		https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7034465	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-TCNS-Decomposition-Approach-to-Multi-Agent-Systems-with-Bernoulli-Packet-Loss/tree/v1.1	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss"" as submitted after revision."	Software	multi-agent systems	Open Access		2022-08-30	Issued	https://doi.org/10.5281/zenodo.7034465	Code for Paper: Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss	Zenodo	10.5281/zenodo.7034465	DOI	Software	Software	2022	v1.1											
						10.5281/zenodo.5997060	IsVersionOf		DOI				linear matrix inequalities																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				stochastic packet loss																								
													formation control																								
													consensus																								
			Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-1186-888X																																
			Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-4085-9675																																
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
			Tang, Yang	East China University of Science and Technology	https://orcid.org/0000-0002-2750-8029																																
10.5281_zenodo.5997061	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-TCNS-Decomposition-Approach-to-Multi-Agent-Systems-with-Bernoulli-Packet-Loss/tree/v1.0	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss"" as submitted for the initial review."	Software	multi-agent systems	Open Access		2022-02-07	Issued	https://doi.org/10.5281/zenodo.5997061	Code for Paper: Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss	Zenodo	10.5281/zenodo.5997061	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.5997060	IsVersionOf		DOI				linear matrix inequalities																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				stochastic packet loss																								
													formation control																								
													consensus																								
			Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-1186-888X																																
			Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-4085-9675																																
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
			Tang, Yang	East China University of Science and Technology	https://orcid.org/0000-0002-2750-8029																																
10.5281_zenodo.6402300	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus/tree/v1.0	IsSupplementTo	Open Access	URL		"This repository contains an implementation of the algorithms and simulations described in Prima Aditya and Herbert Werner, ""A Distributed Linear Quadratic Discrete-Time Game Approach to Multi-Agent Consensus"" submitted for CDC 2022"		discrete-time games␟ LQR␟ Nash equilibrium	Abstyles License		2022-03-31	Issued	https://doi.org/10.5281/zenodo.6402300	"Code for the paper ""A Distributed Linear Quadratic Discrete-Time Game Approach to Multi-Agent Consensus"	Zenodo	10.5281/zenodo.6402300	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.6402299	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7080125	Technische Universität Hamburg	Forschungsdaten TU Hamburg	primditya			https://github.com/TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus/tree/v1.0	IsSupplementTo	Open Access	URL		This repository is for the Code for A Distributed LQDTG to MAS Consensus submitted to CDC 2022			Open Access		2022-09-14	Issued	https://doi.org/10.5281/zenodo.7080125	TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus: Code for A Distributed LQDTG to MAS Consensus	Zenodo	10.5281/zenodo.7080125	DOI	Software	Software	2022	v1.0											
						10.5281/zenodo.6402299	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6372422	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-CDC-Controller-Synthesis-for-Multi-Agent-Systems-with-Stochastic-Packet-Loss/tree/v1.0	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss"" as submitted for the initial review."	Software	multi-agent systems	Open Access		2022-03-21	Issued	https://doi.org/10.5281/zenodo.6372422	Code for Paper: Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.6372422	DOI	Software	Software	2022	v1.0											
						10.5281/zenodo.6372421	IsVersionOf		DOI				Monte-Carlo techniques																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				packet loss																								
													controller synthesis																								
													signal-to-interference-plus-noise ratio																								
			Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-4085-9675																																
			Schneider, Daniel	University of Koblenz-Landau - Institute  for Computer Science	https://orcid.org/0000-0002-6227-5777																																
			Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-1186-888X																																
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
			Frey, Hannes	University of Koblenz-Landau - Institute  for Computer Science																																	
10.5281_zenodo.5849323	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Marvin Kastner	TUHH	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v0.0.1a	IsSupplementTo	Open Access	URL		This is the pre-release v0.0.1a with limited functionality. The work is still ongoing.		Container Terminal	MIT License		2022-01-14	Issued	https://doi.org/10.5281/zenodo.5849323	ConFlowGen: v0.0.1a	Zenodo	10.5281/zenodo.5849323	DOI	Software	Software	2022	v0.0.1a	en										
						10.5281/zenodo.5849322	IsVersionOf		DOI				Synthetic Data																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Container Yard																								
													Generated Data																								
			Ole Grasse	TUHH	https://orcid.org/0000-0003-1982-9436								Python																								
10.5281_zenodo.7144627	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v2.0.1	IsSupplementTo	Open Access	URL		A generator for synthetic container flows at maritime container terminals with a focus on yard operations		logistics	MIT License		2022-10-04	Issued	https://doi.org/10.5281/zenodo.7144627	ConFlowGen	Zenodo	10.5281/zenodo.7144627	DOI	Software	Software	2022	2.0.1											
						10.5281/zenodo.5849322	IsVersionOf		DOI				synthetic data																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				maritime																								
													sea container																								
													container terminal																								
			Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0003-1982-9436																																
10.5281_zenodo.6280381	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.2	IsSupplementTo	Open Access	URL		Enrich metadata of the software		logistics	MIT License		2022-02-25	Issued	https://doi.org/10.5281/zenodo.6280381	ConFlowGen	Zenodo	10.5281/zenodo.6280381	DOI	Software	Software	2022	1.0.2	en										
						10.5281/zenodo.5849322	IsVersionOf		DOI				synthetic data																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				maritime																								
													sea container																								
													container terminal																								
			Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0003-1982-9436																																
10.5281_zenodo.6245523	Technische Universität Hamburg	Forschungsdaten TU Hamburg	1kastner	TUHH		https://github.com/1kastner/conflowgen/tree/v1.0.1	IsSupplementTo	Open Access	URL		Make it possible to import the unit test helper functions when packing the conda package. Thus, the tests packed in the PyPI package can be run without a full-fledged dev installation.			Open Access		2022-02-23	Issued	https://doi.org/10.5281/zenodo.6245523	1kastner/conflowgen: v1.0.1	Zenodo	10.5281/zenodo.6245523	DOI	Software	Software	2022	v1.0.1											
						10.5281/zenodo.5849322	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			1grasse																																		
			ram24prasath																																		
			bbargstaedt																																		
10.5281_zenodo.6221607	Technische Universität Hamburg	Forschungsdaten TU Hamburg	1kastner	TUHH		https://github.com/1kastner/conflowgen/tree/v1.0.0	IsSupplementTo	Open Access	URL		After 8 months of part-time development, ConFlowGen has grown out of its baby shoes. With the version 1.0.0, the API will stay stable in the sense of https://semver.org, with many new features in the pipeline!			Open Access		2022-02-22	Issued	https://doi.org/10.5281/zenodo.6221607	1kastner/conflowgen: v1.0.0	Zenodo	10.5281/zenodo.6221607	DOI	Software	Software	2022	v1.0.0											
						10.5281/zenodo.5849322	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			1grasse																																		
			ram24prasath																																		
			bbargstaedt																																		
10.5281_zenodo.7078771	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.4	IsSupplementTo	Open Access	URL		A generator for synthetic container flows at maritime container terminals with a focus is on yard operations		logistics	MIT License		2022-09-14	Issued	https://doi.org/10.5281/zenodo.7078771	ConFlowGen	Zenodo	10.5281/zenodo.7078771	DOI	Software	Software	2022	1.0.4											
						10.5281/zenodo.5849322	IsVersionOf		DOI				synthetic data																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				maritime																								
													sea container																								
													container terminal																								
			Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0003-1982-9436																																
10.5281_zenodo.6447686	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.3	IsSupplementTo	Open Access	URL		What's Changed Support Excel by default by @1kastner in https://github.com/1kastner/conflowgen/pull/118 Full Changelog: https://github.com/1kastner/conflowgen/compare/v1.0.2...v1.0.3 Synchronized with conda recipe, see https://github.com/mls-tuhh/staged-recipes/blob/main/recipes/conflowgen/meta.yaml for reference		logistics	MIT License		2022-04-11	Issued	https://doi.org/10.5281/zenodo.6447686	ConFlowGen	Zenodo	10.5281/zenodo.6447686	DOI	Software	Software	2022	1.0.3											
						10.5281/zenodo.5849322	IsVersionOf		DOI				synthetic data																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				maritime																								
													sea container																								
													container terminal																								
			Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	https://orcid.org/0000-0003-1982-9436																																
10.5281_zenodo.5196696	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Fabian Gabel			https://github.com/eltenedor/simulation_aperiodSchr/tree/v.1.0.0	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2021-08-13	Issued	https://doi.org/10.5281/zenodo.5196696	eltenedor/simulation_aperiodSchr:	Zenodo	10.5281/zenodo.5196696	DOI	Software	Software	2021	v.1.0.0											
						10.5281/zenodo.5196575	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.5201653	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Fabian Gabel	TUHH	https://orcid.org/0000-0002-8053-0284	https://github.com/eltenedor/simulation_aperiodSchr/tree/v1.1.1	IsSupplementTo	Open Access	URL		"Simulation code and supplementary material for the article ""Finite Section Method for Aperiodic Schrödinger Operators"". arXiv-Preprint: https://arxiv.org/abs/2104.00711"		finite section method	MIT License		2021-08-14	Issued	https://doi.org/10.5281/zenodo.5201653	Spectral Analysis Code for Aperiodic Schrödinger Operators	Zenodo	10.5281/zenodo.5201653	DOI	Software	Software	2021	v1.1.1											
						10.5281/zenodo.5196575	IsVersionOf		DOI				limit operators																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Jacobi operators																								
			Dennis Gallaun	TUHH																																	
			Julian Großmann	TUHH	https://orcid.org/0000-0003-2953-7701																																
			Marko Lindner	TUHH	https://orcid.org/0000-0001-8483-2944																																
			Riko Ukena	TUHH																																	
10.5281_zenodo.7657268	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Fabian Gabel	TUHH	https://orcid.org/0000-0002-8053-0284	https://github.com/fabiangabel/simulation_aperiodSchr/tree/v3.0.0	IsSupplementTo	Open Access	URL		Analysis code for the preprint Finite section method for aperiodic Schrödinger operators arXiv V3 See the README.md for details on the routines. Added newer routines for lower norms and periodic approximation plots.			MIT License		2023-02-20	Issued	https://doi.org/10.5281/zenodo.7657268	fabiangabel/simulation_aperiodSchr: v.3	Zenodo	10.5281/zenodo.7657268	DOI	Software	Software	2023	v3.0.0											
						10.5281/zenodo.5196575	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Dennis Gallaun	TUHH	https://orcid.org/0000-0003-2307-8137																																
			Julian Großmann	TUHH	https://orcid.org/0000-0003-2953-7701																																
			Marko Lindner	TUHH	https://orcid.org/0000-0001-8483-2944																																
			Riko Ukena	TUHH	https://orcid.org/0000-0001-6078-2954																																
10.5281_zenodo.5196576	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Fabian Gabel	TUHH	https://orcid.org/0000-0002-8053-0284	https://github.com/eltenedor/simulation_aperiodSchr/tree/v1.0.0	IsSupplementTo	Open Access	URL		"Stable code for checking lower norms, and reproducing band and point spectra. Supplementary material to ""Finite section method for aperiodic Schrödinger operators"" https://arxiv.org/abs/2104.00711"		finite section method	Open Access		2021-08-13	Issued	https://doi.org/10.5281/zenodo.5196576	Spectral Analysis Code for Aperiodic Schrödinger Operators	Zenodo	10.5281/zenodo.5196576	DOI	Software	Software	2021	v1.0.0											
						10.5281/zenodo.5196575	IsVersionOf		DOI				limit operators																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Jacobi operators																								
			Dennis Gallaun	TUHH																																	
			Julian Großmann	TUHH	https://orcid.org/0000-0003-2953-7701																																
			Marko Lindner	TUHH	https://orcid.org/0000-0001-8483-2944																																
			Riko Ukena	TUHH																																	
10.5281_zenodo.7788917	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Werner, Herbert	Hamburg University of Technology-Institute of Control Systems	https://orcid.org/0000-0003-3456-5539	https://github.com/TUHH-ICS/2023-code-CDC-Closed-Loop-Concave-Configuration-and-CQR/tree/v1.0	IsSupplementTo	Open Access	URL		Codes for the paper 'Closed-loop concave configurations and concave quadratic regulator' submitted to CDC 2023		Closed-loop concave configuration	Open Access		2023-03-31	Issued	https://doi.org/10.5281/zenodo.7788917	Codes for paper: Closed-loop concave configurations and concave quadratic regulator	Zenodo	10.5281/zenodo.7788917	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7788916	IsVersionOf		DOI				concave quadratic regulator																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				nonlinear feedback control																								
10.5281_zenodo.7702186	Technische Universität Hamburg	Forschungsdaten TU Hamburg	PhilippHastedt			https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.1	IsSupplementTo	Open Access	URL		"Code for the final submission of ACC 2023 paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"""			Open Access		2023-03-06	Issued	https://doi.org/10.5281/zenodo.7702186	TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti: release for final submission	Zenodo	10.5281/zenodo.7702186	DOI	Software	Software	2023	v1.1											
						10.5281/zenodo.7139903	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.7520684	Technische Universität Hamburg	Forschungsdaten TU Hamburg	PhilippHastedt			https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.0	IsSupplementTo	Open Access	URL		"Code for the Paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"" by P. Hastedt and H. Werner"			Open Access		2023-01-10	Issued	https://doi.org/10.5281/zenodo.7520684	"TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti: Code for Paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"""	Zenodo	10.5281/zenodo.7520684	DOI	Software	Software	2023	v1.0											
						10.5281/zenodo.7139903	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.7139904	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hastedt, Philipp	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3552-2469	https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.0	IsSupplementTo	Open Access	URL		"Code and data to reproduce the results in the paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"" by P. Hastedt and H. Werner."		Distributed Model Predictive Control; Multi-Agent Systems; Flocking	Open Access		2022-10-03	Issued	https://doi.org/10.5281/zenodo.7139904	Code for Paper: Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces	Zenodo	10.5281/zenodo.7139904	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.7139903	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7362591	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-ECC-A-Distributed-LQDTG-Approach-to-Formation-Control-with-Collision-Avoidance/tree/v1.0	IsSupplementTo	Open Access	URL		"This is the code for ECC 2023 submission: ""A Distributed Linear Quadratic Discrete-Time Game Approach to Formation Control with Collision Avoidance"" by Prima Aditya and Herbert Werner"		game theory	GNU General Public License v1.0 or later		2022-11-25	Issued	https://doi.org/10.5281/zenodo.7362591	"Code for ECC 2023 ""A Distributed LQDTG Approach to Formation Control with Collision Avoidance"""	Zenodo	10.5281/zenodo.7362591	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.7362590	IsVersionOf		DOI				formation control																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				collision avoidance																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
