id	resource - creators - creator - creatorName	resource - creators - creator - affiliation	resource - creators - creator - nameIdentifier	resource - relatedIdentifiers - relatedIdentifier	resource - relatedIdentifiers - relatedIdentifier - relationType	resource - relatedIdentifiers - relatedIdentifier - relatedIdentifierType	resource - relatedIdentifiers - relatedIdentifier - resourceTypeGeneral	resource - subjects - subject	resource - rightsList - rights	resource - rightsList - rights - rightsURI	resource - descriptions - description	resource - descriptions - description - descriptionType	resource - dates - date	resource - dates - date - dateType	resource - titles - title	resource - publisher	resource - identifier	resource - identifier - identifierType	resource - resourceType - resourceTypeGeneral	resource - resourceType	resource - publicationYear	resource - version	resource - language	resource - contributors	resource - contributors - contributor	resource - contributors - contributor - contributorType	resource - contributors - contributor - contributorName	resource - contributors - contributor - givenName	resource - contributors - contributor - familyName	resource - contributors - contributor - affiliation	resource - contributors - contributor - nameIdentifier	resource - contributors - contributor - nameIdentifier - schemeURI	resource - contributors - contributor - nameIdentifier - nameIdentifierScheme
10.5281_zenodo.6472862	Lennart Heeren			https://github.com/TUHH-ICS/2022-code-ECC-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians/tree/v1.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	No description provided.	Abstract	2022-04-20	Issued	"TUHH-ICS/2022-code-ECC-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians: Code for paper ""Grid-Free Constraints for Parameter-Dependent Generalized Gramians via Full Block S-Procedure"""	Zenodo	10.5281/zenodo.6472862	DOI	Software		2022	v1.0											
				10.5281/zenodo.5645365	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.6782381	1kastner	TUHH		https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-2022-06-28	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	<p>Workshop am 28.06.2022 an der Graduiertenakademie der TU Hamburg</p>	Abstract	2022-06-30	Issued	1kastner/einfuehrung-in-jupyter-notebooks: v-2022-06-28	Zenodo	10.5281/zenodo.6782381	DOI	Software		2022	workshop-2022-06-28											
				10.5281/zenodo.4607348	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Alex Povel																																
10.5281_zenodo.4607349	Marvin Kastner	TUHH	0000-0001-8289-2943	https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-20210316	IsSupplementTo	URL		Jupyter Notebook	Open Access	info:eu-repo/semantics/openAccess	<p>Workshop at March 16th 2021</p>	Abstract	2021-03-16	Issued	1kastner/einfuehrung-in-jupyter-notebooks:	Zenodo	10.5281/zenodo.4607349	DOI	Software		2021	workshop-20210316	de										
				10.5281/zenodo.4607348	IsVersionOf	DOI		JupyterLab																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		Workshop																									
								Literate Programming																									
10.5281_zenodo.4608448	Kastner, Marvin	TUHH	0000-0001-8289-2943	https://github.com/1kastner/einfuehrung-in-jupyter-notebooks/tree/workshop-20210316-fixed	IsSupplementTo	URL		Jupyter Notebook	Open Access	info:eu-repo/semantics/openAccess	<p>Some participants didn&#39;t have git installed on their machines so that it has been added to the environment</p>	Abstract	2021-03-16	Issued	1kastner/einfuehrung-in-jupyter-notebooks: Workshop at March 16th 2021 - improved environment	Zenodo	10.5281/zenodo.4608448	DOI	Software		2021	workshop-20210316-fixed	de										
				10.5281/zenodo.4607348	IsVersionOf	DOI		JupyterLab																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		Literate Programming																									
10.5281_zenodo.6840534	addat10			https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	<p>Release for initial submission to TAC</p>	Abstract	2022-07-15	Issued	TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra: Release for initial submission to TAC	Zenodo	10.5281/zenodo.6840534	DOI	Software		2022	v1.0.0											
				10.5281/zenodo.6672084	IsVersionOf	DOI																											
	quadroICS			https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.6672085	addat10			https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	<p>This is the version of code corresponding to the paper submitted for review.</p>	Abstract	2022-06-20	Issued	TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra: Release for Paper Review	Zenodo	10.5281/zenodo.6672085	DOI	Software		2022	v1.0											
				10.5281/zenodo.6672084	IsVersionOf	DOI																											
	quadroICS			https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.6672230	Datar	Adwait	0000-0002-4085-9675	https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.0	IsSupplementTo	URL		source-seeking, robust control, cooperative control	Open Access	info:eu-repo/semantics/openAccess	<p>This is the version of the code corresponding the paper submitted for review</p>	Abstract	2022-06-20	Issued	Code for the paper on Robust Performance Analysis of Source-seeking Dynamics with Integral Quadratic Constraints	Zenodo	10.5281/zenodo.6672230	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.6672084	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Hespe	Christian	0000-0001-5772-9044																														
	Werner	Herbert	0000-0003-3456-5539																														
10.5281_zenodo.6759553	Datar, Adwait		0000-0002-4085-9675	https://github.com/TUHH-ICS/2022-code-TAC-Robust-Performance-Analysis-of-Source-seeking-Dynamics-with-Integral-Quadratic-Constra/tree/v1.1	IsSupplementTo	URL		Robust control, cooperative control, LMIs, optimization, LPV systems, source-seeking	Open Access	info:eu-repo/semantics/openAccess	<p>This is the version of the code corresponding the paper submitted (first submission) for review.</p>	Abstract	2022-06-27	Issued	Code for the paper on Robust Performance Analysis of Source-seeking Dynamics with Integral Quadratic Constraints: Initial submission	Zenodo	10.5281/zenodo.6759553	DOI	Software		2022	v1.1	en										
				10.5281/zenodo.6672084	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Hepse, Christian		0000-0001-5772-9044																														
	Werner, Herbert		0000-0003-3456-5539																														
10.5281_zenodo.7034465	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-TCNS-Decomposition-Approach-to-Multi-Agent-Systems-with-Bernoulli-Packet-Loss/tree/v1.1	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss&quot; as submitted after revision.</p>	Abstract	2022-08-30	Issued	Code for Paper: Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss	Zenodo	10.5281/zenodo.7034465	DOI	Software		2022	v1.1											
				10.5281/zenodo.5997060	IsVersionOf	DOI		linear matrix inequalities																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		stochastic packet loss																									
								formation control																									
								consensus																									
	Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	0000-0002-1186-888X																														
	Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	0000-0002-4085-9675																														
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
	Tang, Yang	East China University of Science and Technology	0000-0002-2750-8029																														
10.5281_zenodo.5997061	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-TCNS-Decomposition-Approach-to-Multi-Agent-Systems-with-Bernoulli-Packet-Loss/tree/v1.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss&quot; as submitted for the initial review.</p>	Abstract	2022-02-07	Issued	Code for Paper: Decomposition Approach to Multi-Agent Systems with Bernoulli Packet Loss	Zenodo	10.5281/zenodo.5997061	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.5997060	IsVersionOf	DOI		linear matrix inequalities																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		stochastic packet loss																									
								formation control																									
								consensus																									
	Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	0000-0002-1186-888X																														
	Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	0000-0002-4085-9675																														
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
	Tang, Yang	East China University of Science and Technology	0000-0002-2750-8029																														
10.5281_zenodo.6402300	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus/tree/v1.0	IsSupplementTo	URL		discrete-time games, LQR, Nash equilibrium	Abstyles License	https://fedoraproject.org/wiki/Licensing/Abstyles	<p>This repository contains an implementation of the algorithms and simulations described in Prima Aditya and Herbert Werner, &quot;A Distributed Linear Quadratic Discrete-Time Game Approach to Multi-Agent Consensus&quot; submitted for CDC 2022</p>	Abstract	2022-03-31	Issued	"Code for the paper ""A Distributed Linear Quadratic Discrete-Time Game Approach to Multi-Agent Consensus"	Zenodo	10.5281/zenodo.6402300	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.6402299	IsVersionOf	DOI			Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7080125	primditya			https://github.com/TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus/tree/v1.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	<p>This repository is for the Code for A Distributed LQDTG to MAS Consensus submitted to CDC 2022</p>	Abstract	2022-09-14	Issued	TUHH-ICS/2022-code-CDC-A-Distributed-Linear-Quadratic-Discrete-Time-Game-Approach-to-Multi-Agent-Consensus: Code for A Distributed LQDTG to MAS Consensus	Zenodo	10.5281/zenodo.7080125	DOI	Software		2022	v1.0											
				10.5281/zenodo.6402299	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.6372422	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2022-code-CDC-Controller-Synthesis-for-Multi-Agent-Systems-with-Stochastic-Packet-Loss/tree/v1.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss&quot; as submitted for the initial review.</p>	Abstract	2022-03-21	Issued	Code for Paper: Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.6372422	DOI	Software		2022	v1.0											
				10.5281/zenodo.6372421	IsVersionOf	DOI		Monte-Carlo techniques																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		packet loss																									
								controller synthesis																									
								signal-to-interference-plus-noise ratio																									
	Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	0000-0002-4085-9675																														
	Schneider, Daniel	University of Koblenz-Landau - Institute  for Computer Science	0000-0002-6227-5777																														
	Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	0000-0002-1186-888X																														
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
	Frey, Hannes	University of Koblenz-Landau - Institute  for Computer Science																															
10.5281_zenodo.5849323	Marvin Kastner	TUHH	0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v0.0.1a	IsSupplementTo	URL		Container Terminal	MIT License	https://opensource.org/licenses/MIT	<p>This is the pre-release v0.0.1a with limited functionality. The work is still ongoing.</p>	Abstract	2022-01-14	Issued	ConFlowGen: v0.0.1a	Zenodo	10.5281/zenodo.5849323	DOI	Software		2022	v0.0.1a	en										
				10.5281/zenodo.5849322	IsVersionOf	DOI		Synthetic Data	Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL		Container Yard																									
								Generated Data																									
	Ole Grasse	TUHH	0000-0003-1982-9436					Python																									
10.5281_zenodo.7144627	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v2.0.1	IsSupplementTo	URL		logistics	MIT License	https://opensource.org/licenses/MIT	<p>A generator for synthetic container flows at maritime container terminals with a focus on yard operations</p>	Abstract	2022-10-04	Issued	ConFlowGen	Zenodo	10.5281/zenodo.7144627	DOI	Software		2022	2.0.1											
				10.5281/zenodo.5849322	IsVersionOf	DOI		synthetic data	Open Access	info:eu-repo/semantics/openAccess	Please cite this software using the metadata from 'preferred-citation'.	Other																					
				https://zenodo.org/communities/tuhh	IsPartOf	URL		maritime																									
								sea container																									
								container terminal																									
	Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0003-1982-9436																														
10.5281_zenodo.6280381	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.2	IsSupplementTo	URL		logistics	MIT License	https://opensource.org/licenses/MIT	<p>Enrich metadata of the software</p>	Abstract	2022-02-25	Issued	ConFlowGen	Zenodo	10.5281/zenodo.6280381	DOI	Software		2022	1.0.2	en										
				10.5281/zenodo.5849322	IsVersionOf	DOI		synthetic data	Open Access	info:eu-repo/semantics/openAccess	Please cite this software using the metadata from 'preferred-citation'.	Other																					
				https://zenodo.org/communities/tuhh	IsPartOf	URL		maritime																									
								sea container																									
								container terminal																									
	Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0003-1982-9436																														
10.5281_zenodo.6245523	1kastner	TUHH		https://github.com/1kastner/conflowgen/tree/v1.0.1	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	<p>Make it possible to import the unit test helper functions when packing the conda package. Thus, the tests packed in the PyPI package can be run without a full-fledged dev installation.</p>	Abstract	2022-02-23	Issued	1kastner/conflowgen: v1.0.1	Zenodo	10.5281/zenodo.6245523	DOI	Software		2022	v1.0.1											
				10.5281/zenodo.5849322	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	1grasse																																
	ram24prasath																																
	bbargstaedt																																
10.5281_zenodo.6221607	1kastner	TUHH		https://github.com/1kastner/conflowgen/tree/v1.0.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	"<p>After 8 months of part-time development, ConFlowGen has grown out of its baby shoes. With the version 1.0.0, the API will stay stable in the sense of <a href=""https://semver.org"">https://semver.org</a>, with many new features in the pipeline!</p>"	Abstract	2022-02-22	Issued	1kastner/conflowgen: v1.0.0	Zenodo	10.5281/zenodo.6221607	DOI	Software		2022	v1.0.0											
				10.5281/zenodo.5849322	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	1grasse																																
	ram24prasath																																
	bbargstaedt																																
10.5281_zenodo.7078771	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.4	IsSupplementTo	URL		logistics	MIT License	https://opensource.org/licenses/MIT	<p>A generator for synthetic container flows at maritime container terminals with a focus is on yard operations</p>	Abstract	2022-09-14	Issued	ConFlowGen	Zenodo	10.5281/zenodo.7078771	DOI	Software		2022	1.0.4											
				10.5281/zenodo.5849322	IsVersionOf	DOI		synthetic data	Open Access	info:eu-repo/semantics/openAccess	Please cite this software using the metadata from 'preferred-citation'.	Other																					
				https://zenodo.org/communities/tuhh	IsPartOf	URL		maritime																									
								sea container																									
								container terminal																									
	Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0003-1982-9436																														
10.5281_zenodo.6447686	Kastner, Marvin	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0001-8289-2943	https://github.com/1kastner/conflowgen/tree/v1.0.3	IsSupplementTo	URL		logistics	MIT License	https://opensource.org/licenses/MIT	"What's Changed
<p>Support Excel by default by @1kastner in <a href=""https://github.com/1kastner/conflowgen/pull/118"">https://github.com/1kastner/conflowgen/pull/118</a>
<strong>Full Changelog</strong>: <a href=""https://github.com/1kastner/conflowgen/compare/v1.0.2...v1.0.3"">https://github.com/1kastner/conflowgen/compare/v1.0.2...v1.0.3</a></p>
<p>Synchronized with conda recipe, see <a href=""https://github.com/mls-tuhh/staged-recipes/blob/main/recipes/conflowgen/meta.yaml"">https://github.com/mls-tuhh/staged-recipes/blob/main/recipes/conflowgen/meta.yaml</a> for reference</p>"	Abstract	2022-04-11	Issued	ConFlowGen	Zenodo	10.5281/zenodo.6447686	DOI	Software		2022	1.0.3											
				10.5281/zenodo.5849322	IsVersionOf	DOI		synthetic data	Open Access	info:eu-repo/semantics/openAccess	Please cite this software using the metadata from 'preferred-citation'.	Other																					
				https://zenodo.org/communities/tuhh	IsPartOf	URL		maritime																									
								sea container																									
								container terminal																									
	Grasse, Ole	Hamburg University of Technology (TUHH), Institute of Maritime Logistics	0000-0003-1982-9436																														
10.5281_zenodo.5196696	Fabian Gabel			https://github.com/eltenedor/simulation_aperiodSchr/tree/v.1.0.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	No description provided.	Abstract	2021-08-13	Issued	eltenedor/simulation_aperiodSchr:	Zenodo	10.5281/zenodo.5196696	DOI	Software		2021	v.1.0.0											
				10.5281/zenodo.5196575	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.5201653	Fabian Gabel	TUHH	0000-0002-8053-0284	https://github.com/eltenedor/simulation_aperiodSchr/tree/v1.1.1	IsSupplementTo	URL		finite section method	MIT License	https://opensource.org/licenses/MIT	"<p>Simulation code and supplementary material for the article &quot;Finite Section Method for Aperiodic Schr&ouml;dinger Operators&quot;.</p>

<p>arXiv-Preprint: https://arxiv.org/abs/2104.00711</p>"	Abstract	2021-08-14	Issued	Spectral Analysis Code for Aperiodic Schrödinger Operators	Zenodo	10.5281/zenodo.5201653	DOI	Software		2021	v1.1.1											
				10.5281/zenodo.5196575	IsVersionOf	DOI		limit operators	Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL		Jacobi operators																									
	Dennis Gallaun	TUHH																															
	Julian Großmann	TUHH	0000-0003-2953-7701																														
	Marko Lindner	TUHH	0000-0001-8483-2944																														
	Riko Ukena	TUHH																															
10.5281_zenodo.7657268	Fabian Gabel	TUHH	0000-0002-8053-0284	https://github.com/fabiangabel/simulation_aperiodSchr/tree/v3.0.0	IsSupplementTo	URL			MIT License	https://opensource.org/licenses/MIT	"<p>Analysis code for the preprint&nbsp;<a href=""https://collaborating.tuhh.de/cfg0846/simulation_aperiodschr/-/releases/v3.0.0"">Finite section method for aperiodic Schr&ouml;dinger operators arXiv V3</a></p>

<p>See the README.md for details on the routines.</p>

<p>Added newer routines for lower norms and periodic approximation plots.</p>"	Abstract	2023-02-20	Issued	fabiangabel/simulation_aperiodSchr: v.3	Zenodo	10.5281/zenodo.7657268	DOI	Software		2023	v3.0.0											
				10.5281/zenodo.5196575	IsVersionOf	DOI			Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Dennis Gallaun	TUHH	0000-0003-2307-8137																														
	Julian Großmann	TUHH	0000-0003-2953-7701																														
	Marko Lindner	TUHH	0000-0001-8483-2944																														
	Riko Ukena	TUHH	0000-0001-6078-2954																														
10.5281_zenodo.5196576	Fabian Gabel	TUHH	0000-0002-8053-0284	https://github.com/eltenedor/simulation_aperiodSchr/tree/v1.0.0	IsSupplementTo	URL		finite section method	Open Access	info:eu-repo/semantics/openAccess	"<p>Stable code for checking lower norms, and reproducing band and point spectra.</p>

<p>Supplementary material to &quot;Finite section method for aperiodic Schr&ouml;dinger operators&quot;</p>

<p>https://arxiv.org/abs/2104.00711</p>"	Abstract	2021-08-13	Issued	Spectral Analysis Code for Aperiodic Schrödinger Operators	Zenodo	10.5281/zenodo.5196576	DOI	Software		2021	v1.0.0											
				10.5281/zenodo.5196575	IsVersionOf	DOI		limit operators																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		Jacobi operators																									
	Dennis Gallaun	TUHH																															
	Julian Großmann	TUHH	0000-0003-2953-7701																														
	Marko Lindner	TUHH	0000-0001-8483-2944																														
	Riko Ukena	TUHH																															
10.5281_zenodo.7788917	Werner, Herbert	Hamburg University of Technology-Institute of Control Systems	0000-0003-3456-5539	https://github.com/TUHH-ICS/2023-code-CDC-Closed-Loop-Concave-Configuration-and-CQR/tree/v1.0	IsSupplementTo	URL		Closed-loop concave configuration	Open Access	info:eu-repo/semantics/openAccess	<p>Codes for the paper &#39;Closed-loop concave configurations and concave quadratic regulator&#39; submitted to CDC 2023</p>	Abstract	2023-03-31	Issued	Codes for paper: Closed-loop concave configurations and concave quadratic regulator	Zenodo	10.5281/zenodo.7788917	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7788916	IsVersionOf	DOI		concave quadratic regulator																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		nonlinear feedback control																									
10.5281_zenodo.7702186	PhilippHastedt			https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.1	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	"<p>Code for the final submission of ACC 2023 paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces""</p>"	Abstract	2023-03-06	Issued	TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti: release for final submission	Zenodo	10.5281/zenodo.7702186	DOI	Software		2023	v1.1											
				10.5281/zenodo.7139903	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.7520684	PhilippHastedt			https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	"Code for the Paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"" by P. Hastedt and H. Werner"	Abstract	2023-01-10	Issued	"TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti: Code for Paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"""	Zenodo	10.5281/zenodo.7520684	DOI	Software		2023	v1.0											
				10.5281/zenodo.7139903	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.7139904	Hastedt, Philipp	Hamburg University of Technology - Institute of Control Systems	0000-0003-3552-2469	https://github.com/TUHH-ICS/2023-code-ACC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.0	IsSupplementTo	URL		Distributed Model Predictive Control; Multi-Agent Systems; Flocking	Open Access	info:eu-repo/semantics/openAccess	<p>Code and data to reproduce the results in the paper &quot;Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces&quot; by P. Hastedt and H. Werner.</p>	Abstract	2022-10-03	Issued	Code for Paper: Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces	Zenodo	10.5281/zenodo.7139904	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.7139903	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7362591	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-ECC-A-Distributed-LQDTG-Approach-to-Formation-Control-with-Collision-Avoidance/tree/v1.0	IsSupplementTo	URL		game theory	GNU General Public License v1.0 or later	https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html	<p>This is the code for ECC 2023 submission: &quot;A Distributed Linear Quadratic Discrete-Time Game Approach to Formation Control with Collision Avoidance&quot; by Prima Aditya and Herbert Werner</p>	Abstract	2022-11-25	Issued	"Code for ECC 2023 ""A Distributed LQDTG Approach to Formation Control with Collision Avoidance"""	Zenodo	10.5281/zenodo.7362591	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.7362590	IsVersionOf	DOI		formation control	Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL		collision avoidance																									
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7787751	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-CDC-Analysing-Multi-Agent-Systems-with-Heterogeneous-Packet-Loss/tree/v1.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;A Scalable Approach for Analysing Multi-Agent Systems with Heterogeneous Stochastic Packet Loss&quot; as submitted for the initial review.</p>	Abstract	2023-03-31	Issued	Code for Paper: A Scalable Approach for Analysing Multi-Agent Systems with Heterogeneous Stochastic Packet Loss	Zenodo	10.5281/zenodo.7787751	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7787750	IsVersionOf	DOI		linear matrix inequalities																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		stochastic packet loss																									
								robust control																									
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7789655	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-CDC-A-Distributed-LQDTG-Approach-to-Formation-Control-with-Collision-Avoidance/tree/v1.0	IsSupplementTo	URL		game theory	Academic Free License v1.1	http://wayback.archive.org/web/20021004124254/http://www.opensource.org/licenses/academic.php	<p>Code for A Distributed LQDTG Approach to Formation Control with Collision Avoidance</p>	Abstract	2023-03-31	Issued	Code for paper: A Distributed LQDTG to Formation Control with Collision Avoidance	Zenodo	10.5281/zenodo.7789655	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7362590	IsVersionOf	DOI			Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
