ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
2016357661,ted.europa.eu/udl?uri=TED:NOTICE:357661-2016:TEXT:EN:HTML,2016,3,10-OCT-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72261000,72,,72263000---48800000,Y,4,1,17800.0,17800,17800,N,OPE,,0,L,100,,,N,1,7644252,1,,N,,UAB „Mokymosi instrumentai“,,Architektų g. 67-9,Vilnius,04217,LT,,1,Elektroninių mokymų sistema su diegimo ir techninio aptarnavimo paslaugomis,7,,,,,,17800,17800,N,06-SEP-16
2016357664,ted.europa.eu/udl?uri=TED:NOTICE:357664-2016:TEXT:EN:HTML,2016,3,10-OCT-16,R208.S2,0,0,,Kauno miesto savivaldybės administracija,188764867,Laisvės al. 96,Kaunas,44251,A2,LT,LT,,,3,,General public\services,N,,,S,LT002,N,,,,72211000,72,,,Y,4,1,12396.69,12396.69,12396.69,N,NOC,,0,L,100,,,N,1,7644255,1,,N,,Uždaroji akcinė bendrovė „NEVDA“,,Savanorių pr. 178,Vilniaus m.; 2009 Vilniaus m. sav.,03154,LT,,1,Socialinės paramos apskaitos sistemos „Parama“ e-paslaugos modulio „Renovacija“ modernizavimo paslaugų pirkimas,1,,,,,,12396.69,12396.69,N,14-SEP-16
2016357669,ted.europa.eu/udl?uri=TED:NOTICE:357669-2016:TEXT:EN:HTML,2016,3,11-OCT-16,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Valstybinio socialinio draudimo fondo valdyb,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72000000,72,,,Y,4,1,15000.0,15000,15000,N,OPE,,0,M,,Kaina---Vystymo sprendimų siūlymai,40---60,N,1,7644263,1,,N,,UAB „SOLO SYSTEMS“,,Gedimino pr. 28/2-709,Vilnius,01104,LT,,1,Interneto svetainės www.sodra.lt vystymo ir priežiūros paslaugų pirkimas,4,,,,,15000,15000,15000,N,05-SEP-16
2016359861,ted.europa.eu/udl?uri=TED:NOTICE:359861-2016:TEXT:EN:HTML,2016,3,12-OCT-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72261000,72,,,Y,4,1,6468.0,6468,6468,N,OPE,,0,L,100,,,N,1,7646625,1,,N,,Uždaroji akcinė bendrovė „BLUE BRIDGE“,,J. Jasinskio g. 16A,LT-03163 Vilnius,,LT,,1,PPograminės įrangos Microsoft Windows Enterprise techninio aptarnavimo naujumo pratęsimo paslaugos,1,,,,,,6468,6468,N,14-SEP-16
2016359865,ted.europa.eu/udl?uri=TED:NOTICE:359865-2016:TEXT:EN:HTML,2016,3,12-OCT-16,R208.S2,0,0,,Susisiekimo ministerija — Valstybinė kelių transporto inspekcija,188647255,Švitrigailos g. 42/31,Vilnius,03209,A1N,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72000000,72,,,Y,4,0,107107.44,107107.44,107107.44,N,OPE,,0,L,100,,,N,1,7646630,,,N,,Uždaroji akcinė bendrovė „Blue Bridge“,,J. Jasinskio g. 16A,LT-01112 Vilnius,03163,LT,,1,,2,,,,,,107107.44,107107.44,N,19-JUL-16
2016359873,ted.europa.eu/udl?uri=TED:NOTICE:359873-2016:TEXT:EN:HTML,2016,3,12-OCT-16,R208.S2,0,0,,Valsts kase,,Smilšu iela 1,Rīga,1919,A1,LV,LV,,,1,,Economical anf Financial Affairs,N,,,S,LV006,N,,,,72200000,72,,,Y,1,0,600000.0,600000,600000,N,OPE,,0,M,,,,N,1,7646647,,,N,,SIA “DIVI grupa”,,Avotu iela 40-33,Rīga,1009,LV,,1,,1,,,,,600000,600000,600000,Y,07-OCT-16
2016364235,ted.europa.eu/udl?uri=TED:NOTICE:364235-2016:TEXT:EN:HTML,2016,3,13-OCT-16,R208.S2,0,0,,Tiesu administrācija,,Antonijas iela 6,Rīga,1010,A1,LV,LV,,,1,,Other,N,,,S,LV006,N,,,,72267000,72,,,Y,1,0,660000.0,660000,660000,N,OPE,,0,M,,,,N,1,7651234,,,N,,Piegādātāju apvienība; kas sastāv no SIA “KleinTech Software” un SIA “KleinTech Services”,,Elijas iela 17-8,Rīga,1050,LV,,1,,2,,,,,660000,660000,660000,N,07-OCT-16
2016364472,ted.europa.eu/udl?uri=TED:NOTICE:364472-2016:TEXT:EN:HTML,2016,6,13-OCT-16,R208.S2,0,0,,AB „Amber Grid“,303090867,Vilniaus m. sav. Vilniaus m. Savanorių pr. 28,Vilnius,03116,A3N,LT,LT,,,4,,Production; transport and distribution of gas and heat,N,,,S,,N,,,,72200000,72,,48400000,Y,4,1,239400.0,239400,239400,N,OPE,,0,M,,,,N,1,7651532,1,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,Informacinių sistemų integracinė platforma ir jos diegimo paslaugos,2,,,,,,239400,239400,Y,24-AUG-16
2016366142,ted.europa.eu/udl?uri=TED:NOTICE:366142-2016:TEXT:EN:HTML,2016,3,17-OCT-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,N,,,,72261000,72,,,Y,4,1,24985.0,24985,24985,N,OPE,,0,L,100,,,N,1,7653163,1,,N,,Uždaroji akcinė bendrovė „Blue Bridge“,,J. Jasinskio g. 16,Vilnius,01112,LT,,1,Apsaugos nuo virusų programinės įrangos techninio aptarnavimo paslaugos,1,,,,,,24985,24985,N,26-AUG-16
2016366260,ted.europa.eu/udl?uri=TED:NOTICE:366260-2016:TEXT:EN:HTML,2016,6,17-OCT-16,R208.S2,0,0,,AB „Lietuvos geležinkeliai“,110053842,Mindaugo g. 12,Vilnius,03603,A3N,LT,LT,,,4,,Railway services,N,,,S,,N,,,,72261000,72,,,Y,4,1,243812.0,243812,243812,N,OPE,,0,M,,,,N,1,7653269,1,,N,,Blue Bridge Code; UAB,,J. Jasinskio g. 16A,Vilnius,03163,LT,,1,Operatyviosios pervežimų kompiuterinės informacinės sistemos (OPKIS) priežiūros (sistemų avarinių situacijų ar programinės įrangos sutrikimų likvidavimo bei konsultavimo sistemos eksploatacijos klausimais) ir sistemos funkcionalumo tobulinimo ar naujų funkcijų sukūrimo paslaugų pirkimas (2016/MO-4.2),1,,,,,,243812,243812,N,16-SEP-16
2016367727,ted.europa.eu/udl?uri=TED:NOTICE:367727-2016:TEXT:EN:HTML,2016,3,17-OCT-16,R208.S2,0,0,,Tiesu administrācija,,Antonijas iela 6,Rīga,1010,A1,LV,LV,,,1,,Other,N,,,S,LV00,N,,,,72261000,72,,,Y,1,0,200000.0,200000,200000,N,OPE,,0,M,,,,N,1,7654675,,,N,,SIA “Lattelecom”,,Dzirnavu iela 105,Rīga,1011,LV,,1,,1,,,,,200000,200000,200000,N,28-SEP-16
2016369839,ted.europa.eu/udl?uri=TED:NOTICE:369839-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72318000,72,,,N,1,1,350000.0,350000,350000,N,OPE,,0,M,,Kaina---Techniniai privalumai---Tinklo kokybė,60---10---30,N,1,7657612,1,,N,,TEO LT; AB,,Lvovo g. 25,Vilniaus m.,03501,LT,,1,Duomenų perdavimo paslaugos,1,,,,,,350000,350000,N,19-SEP-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,Y,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657623,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,1,,2,,,,,98000,98000,98000,N,11-OCT-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657623,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,1,,2,,,,,98000,98000,98000,N,11-OCT-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,Y,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657624,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,2,,2,,,,,98000,98000,98000,N,11-OCT-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657624,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,2,,2,,,,,98000,98000,98000,N,11-OCT-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657625,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,3,,2,,,,,98000,98000,98000,N,11-OCT-16
2016369850,ted.europa.eu/udl?uri=TED:NOTICE:369850-2016:TEXT:EN:HTML,2016,3,19-OCT-16,R208.S2,0,0,,Valsts reģionālās attīstības aģentūra,,Alberta iela 10; LV-1011,Rīga,1010,A1,LV,LV,,,1,,General public\services;Other,N,,,S,LV006,Y,,Y,,72262000,72,,,Y,1,0,294000.0,294000,294000,N,OPE,,0,M,,,,N,3,7657625,,,N,,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV,,3,,2,,,,,98000,98000,98000,N,11-OCT-16
2016373858,ted.europa.eu/udl?uri=TED:NOTICE:373858-2016:TEXT:EN:HTML,2016,3,20-OCT-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72200000,72,,72263000,Y,1,1,450000.0,450000,450000,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija---Vystomų ir palaikomų sistemų supratimo išdėstymo aiškumas; detalumas; pagrįstumas---Elektroninio parašo infrastruktūros technologijų parinkimo ir įgyvendinimo techninės realizacijos pavyzdys (prototipas)---Projekto valdymas,30---10---20---35---5,N,1,7661411,1,,N,,UAB „Elhic“ (Ūkio subjektų grupė: UAB „Elhic“ ir UAB „Dts solutions“),,Gabijos g. 2-29,Vilnius,12103,LT,,1,Gosign.lt portalo modernizavimas ir priežiūra,2,,,,,,450000,450000,N,07-OCT-16
2016377520,ted.europa.eu/udl?uri=TED:NOTICE:377520-2016:TEXT:EN:HTML,2016,3,24-OCT-16,R208.S2,0,0,,Vabariigi Valimiskomisjon,70008256,Lossi plats 1a,Tallinn,15165,A1,EE,EE,,,1,,General public\services,N,,,S,EE,Y,,Y,,72262000,72,,,Y,1,0,240000.0,240000,240000,N,OPE,,0,M,,Esimese hankelepingu kogumaksumus km-ta---Maksimaalne arendustööde tunnihind km-ta,40---60,N,3,7665429,,,N,,Nortal AS,,Lõõtsa 6,Tallinn,11415,EE,,1,,3,,,,,240000,,240000,,07-OCT-16
2016377520,ted.europa.eu/udl?uri=TED:NOTICE:377520-2016:TEXT:EN:HTML,2016,3,24-OCT-16,R208.S2,0,0,,Vabariigi Valimiskomisjon,70008256,Lossi plats 1a,Tallinn,15165,A1,EE,EE,,,1,,General public\services,N,,,S,EE,Y,,Y,,72262000,72,,,Y,1,0,240000.0,240000,240000,N,OPE,,0,M,,Esimese hankelepingu kogumaksumus km-ta---Maksimaalne arendustööde tunnihind km-ta,40---60,N,3,7665430,,,N,,Aktsiaselts Andmevara,,Pärnu mnt 158,Tallinn,11317,EE,,2,,3,,,,,240000,,240000,,07-OCT-16
2016377520,ted.europa.eu/udl?uri=TED:NOTICE:377520-2016:TEXT:EN:HTML,2016,3,24-OCT-16,R208.S2,0,0,,Vabariigi Valimiskomisjon,70008256,Lossi plats 1a,Tallinn,15165,A1,EE,EE,,,1,,General public\services,N,,,S,EE,Y,,Y,,72262000,72,,,Y,1,0,240000.0,240000,240000,N,OPE,,0,M,,Esimese hankelepingu kogumaksumus km-ta---Maksimaalne arendustööde tunnihind km-ta,40---60,N,3,7665431,,,N,,BitWeb OÜ,,Lai tn 6,Tartu,51005,EE,,3,,3,,,,,240000,,240000,,07-OCT-16
2016377535,ted.europa.eu/udl?uri=TED:NOTICE:377535-2016:TEXT:EN:HTML,2016,3,24-OCT-16,R208.S2,0,0,,Viešoji įstaiga Centrinė projektų valdymo agentūra,126125624,S. Konarskio g. 13,Vilnius,03109,A2,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72260000,72,,,Y,4,0,104132.23,104132.23,104132.23,Y,OPE,,0,L,100,,,N,1,7665474,,,N,,UAB „Affecto Lietuva“,,Gynėjų g. 4,Vilnius,01109,LT,,1,,1,,,,,,104132.23,104132.23,Y,14-SEP-16
2016377536,ted.europa.eu/udl?uri=TED:NOTICE:377536-2016:TEXT:EN:HTML,2016,3,24-OCT-16,R208.S2,0,0,,Žemės ūkio ministerija —Žuvininkystės tarnyba,188752740,J. Lelevelio g. 6,Vilnius,01102,A1,LT,LT,,,1,,General public\services,N,,,S,LT00A,N,,,,72211000,72,,,Y,1,1,178000.0,178000,178000,Y,OPE,,0,L,100,,,N,1,7665475,1,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT,,1,Programinės įrangos tobulinimas ir atnaujinimas,2,,,,,,178000,178000,N,28-SEP-16
2016379846,ted.europa.eu/udl?uri=TED:NOTICE:379846-2016:TEXT:EN:HTML,2016,3,26-OCT-16,R208.S2,0,0,,Finansų ministerija — Muitinės departamentas,188656838,A. Jakšto g. 1,Vilnius,01105,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72262000,72,,72267000---72261000,Y,1,1,549060.0,549060,549060,N,OPE,,0,M,,Kokybė---Kaina,60---40,N,1,7668726,1,,N,,Uždaroji akcinė bendrovė „NRD“,,Žygimantų g. 11-5,Vilnius,01102,LT,,1,Integruotos tarifų valdymo sistemos vystymas bei priežiūros ir palaikymo paslaugos,2,,,,,,549060,549060,N,11-AUG-16
2016380045,ted.europa.eu/udl?uri=TED:NOTICE:380045-2016:TEXT:EN:HTML,2016,6,25-OCT-16,R208.S2,0,0,,Akciju sabiedrība “Latvenergo”,,Pulkveža Brieža iela 12,Rīga,1230,A3,LV,LV,,,4,,Electricity,N,,,S,LV00,N,,,,72261000,72,,,Y,1,0,3442424.81,3442424.81,3442424.81,N,NOC,,0,L,100,,,N,2,7669014,,,N,,Oracle East Central Europe Limited Filiāle Latvijā,,Krišjāņa Valdemāra iela 21,Rīga,1010,LV,,1,,1,,,,,,3442424.81,3442424.81,N,19-OCT-16
2016380045,ted.europa.eu/udl?uri=TED:NOTICE:380045-2016:TEXT:EN:HTML,2016,6,25-OCT-16,R208.S2,0,0,,Akciju sabiedrība “Latvenergo”,,Pulkveža Brieža iela 12,Rīga,1230,A3,LV,LV,,,4,,Electricity,N,,,S,LV00,N,,,,72261000,72,,,Y,1,0,3442424.81,3442424.81,3442424.81,N,NOC,,0,,,,,N,2,7669015,,,Y,,,,,,,,,1,,,,,,,,,,,
2016385446,ted.europa.eu/udl?uri=TED:NOTICE:385446-2016:TEXT:EN:HTML,2016,3,28-OCT-16,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija,188603515,A. Vivulskio g. 11,Vilnius,03610,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72261000,72,,,Y,1,1,1206872.33,1206872.33,1206872.33,N,OPE,,0,M,,Kaina---Pakeitimų valdymo metodikos racionalumas ir pagrįstumas---Sutrikimų valdymo metodikos racionalumas ir pagrįstumas,40---30---30,N,1,7719360,1,,N,,Uždaroji akcinė bendrovė „NEVDA“,,Savanorių pr. 178,Vilniaus m.; 2009 Vilniaus m. sav.,03154,LT,,1,Socialinės paramos šeimai informacinės sistemos priežiūros; administravimo; konsultavimo ir vystymo paslaugų pirkimas,1,,,,,,1206872.33,1206872.33,N,05-OCT-16
2016385458,ted.europa.eu/udl?uri=TED:NOTICE:385458-2016:TEXT:EN:HTML,2016,3,28-OCT-16,R208.S2,0,0,,Žemės ūkio ministerija — Nacionalinė mokėjimo agentūra,288739270,Blindžių g. 17,Vilnius,08111,A1,LT,LT,,,N,,General public\services,N,,,S,,N,,,,72253200,72,,,N,1,,197154.84,197154.84,197154.84,Y,OPE,,0,L,100,,,N,1,7719379,,,N,,UAB „DocLogix“,,J. Galvydžio g. 3,Vilniaus m.; Vilniaus m. sav.,08236,LT,,1,,1,,,,,,197154.84,197154.84,Y,22-JUL-16
2016385463,ted.europa.eu/udl?uri=TED:NOTICE:385463-2016:TEXT:EN:HTML,2016,3,28-OCT-16,R208.S2,0,0,,Finansų ministerija — Valstybinė mokesčių inspekcija,188659752,Vasario 16-osios g. 14,Vilnius,01514,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT,N,,,,72211000,72,,50324100,Y,1,,761470.0,761470,761470,N,OPE,,0,M,,Kaina---Loginis pagrindimas ir įgyvendinimo strategija---Siūlomas sprendimas,30---30---40,N,1,7719385,,,N,,Ingenious IT; UAB,,Ozo g. 10A,Vilnius,08200,LT,,1,,2,,,,,,761470,761470,N,26-SEP-16
2016385464,ted.europa.eu/udl?uri=TED:NOTICE:385464-2016:TEXT:EN:HTML,2016,3,28-OCT-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72000000,72,,,Y,4,1,22300.0,22300,22300,N,OPE,,0,L,100,,,N,1,7719386,1,,N,,Ingenious IT; UAB,,Ozo g. 10A,Vilnius,08200,LT,,1,Duomenų bazių programinės įrangos palaikymo paslaugos,3,,,,,,22300,22300,N,17-OCT-16
2016387084,ted.europa.eu/udl?uri=TED:NOTICE:387084-2016:TEXT:EN:HTML,2016,3,31-OCT-16,R208.S2,0,0,,Izglītības un zinātnes ministrija,,Vaļņu iela 2,Rīga,1050,A1,LV,LV,,,1,,Education,N,,,S,LV006,N,,,,72222300,72,,,Y,1,0,600000.0,600000,600000,N,OPE,,0,M,,,,N,1,7673507,,,N,,RIX Technologies AS,,Blaumaņa iela 5A-3,Rīga,1011,LV,,1,,3,,,,,600000,600000,600000,Y,25-OCT-16
2016387100,ted.europa.eu/udl?uri=TED:NOTICE:387100-2016:TEXT:EN:HTML,2016,3,01-NOV-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,N,,,,72250000,72,,,Y,4,0,120150.0,120150,120150,N,NOC,,0,L,100,,,N,1,7673526,,,N,,Microsoft Estonia OÜ,,Rävala pst 5,Tallinn,10143,EE,,1,,1,,,,,,120150,120150,,26-OCT-16
2016387101,ted.europa.eu/udl?uri=TED:NOTICE:387101-2016:TEXT:EN:HTML,2016,3,31-OCT-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,72267000,Y,1,0,1666667.0,1666667,1666667,Y,NIC,,0,M,,Näidisülesande lahenduste kogumaksumus (ilma käibemaksuta)---Näidisülesande projektiplaani realistlikkus ja detailsus---Näidisülesande lahendus---Kasutatavad metoodilised ja organisatoorsed meetmed---Pakkuja arendus- ja hooldustööde töötunni maksumuste aritmeetiline keskmine eurodes (ilma käibemaksuta),10---10---35---10---35,N,1,7673527,,,N,,Aktsiaselts Helmes,,Lõõtsa 6,Tallinn,11415,EE,,1,,2,,,,,1666667,,1666667,,24-OCT-16
2016389020,ted.europa.eu/udl?uri=TED:NOTICE:389020-2016:TEXT:EN:HTML,2016,3,02-NOV-16,R208.S2,0,0,,Sveikatos apsaugos ministerija — Valstybinė ligonių kasa,191351679,Europos a. 1,Vilnius,03505,A1,LT,LT,,,1,,Health,N,,,S,,N,,,,72000000,72,,,Y,4,1,5419.62,6245.47,6245.47,N,OPE,,0,L,100,,,N,1,7675026,1,,N,,Uždaroji akcinė bendrovė „Telekomunikaciniai projektai“,,P. Smuglevičiaus g. 21,Vilnius,08311,LT,,1,Nuotolinių mokymų įrangos modernizavimo paslaugos,1,,,,,,6245.47,6245.47,N,06-SEP-16
2016389028,ted.europa.eu/udl?uri=TED:NOTICE:389028-2016:TEXT:EN:HTML,2016,3,02-NOV-16,R208.S2,0,0,,Sveikatos apsaugos ministerija — Valstybinė ligonių kasa,191351679,Europos a. 1,Vilnius,03505,A1,LT,LT,,,1,,Health,N,,,S,,N,,,,72000000,72,,,Y,4,1,118200.0,118200,118200,N,OPE,,0,L,100,,,N,1,7675054,1,,N,,UAB „Elsis PRO“,,Baltupio g. 14,Vilnius,08303,LT,,1,Europos duomenų mainų informacinės sistemos (EDMIS) E. formų ir struktūrizuotų elektroninių dokumentų (SED) tvarkymo posistemio tobulinimo ir priežiūros paslaugos,1,,,,,,118200,118200,N,05-SEP-16
2016390879,ted.europa.eu/udl?uri=TED:NOTICE:390879-2016:TEXT:EN:HTML,2016,3,03-NOV-16,R208.S2,0,0,,Sveikatos apsaugos ministerija — Valstybinė ligonių kasa,191351679,Europos a. 1,Vilnius,03505,A1,LT,LT,,,1,,Health,N,,,S,,N,,,,72263000,72,,72200000---48422000,Y,1,1,1398000.0,1398000,1398000,N,OPE,,0,M,,Kaina (C)---Sprendimo architektūra (T1)---Paslaugų atlikimo strategija (T2),30---30---40,N,1,7677201,1,,N,,UAB InnoForce,,Žygio 97,Vilnius,08236,LT,,1,Detalios paciento lygio sąnaudų apskaitos informacinės sistemos pirkimo ir įdiegimo paslaugos,2,,,,,,1398000,1398000,N,13-OCT-16
2016390880,ted.europa.eu/udl?uri=TED:NOTICE:390880-2016:TEXT:EN:HTML,2016,3,03-NOV-16,R208.S2,0,0,,Nacionālais veselības dienests,,Cēsu iela 31 k-3,Rīga,1012,A1,LV,LV,,,1,,Health,N,,,S,LV00,N,,,,72261000,72,,72267000,Y,1,0,166402.9,166402.9,166402.9,N,NOC,,0,L,100,,,N,1,7677202,,,N,,Oracle East Central Europe Limited filiāle Latvijā,,Kr. Valdemāra iela 21,Rīga,1010,LV,,1,,1,,,,,166402.9,166402.9,166402.9,N,27-OCT-16
2016395783,ted.europa.eu/udl?uri=TED:NOTICE:395783-2016:TEXT:EN:HTML,2016,3,07-NOV-16,R208.S2,0,0,,Maanteeamet,70001490,Pärnu mnt 463a,Tallinn,10916,A1,EE,EE,,,1,,Other,N,,,S,EE,Y,,Y,,72240000,72,,72250000,Y,1,0,6249999.0,6249999,6249999,N,OPE,,0,M,,Osa 1. Võtmeisikute tehnoloogiapõhine kompetents---Osa 1. Pakkumuse maksumus---Osa 2. Pakkumuse maksumus---Osa 2. Võtmeisikute tehnoloogiapõhine kompetents,45---55---55---45,N,5,7682536,,,N,,Osaühing Affecto Estonia,,Toompuiestee 35,Tallinn,10133,EE,,1,,11,,,,,3333333,,3333333,,20-OCT-16
2016395783,ted.europa.eu/udl?uri=TED:NOTICE:395783-2016:TEXT:EN:HTML,2016,3,07-NOV-16,R208.S2,0,0,,Maanteeamet,70001490,Pärnu mnt 463a,Tallinn,10916,A1,EE,EE,,,1,,Other,N,,,S,EE,Y,,Y,,72240000,72,,72250000,Y,1,0,6249999.0,6249999,6249999,N,OPE,,0,M,,Osa 1. Võtmeisikute tehnoloogiapõhine kompetents---Osa 1. Pakkumuse maksumus---Osa 2. Pakkumuse maksumus---Osa 2. Võtmeisikute tehnoloogiapõhine kompetents,45---55---55---45,N,5,7682537,,,N,,AS Finestmedia,,Pärnu mnt 139,Tallinn,11317,EE,,2,,11,,,,,3333333,,3333333,,21-OCT-16
2016395783,ted.europa.eu/udl?uri=TED:NOTICE:395783-2016:TEXT:EN:HTML,2016,3,07-NOV-16,R208.S2,0,0,,Maanteeamet,70001490,Pärnu mnt 463a,Tallinn,10916,A1,EE,EE,,,1,,Other,N,,,S,EE,Y,,Y,,72240000,72,,72250000,Y,1,0,6249999.0,6249999,6249999,N,OPE,,0,M,,Osa 1. Võtmeisikute tehnoloogiapõhine kompetents---Osa 1. Pakkumuse maksumus---Osa 2. Pakkumuse maksumus---Osa 2. Võtmeisikute tehnoloogiapõhine kompetents,45---55---55---45,N,5,7682538,,,N,,Osaühing Resta,,Ülikooli 6a,Tartu,51003,EE,,3,,11,,,,,2916666,,2916666,,21-OCT-16
