Latitude(deg),Longitude(deg),Depth(m),Pore,Pressure(MPa),Uncertainty(+/-,MPa),,,,
54.64,-117.04,2944,47.96,5.91,,,,,,
54.64,-117.02,2927,47.45,5.81,,,,,,
54.64,-117.00,2900,46.70,5.71,,,,,,
54.64,-116.98,2887,46.41,5.61,,,,,,
54.64,-116.96,2872,46.04,5.52,,,,,,
54.64,-116.94,2868,45.95,5.45,,,,,,
54.64,-116.92,2873,46.09,5.40,,,,,,
54.64,-116.90,2857,45.62,5.39,,,,,,
54.64,-116.88,2828,44.72,5.41,,,,,,
54.64,-116.86,2820,44.45,5.47,,,,,,
54.64,-116.84,2825,44.55,5.56,,,,,,
54.64,-116.82,2847,45.13,5.67,,,,,,
54.64,-116.80,2837,44.82,5.80,,,,,,
54.64,-116.78,2837,44.78,5.93,,,,,,
54.64,-116.76,2841,44.85,6.06,,,,,,
54.64,-116.74,2854,45.15,6.19,,,,,,
54.64,-116.72,2847,44.86,6.31,,,,,,
54.64,-116.70,2830,44.25,6.42,,,,,,
54.64,-116.68,2821,43.89,6.53,,,,,,
54.64,-116.66,2811,43.49,6.63,,,,,,
54.64,-116.64,2774,42.29,6.72,,,,,,
54.64,-116.62,2764,41.88,6.81,,,,,,
54.64,-116.60,2743,41.14,6.88,,,,,,
54.64,-116.58,2757,41.41,6.96,,,,,,
54.64,-116.56,2752,41.15,7.03,,,,,,
54.64,-116.54,2757,41.13,7.09,,,,,,
54.64,-116.52,2746,40.69,7.15,,,,,,
54.64,-116.50,2761,40.96,7.21,,,,,,
54.64,-116.48,2746,40.41,7.26,,,,,,
54.64,-116.46,2752,40.48,7.31,,,,,,
54.64,-116.44,2778,41.18,7.36,,,,,,
54.64,-116.42,2785,41.35,7.40,,,,,,
54.64,-116.40,2784,41.29,7.44,,,,,,
54.64,-116.38,2750,40.34,7.48,,,,,,
54.64,-116.36,2688,38.56,7.51,,,,,,
54.64,-116.34,2694,38.76,7.54,,,,,,
54.64,-116.32,2737,40.02,7.57,,,,,,
54.64,-116.30,2753,40.50,7.60,,,,,,
54.64,-116.28,2741,40.18,7.63,,,,,,
54.64,-116.26,2689,38.68,7.66,,,,,,
54.64,-116.24,2683,38.54,7.69,,,,,,
54.64,-116.22,2677,38.39,7.72,,,,,,
54.64,-116.20,2687,38.70,7.75,,,,,,
54.64,-116.18,2723,39.76,7.77,,,,,,
54.64,-116.16,2743,40.36,7.80,,,,,,
54.64,-116.14,2718,39.70,7.83,,,,,,
54.64,-116.12,2710,39.51,7.86,,,,,,
54.64,-116.10,2720,39.91,7.89,,,,,,
54.64,-116.08,2749,40.85,7.92,,,,,,
54.64,-116.06,2803,42.49,7.94,,,,,,
54.64,-116.04,2797,42.35,7.97,,,,,,
54.64,-116.02,2773,41.62,7.99,,,,,,
54.64,-116.00,2771,41.55,8.01,,,,,,
54.64,-115.98,2787,41.98,8.03,,,,,,
54.64,-115.96,2741,40.59,8.05,,,,,,
54.64,-115.94,2686,38.95,8.07,,,,,,
54.64,-115.92,2681,38.80,8.08,,,,,,
54.64,-115.90,2656,38.06,8.09,,,,,,
54.64,-115.88,2619,36.95,8.11,,,,,,
54.64,-115.86,2609,36.63,8.12,,,,,,
54.64,-115.84,2600,36.36,8.12,,,,,,
54.64,-115.82,2584,35.86,8.13,,,,,,
54.64,-115.80,2572,35.45,8.13,,,,,,
54.64,-115.78,2567,35.25,8.14,,,,,,
54.64,-115.76,2562,35.08,8.14,,,,,,
54.64,-115.74,2551,34.72,8.14,,,,,,
54.64,-115.72,2550,34.67,8.14,,,,,,
54.64,-115.70,2550,34.65,8.14,,,,,,
54.64,-115.68,2542,34.43,8.14,,,,,,
54.64,-115.66,2526,33.94,8.14,,,,,,
54.64,-115.64,2523,33.87,8.14,,,,,,
54.64,-115.62,2517,33.71,8.14,,,,,,
54.64,-115.60,2511,33.51,8.14,,,,,,
54.64,-115.58,2513,33.58,8.14,,,,,,
54.64,-115.56,2501,33.21,8.14,,,,,,
54.64,-115.54,2457,31.95,8.14,,,,,,
54.64,-115.52,2415,30.73,8.14,,,,,,
54.64,-115.50,2375,29.55,8.14,,,,,,
54.66,-118.50,4068,78.84,8.14,,,,,,
54.66,-118.48,4050,78.32,8.14,,,,,,
54.66,-118.46,4037,77.93,8.14,,,,,,
54.66,-118.44,3992,76.64,8.14,,,,,,
54.66,-118.42,4009,77.16,8.14,,,,,,
54.66,-118.40,3988,76.57,8.13,,,,,,
54.66,-118.38,3913,74.41,8.13,,,,,,
54.66,-118.36,3881,73.48,8.12,,,,,,
54.66,-118.34,3892,73.84,8.11,,,,,,
54.66,-118.32,3902,74.15,8.10,,,,,,
54.66,-118.30,3877,73.45,8.09,,,,,,
54.66,-118.28,3878,73.52,8.07,,,,,,
54.66,-118.26,3877,73.51,8.04,,,,,,
54.66,-118.24,3785,70.87,8.01,,,,,,
54.66,-118.22,3733,69.40,7.98,,,,,,
54.66,-118.20,3710,68.77,7.94,,,,,,
54.66,-118.18,3705,68.68,7.89,,,,,,
54.66,-118.16,3706,68.76,7.84,,,,,,
54.66,-118.14,3720,69.20,7.78,,,,,,
54.66,-118.12,3728,69.44,7.72,,,,,,
54.66,-118.10,3742,69.84,7.66,,,,,,
54.66,-118.08,3725,69.36,7.60,,,,,,
54.66,-118.06,3712,69.07,7.53,,,,,,
54.66,-118.04,3714,69.28,7.46,,,,,,
54.66,-118.02,3708,69.21,7.38,,,,,,
54.66,-118.00,3730,69.93,7.31,,,,,,
54.66,-117.98,3698,69.08,7.24,,,,,,
54.66,-117.96,3687,68.80,7.17,,,,,,
54.66,-117.94,3669,68.30,7.11,,,,,,
54.66,-117.92,3639,67.42,7.05,,,,,,
54.66,-117.90,3594,66.12,6.99,,,,,,
54.66,-117.88,3533,64.37,6.95,,,,,,
54.66,-117.86,3507,63.62,6.91,,,,,,
54.66,-117.84,3479,62.81,6.88,,,,,,
54.66,-117.82,3467,62.47,6.86,,,,,,
54.66,-117.80,3427,61.32,6.85,,,,,,
54.66,-117.78,3370,59.71,6.86,,,,,,
54.66,-117.76,3376,59.89,6.87,,,,,,
54.66,-117.74,3441,61.83,6.89,,,,,,
54.66,-117.72,3470,62.74,6.91,,,,,,
54.66,-117.70,3482,63.13,6.94,,,,,,
54.66,-117.68,3457,62.50,6.97,,,,,,
54.66,-117.66,3392,60.71,7.00,,,,,,
54.66,-117.64,3365,60.01,7.03,,,,,,
54.66,-117.62,3349,59.61,7.06,,,,,,
54.66,-117.60,3386,60.76,7.08,,,,,,
54.66,-117.58,3409,61.44,7.11,,,,,,
54.66,-117.56,3413,61.58,7.13,,,,,,
54.66,-117.54,3417,61.75,7.15,,,,,,
54.66,-117.52,3376,60.57,7.16,,,,,,
54.66,-117.50,3340,59.54,7.18,,,,,,
54.66,-117.48,3314,58.76,7.19,,,,,,
54.66,-117.46,3269,57.43,7.20,,,,,,
54.66,-117.44,3236,56.43,7.20,,,,,,
54.66,-117.42,3175,54.60,7.20,,,,,,
54.66,-117.40,3147,53.74,7.20,,,,,,
54.66,-117.38,3129,53.23,7.19,,,,,,
54.66,-117.36,3115,52.85,7.17,,,,,,
54.66,-117.34,3102,52.55,7.15,,,,,,
54.66,-117.32,3094,52.31,7.12,,,,,,
54.66,-117.30,3068,51.55,7.09,,,,,,
54.66,-117.28,3032,50.48,7.05,,,,,,
54.66,-117.26,3025,50.22,7.00,,,,,,
54.66,-117.24,3025,50.18,6.95,,,,,,
54.66,-117.22,3027,50.15,6.90,,,,,,
54.66,-117.20,3014,49.72,6.84,,,,,,
54.66,-117.18,3008,49.52,6.78,,,,,,
54.66,-117.16,2964,48.24,6.71,,,,,,
54.66,-117.14,2960,48.14,6.64,,,,,,
54.66,-117.12,2988,48.94,6.57,,,,,,
54.66,-117.10,2996,49.15,6.50,,,,,,
54.66,-117.08,3002,49.32,6.42,,,,,,
54.66,-117.06,2952,47.92,6.34,,,,,,
54.66,-117.04,2917,46.99,6.27,,,,,,
54.66,-117.02,2895,46.49,6.19,,,,,,
54.66,-117.00,2895,46.60,6.11,,,,,,
54.66,-116.98,2890,46.52,6.04,,,,,,
54.66,-116.96,2863,45.80,5.98,,,,,,
54.66,-116.94,2872,46.08,5.93,,,,,,
54.66,-116.92,2857,45.64,5.90,,,,,,
54.66,-116.90,2839,45.10,5.89,,,,,,
54.66,-116.88,2832,44.84,5.91,,,,,,
54.66,-116.86,2830,44.75,5.95,,,,,,
54.66,-116.84,2833,44.79,6.01,,,,,,
54.66,-116.82,2812,44.15,6.09,,,,,,
54.66,-116.80,2813,44.12,6.18,,,,,,
54.66,-116.78,2812,44.02,6.28,,,,,,
54.66,-116.76,2813,43.93,6.39,,,,,,
54.66,-116.74,2821,44.07,6.49,,,,,,
54.66,-116.72,2824,44.05,6.59,,,,,,
54.66,-116.70,2836,44.27,6.69,,,,,,
54.66,-116.68,2823,43.75,6.78,,,,,,
54.66,-116.66,2779,42.35,6.87,,,,,,
54.66,-116.64,2753,41.48,6.95,,,,,,
54.66,-116.62,2742,41.03,7.02,,,,,,
54.66,-116.60,2754,41.23,7.10,,,,,,
54.66,-116.58,2798,42.36,7.16,,,,,,
54.66,-116.56,2808,42.51,7.23,,,,,,
54.66,-116.54,2774,41.38,7.29,,,,,,
54.66,-116.52,2759,40.79,7.34,,,,,,
54.66,-116.50,2762,40.75,7.39,,,,,,
54.66,-116.48,2775,41.02,7.44,,,,,,
54.66,-116.46,2756,40.40,7.48,,,,,,
54.66,-116.44,2718,39.23,7.53,,,,,,
54.66,-116.42,2687,38.29,7.56,,,,,,
54.66,-116.40,2687,38.28,7.60,,,,,,
54.66,-116.38,2674,37.90,7.63,,,,,,
54.66,-116.36,2664,37.63,7.66,,,,,,
54.66,-116.34,2655,37.39,7.69,,,,,,
54.66,-116.32,2651,37.27,7.72,,,,,,
54.66,-116.30,2650,37.29,7.74,,,,,,
54.66,-116.28,2660,37.59,7.76,,,,,,
54.66,-116.26,2659,37.60,7.79,,,,,,
54.66,-116.24,2664,37.77,7.81,,,,,,
54.66,-116.22,2663,37.78,7.83,,,,,,
54.66,-116.20,2670,38.01,7.85,,,,,,
54.66,-116.18,2684,38.46,7.88,,,,,,
54.66,-116.16,2719,39.53,7.90,,,,,,
54.66,-116.14,2767,40.98,7.92,,,,,,
54.66,-116.12,2808,42.29,7.94,,,,,,
54.66,-116.10,2777,41.48,7.96,,,,,,
54.66,-116.08,2780,41.64,7.98,,,,,,
54.66,-116.06,2805,42.42,8.00,,,,,,
54.66,-116.04,2790,41.99,8.02,,,,,,
54.66,-116.02,2771,41.43,8.04,,,,,,
54.66,-116.00,2736,40.40,8.05,,,,,,
54.66,-115.98,2718,39.83,8.07,,,,,,
54.66,-115.96,2707,39.52,8.08,,,,,,
54.66,-115.94,2700,39.31,8.09,,,,,,
54.66,-115.92,2694,39.11,8.10,,,,,,
54.66,-115.90,2690,38.99,8.11,,,,,,
54.66,-115.88,2668,38.34,8.12,,,,,,
54.66,-115.86,2648,37.75,8.13,,,,,,
54.66,-115.84,2644,37.60,8.13,,,,,,
54.66,-115.82,2624,36.94,8.14,,,,,,
54.66,-115.80,2603,36.30,8.14,,,,,,
54.66,-115.78,2605,36.32,8.14,,,,,,
54.66,-115.76,2580,35.55,8.14,,,,,,
54.66,-115.74,2578,35.49,8.14,,,,,,
54.66,-115.72,2594,35.94,8.14,,,,,,
54.66,-115.70,2571,35.26,8.14,,,,,,
54.66,-115.68,2570,35.24,8.14,,,,,,
54.66,-115.66,2557,34.85,8.14,,,,,,
54.66,-115.64,2560,34.94,8.14,,,,,,
54.66,-115.62,2560,34.96,8.14,,,,,,
54.66,-115.60,2527,33.98,8.14,,,,,,
54.66,-115.58,2513,33.58,8.14,,,,,,
54.66,-115.56,2479,32.58,8.14,,,,,,
54.66,-115.54,2468,32.27,8.14,,,,,,
54.66,-115.52,2447,31.66,8.14,,,,,,
54.66,-115.50,2419,30.83,8.14,,,,,,
54.68,-118.50,3842,72.26,8.14,,,,,,
54.68,-118.48,3952,75.46,8.14,,,,,,
54.68,-118.46,3956,75.57,8.14,,,,,,
54.68,-118.44,3919,74.52,8.14,,,,,,
54.68,-118.42,3933,74.93,8.14,,,,,,
54.68,-118.40,3897,73.90,8.14,,,,,,
54.68,-118.38,3859,72.82,8.13,,,,,,
54.68,-118.36,3841,72.30,8.13,,,,,,
54.68,-118.34,3850,72.60,8.12,,,,,,
54.68,-118.32,3819,71.72,8.11,,,,,,
54.68,-118.30,3808,71.42,8.10,,,,,,
54.68,-118.28,3848,72.61,8.09,,,,,,
54.68,-118.26,3870,73.29,8.07,,,,,,
54.68,-118.24,3778,70.64,8.04,,,,,,
54.68,-118.22,3730,69.29,8.01,,,,,,
54.68,-118.20,3695,68.30,7.98,,,,,,
54.68,-118.18,3684,68.02,7.94,,,,,,
54.68,-118.16,3669,67.63,7.90,,,,,,
54.68,-118.14,3664,67.53,7.86,,,,,,
54.68,-118.12,3673,67.82,7.81,,,,,,
54.68,-118.10,3676,67.92,7.76,,,,,,
54.68,-118.08,3705,68.77,7.70,,,,,,
54.68,-118.06,3729,69.44,7.65,,,,,,
54.68,-118.04,3716,69.06,7.59,,,,,,
54.68,-118.02,3667,67.72,7.53,,,,,,
54.68,-118.00,3656,67.51,7.48,,,,,,
54.68,-117.98,3656,67.59,7.42,,,,,,
54.68,-117.96,3628,66.84,7.37,,,,,,
54.68,-117.94,3592,65.87,7.32,,,,,,
54.68,-117.92,3622,66.76,7.27,,,,,,
54.68,-117.90,3585,65.69,7.23,,,,,,
54.68,-117.88,3529,64.04,7.20,,,,,,
54.68,-117.86,3498,63.15,7.17,,,,,,
54.68,-117.84,3465,62.18,7.15,,,,,,
54.68,-117.82,3433,61.23,7.14,,,,,,
54.68,-117.80,3387,59.91,7.13,,,,,,
54.68,-117.78,3357,59.03,7.14,,,,,,
54.68,-117.76,3378,59.64,7.14,,,,,,
54.68,-117.74,3451,61.78,7.16,,,,,,
54.68,-117.72,3420,60.91,7.17,,,,,,
54.68,-117.70,3390,60.09,7.20,,,,,,
54.68,-117.68,3368,59.53,7.22,,,,,,
54.68,-117.66,3334,58.60,7.24,,,,,,
54.68,-117.64,3339,58.81,7.27,,,,,,
54.68,-117.62,3364,59.63,7.29,,,,,,
54.68,-117.60,3382,60.21,7.31,,,,,,
54.68,-117.58,3353,59.45,7.33,,,,,,
54.68,-117.56,3401,60.88,7.35,,,,,,
54.68,-117.54,3391,60.61,7.36,,,,,,
54.68,-117.52,3391,60.63,7.38,,,,,,
54.68,-117.50,3356,59.66,7.39,,,,,,
54.68,-117.48,3301,58.08,7.39,,,,,,
54.68,-117.46,3225,55.85,7.40,,,,,,
54.68,-117.44,3193,54.89,7.40,,,,,,
54.68,-117.42,3174,54.28,7.40,,,,,,
54.68,-117.40,3153,53.61,7.39,,,,,,
54.68,-117.38,3144,53.31,7.38,,,,,,
54.68,-117.36,3133,52.97,7.37,,,,,,
54.68,-117.34,3108,52.27,7.35,,,,,,
54.68,-117.32,3068,51.16,7.32,,,,,,
54.68,-117.30,3057,50.85,7.29,,,,,,
54.68,-117.28,3024,49.84,7.25,,,,,,
54.68,-117.26,3003,49.18,7.21,,,,,,
54.68,-117.24,3002,49.07,7.17,,,,,,
54.68,-117.22,3007,49.14,7.12,,,,,,
54.68,-117.20,3000,48.83,7.07,,,,,,
54.68,-117.18,2977,48.06,7.02,,,,,,
54.68,-117.16,2925,46.49,6.96,,,,,,
54.68,-117.14,2928,46.51,6.90,,,,,,
54.68,-117.12,2964,47.59,6.84,,,,,,
54.68,-117.10,2990,48.42,6.78,,,,,,
54.68,-117.08,2968,47.95,6.72,,,,,,
54.68,-117.06,2927,46.98,6.65,,,,,,
54.68,-117.04,2902,46.48,6.59,,,,,,
54.68,-117.02,2879,45.95,6.52,,,,,,
54.68,-117.00,2885,46.21,6.47,,,,,,
54.68,-116.98,2868,45.78,6.41,,,,,,
54.68,-116.96,2849,45.27,6.37,,,,,,
54.68,-116.94,2846,45.19,6.34,,,,,,
54.68,-116.92,2841,45.03,6.32,,,,,,
54.68,-116.90,2832,44.75,6.31,,,,,,
54.68,-116.88,2825,44.50,6.33,,,,,,
54.68,-116.86,2807,43.95,6.36,,,,,,
54.68,-116.84,2805,43.85,6.40,,,,,,
54.68,-116.82,2803,43.72,6.46,,,,,,
54.68,-116.80,2806,43.72,6.53,,,,,,
54.68,-116.78,2826,44.18,6.60,,,,,,
54.68,-116.76,2848,44.72,6.68,,,,,,
54.68,-116.74,2837,44.25,6.77,,,,,,
54.68,-116.72,2822,43.68,6.85,,,,,,
54.68,-116.70,2802,42.99,6.93,,,,,,
54.68,-116.68,2782,42.28,7.00,,,,,,
54.68,-116.66,2771,41.79,7.08,,,,,,
54.68,-116.64,2751,41.08,7.15,,,,,,
54.68,-116.62,2746,40.78,7.22,,,,,,
54.68,-116.60,2766,41.21,7.28,,,,,,
54.68,-116.58,2783,41.55,7.34,,,,,,
54.68,-116.56,2779,41.28,7.40,,,,,,
54.68,-116.54,2742,40.06,7.45,,,,,,
54.68,-116.52,2734,39.72,7.50,,,,,,
54.68,-116.50,2740,39.77,7.55,,,,,,
54.68,-116.48,2730,39.42,7.59,,,,,,
54.68,-116.46,2694,38.29,7.63,,,,,,
54.68,-116.44,2670,37.56,7.67,,,,,,
54.68,-116.42,2654,37.10,7.70,,,,,,
54.68,-116.40,2666,37.44,7.73,,,,,,
54.68,-116.38,2670,37.56,7.76,,,,,,
54.68,-116.36,2685,38.02,7.79,,,,,,
54.68,-116.34,2669,37.59,7.81,,,,,,
54.68,-116.32,2663,37.45,7.83,,,,,,
54.68,-116.30,2666,37.57,7.85,,,,,,
54.68,-116.28,2655,37.28,7.87,,,,,,
54.68,-116.26,2650,37.16,7.89,,,,,,
54.68,-116.24,2642,36.98,7.91,,,,,,
54.68,-116.22,2669,37.78,7.92,,,,,,
54.68,-116.20,2693,38.52,7.94,,,,,,
54.68,-116.18,2698,38.75,7.96,,,,,,
54.68,-116.16,2744,40.14,7.97,,,,,,
54.68,-116.14,2773,41.08,7.99,,,,,,
54.68,-116.12,2820,42.56,8.00,,,,,,
54.68,-116.10,2831,42.96,8.02,,,,,,
54.68,-116.08,2820,42.68,8.03,,,,,,
54.68,-116.06,2810,42.43,8.05,,,,,,
54.68,-116.04,2787,41.81,8.06,,,,,,
54.68,-116.02,2765,41.18,8.07,,,,,,
54.68,-116.00,2742,40.48,8.08,,,,,,
54.68,-115.98,2754,40.83,8.09,,,,,,
54.68,-115.96,2724,39.96,8.10,,,,,,
54.68,-115.94,2740,40.41,8.11,,,,,,
54.68,-115.92,2734,40.22,8.12,,,,,,
54.68,-115.90,2723,39.89,8.12,,,,,,
54.68,-115.88,2689,38.92,8.13,,,,,,
54.68,-115.86,2672,38.38,8.13,,,,,,
54.68,-115.84,2671,38.28,8.14,,,,,,
54.68,-115.82,2640,37.37,8.14,,,,,,
54.68,-115.80,2629,37.02,8.14,,,,,,
54.68,-115.78,2628,36.95,8.14,,,,,,
54.68,-115.76,2608,36.35,8.14,,,,,,
54.68,-115.74,2608,36.35,8.14,,,,,,
54.68,-115.72,2607,36.32,8.14,,,,,,
54.68,-115.70,2597,36.01,8.14,,,,,,
54.68,-115.68,2582,35.58,8.14,,,,,,
54.68,-115.66,2571,35.25,8.14,,,,,,
54.68,-115.64,2535,34.22,8.14,,,,,,
54.68,-115.62,2536,34.26,8.14,,,,,,
54.68,-115.60,2536,34.23,8.14,,,,,,
54.68,-115.58,2494,33.02,8.14,,,,,,
54.68,-115.56,2473,32.42,8.14,,,,,,
54.68,-115.54,2460,32.04,8.14,,,,,,
54.68,-115.52,2456,31.91,8.14,,,,,,
54.68,-115.50,2442,31.50,8.14,,,,,,
54.70,-118.50,3861,72.79,8.14,,,,,,
54.70,-118.48,3888,73.59,8.14,,,,,,
54.70,-118.46,3869,73.05,8.14,,,,,,
54.70,-118.44,3836,72.09,8.14,,,,,,
54.70,-118.42,3825,71.77,8.14,,,,,,
54.70,-118.40,3828,71.88,8.14,,,,,,
54.70,-118.38,3839,72.20,8.14,,,,,,
54.70,-118.36,3829,71.94,8.13,,,,,,
54.70,-118.34,3810,71.40,8.13,,,,,,
54.70,-118.32,3802,71.18,8.12,,,,,,
54.70,-118.30,3791,70.90,8.11,,,,,,
54.70,-118.28,3785,70.76,8.10,,,,,,
54.70,-118.26,3785,70.78,8.09,,,,,,
54.70,-118.24,3800,71.23,8.07,,,,,,
54.70,-118.22,3741,69.57,8.05,,,,,,
54.70,-118.20,3698,68.34,8.02,,,,,,
54.70,-118.18,3646,66.86,7.99,,,,,,
54.70,-118.16,3651,67.03,7.96,,,,,,
54.70,-118.14,3651,67.09,7.92,,,,,,
54.70,-118.12,3645,66.96,7.89,,,,,,
54.70,-118.10,3647,67.04,7.84,,,,,,
54.70,-118.08,3642,66.92,7.80,,,,,,
54.70,-118.06,3637,66.77,7.76,,,,,,
54.70,-118.04,3637,66.77,7.71,,,,,,
54.70,-118.02,3609,65.89,7.67,,,,,,
54.70,-118.00,3578,64.97,7.62,,,,,,
54.70,-117.98,3567,64.68,7.58,,,,,,
54.70,-117.96,3571,64.88,7.54,,,,,,
54.70,-117.94,3532,63.80,7.50,,,,,,
54.70,-117.92,3522,63.57,7.47,,,,,,
54.70,-117.90,3532,63.89,7.44,,,,,,
54.70,-117.88,3553,64.53,7.41,,,,,,
54.70,-117.86,3508,63.20,7.39,,,,,,
54.70,-117.84,3448,61.46,7.38,,,,,,
54.70,-117.82,3422,60.68,7.37,,,,,,
54.70,-117.80,3378,59.38,7.37,,,,,,
54.70,-117.78,3344,58.39,7.37,,,,,,
54.70,-117.76,3340,58.24,7.37,,,,,,
54.70,-117.74,3399,59.96,7.38,,,,,,
54.70,-117.72,3394,59.81,7.40,,,,,,
54.70,-117.70,3352,58.62,7.41,,,,,,
54.70,-117.68,3343,58.38,7.43,,,,,,
54.70,-117.66,3321,57.80,7.45,,,,,,
54.70,-117.64,3282,56.72,7.47,,,,,,
54.70,-117.62,3277,56.63,7.49,,,,,,
54.70,-117.60,3283,56.86,7.51,,,,,,
54.70,-117.58,3281,56.87,7.52,,,,,,
54.70,-117.56,3280,56.91,7.53,,,,,,
54.70,-117.54,3284,57.06,7.55,,,,,,
54.70,-117.52,3294,57.36,7.56,,,,,,
54.70,-117.50,3309,57.86,7.56,,,,,,
54.70,-117.48,3305,57.77,7.57,,,,,,
54.70,-117.46,3310,57.93,7.57,,,,,,
54.70,-117.44,3278,56.97,7.57,,,,,,
54.70,-117.42,3229,55.52,7.57,,,,,,
54.70,-117.40,3188,54.27,7.56,,,,,,
54.70,-117.38,3153,53.19,7.55,,,,,,
54.70,-117.36,3104,51.72,7.54,,,,,,
54.70,-117.34,3083,51.08,7.52,,,,,,
54.70,-117.32,3060,50.42,7.49,,,,,,
54.70,-117.30,3068,50.69,7.47,,,,,,
54.70,-117.28,3058,50.36,7.43,,,,,,
54.70,-117.26,3011,48.94,7.40,,,,,,
54.70,-117.24,2987,48.17,7.36,,,,,,
54.70,-117.22,3000,48.46,7.32,,,,,,
54.70,-117.20,2992,48.10,7.27,,,,,,
54.70,-117.18,2947,46.71,7.23,,,,,,
54.70,-117.16,2898,45.23,7.18,,,,,,
54.70,-117.14,2914,45.71,7.13,,,,,,
54.70,-117.12,2926,46.18,7.08,,,,,,
54.70,-117.10,2922,46.26,7.03,,,,,,
54.70,-117.08,2898,45.79,6.97,,,,,,
54.70,-117.06,2896,45.96,6.92,,,,,,
54.70,-117.04,2873,45.47,6.87,,,,,,
54.70,-117.02,2868,45.48,6.82,,,,,,
54.70,-117.00,2868,45.60,6.77,,,,,,
54.70,-116.98,2849,45.12,6.74,,,,,,
54.70,-116.96,2839,44.84,6.70,,,,,,
54.70,-116.94,2841,44.90,6.68,,,,,,
54.70,-116.92,2841,44.88,6.67,,,,,,
54.70,-116.90,2839,44.79,6.66,,,,,,
54.70,-116.88,2827,44.38,6.67,,,,,,
54.70,-116.86,2808,43.77,6.70,,,,,,
54.70,-116.84,2803,43.57,6.73,,,,,,
54.70,-116.82,2807,43.57,6.77,,,,,,
54.70,-116.80,2812,43.61,6.83,,,,,,
54.70,-116.78,2809,43.41,6.88,,,,,,
54.70,-116.76,2811,43.33,6.95,,,,,,
54.70,-116.74,2800,42.87,7.01,,,,,,
54.70,-116.72,2785,42.30,7.07,,,,,,
54.70,-116.70,2764,41.55,7.14,,,,,,
54.70,-116.68,2740,40.70,7.20,,,,,,
54.70,-116.66,2711,39.72,7.27,,,,,,
54.70,-116.64,2725,39.96,7.33,,,,,,
54.70,-116.62,2720,39.66,7.39,,,,,,
54.70,-116.60,2720,39.51,7.44,,,,,,
54.70,-116.58,2722,39.40,7.50,,,,,,
54.70,-116.56,2708,38.86,7.55,,,,,,
54.70,-116.54,2679,37.90,7.59,,,,,,
54.70,-116.52,2670,37.54,7.64,,,,,,
54.70,-116.50,2669,37.45,7.68,,,,,,
54.70,-116.48,2658,37.06,7.72,,,,,,
54.70,-116.46,2650,36.79,7.75,,,,,,
54.70,-116.44,2666,37.25,7.79,,,,,,
54.70,-116.42,2621,35.94,7.82,,,,,,
54.70,-116.40,2605,35.49,7.84,,,,,,
54.70,-116.38,2598,35.31,7.87,,,,,,
54.70,-116.36,2589,35.06,7.89,,,,,,
54.70,-116.34,2590,35.13,7.91,,,,,,
54.70,-116.32,2595,35.30,7.92,,,,,,
54.70,-116.30,2607,35.70,7.94,,,,,,
54.70,-116.28,2639,36.69,7.96,,,,,,
54.70,-116.26,2675,37.75,7.97,,,,,,
54.70,-116.24,2699,38.51,7.98,,,,,,
54.70,-116.22,2708,38.80,7.99,,,,,,
54.70,-116.20,2679,38.03,8.01,,,,,,
54.70,-116.18,2670,37.84,8.02,,,,,,
54.70,-116.16,2694,38.65,8.03,,,,,,
54.70,-116.14,2717,39.41,8.04,,,,,,
54.70,-116.12,2712,39.36,8.05,,,,,,
54.70,-116.10,2702,39.12,8.06,,,,,,
54.70,-116.08,2731,40.04,8.07,,,,,,
54.70,-116.06,2805,42.24,8.08,,,,,,
54.70,-116.04,2803,42.19,8.09,,,,,,
54.70,-116.02,2764,41.06,8.10,,,,,,
54.70,-116.00,2750,40.66,8.11,,,,,,
54.70,-115.98,2776,41.41,8.11,,,,,,
54.70,-115.96,2751,40.68,8.12,,,,,,
54.70,-115.94,2743,40.46,8.12,,,,,,
54.70,-115.92,2764,41.07,8.13,,,,,,
54.70,-115.90,2750,40.65,8.13,,,,,,
54.70,-115.88,2727,39.95,8.14,,,,,,
54.70,-115.86,2718,39.65,8.14,,,,,,
54.70,-115.84,2701,39.11,8.14,,,,,,
54.70,-115.82,2688,38.72,8.14,,,,,,
54.70,-115.80,2665,38.02,8.14,,,,,,
54.70,-115.78,2654,37.67,8.14,,,,,,
54.70,-115.76,2649,37.54,8.14,,,,,,
54.70,-115.74,2666,38.02,8.14,,,,,,
54.70,-115.72,2660,37.86,8.14,,,,,,
54.70,-115.70,2655,37.70,8.14,,,,,,
54.70,-115.68,2630,36.97,8.14,,,,,,
54.70,-115.66,2592,35.88,8.14,,,,,,
54.70,-115.64,2568,35.17,8.14,,,,,,
54.70,-115.62,2554,34.77,8.14,,,,,,
54.70,-115.60,2521,33.80,8.14,,,,,,
54.70,-115.58,2495,33.06,8.14,,,,,,
54.70,-115.56,2474,32.43,8.14,,,,,,
54.70,-115.54,2477,32.53,8.14,,,,,,
54.70,-115.52,2485,32.77,8.14,,,,,,
54.70,-115.50,2477,32.54,8.14,,,,,,
54.72,-118.50,3785,70.60,8.14,,,,,,
54.72,-118.48,3769,70.13,8.14,,,,,,
54.72,-118.46,3827,71.82,8.14,,,,,,
54.72,-118.44,3840,72.19,8.14,,,,,,
54.72,-118.42,3844,72.31,8.14,,,,,,
