config.b190k1680mu0700j02s16t08,
   6  12  15   6,  0.37945752157242457203
   6  13   0   6,  0.23189940760342814263
   6  13   1   6,  0.13122745059281679114
   6  13   2   6, 0.059904533776245869059
   6  13   3   6, 0.025700771113741686935
   6  13   4   6,0.0087226733957319110141
   6  13   5   6,-0.0027138232114830174863
   6  13   6   6,-0.010760029580733748364
   6  13   7   6,-0.012045251664166166383
   6  13   8   6,-0.0077646897356989982159
   6  13   9   6,-0.0033265062252805640761
   6  13  10   6,-0.0024223950630415293922
   6  13  11   6,-0.0042811090873394064965
   6  13  12   6, 0.007063780148856235036
   6  13  13   6, 0.062534893593177071081
   6  13  14   6,   0.1733344165296885897
   6  13  15   6,   0.2738690855081626907
   6  14   0   6,  0.10444309565320158972
   6  14   1   6, 0.069812820867097696853
   6  14   2   6, 0.036125834582798888039
   6  14   3   6,  0.01554290040523292199
   6  14   4   6,0.00087429118146778710824
   6  14   5   6,-0.016879563668728229248
   6  14   6   6,-0.035728611863249729041
   6  14   7   6, -0.03859878063064669379
   6  14   8   6,-0.028636066503933105265
   6  14   9   6,-0.023490341764613821562
   6  14  10   6,-0.030326708502693755509
   6  14  11   6,-0.047585750377944012468
   6  14  12   6,-0.057638998876352737222
   6  14  13   6,-0.030249299040145116724
   6  14  14   6,  0.03896374553523136719
   6  14  15   6,  0.10076711578690934756
   6  15   0   6, 0.030239900980117750962
   6  15   1   6, 0.026788313402563504462
   6  15   2   6,  0.01471145487096386581
   6  15   3   6, 0.001377131379808613134
   6  15   4   6,-0.020279360597094960028
   6  15   5   6,-0.068498963229484288728
   6  15   6   6, -0.12937849505281923124
   6  15   7   6, -0.12278040774897623633
   6  15   8   6,-0.074295444874311250549
   6  15   9   6,-0.046230603693160315926
   6  15  10   6,-0.041879542419808679643
   6  15  11   6,-0.051453990113798614425
   6  15  12   6,-0.061744087500516658951
   6  15  13   6,-0.053470205213280531942
   6  15  14   6, -0.02063164259938678885
   6  15  15   6, 0.010609547898929806015
   7   0   0   6,-0.0073788222839228020944
   7   0   1   6,-0.0038036203404348371826
   7   0   2   6,-0.0077219457311411450473
   7   0   3   6,-0.015290598812603984832
   7   0   4   6,-0.032631625875159206429
   7   0   5   6,-0.080385774090990361196
   7   0   6   6, -0.14695997527483539713
   7   0   7   6, -0.13811989724229822851
   7   0   8   6, -0.08127805425269221673
   7   0   9   6,-0.046166607451224722647
   7   0  10   6,-0.036031336521034837417
   7   0  11   6,-0.041927540031981021251
   7   0  12   6,-0.055193646877144279805
   7   0  13   6,-0.057188317179894365694
   7   0  14   6,-0.039840885793073078924
   7   0  15   6,-0.022921179627913651489
   7   1   0   6,-0.0015316217270162453198
   7   1   1   6,-0.0089693383986909538258
   7   1   2   6, -0.01803108124487999564
   7   1   3   6,-0.028353404218724884145
   7   1   4   6,-0.053438363728674879993
   7   1   5   6, -0.12293185313255058921
   7   1   6   6, -0.21198772199863691323
   7   1   7   6, -0.17571777143478714556
   7   1   8   6,-0.086957773065623078512
   7   1   9   6,-0.038414184968415962529
   7   1  10   6,-0.020500158433555810272
   7   1  11   6,-0.017910847916714541656
   7   1  12   6,-0.022137013790934877144
   7   1  13   6,-0.020553164474944107115
   7   1  14   6,-0.010220076824762003298
   7   1  15   6,-0.0043562953137408922527
   7   2   0   6,0.0075348199497312041625
   7   2   1   6,-0.023525322839672409281
   7   2   2   6,-0.036896313647332298902
   7   2   3   6,-0.040261517198259724748
   7   2   4   6,-0.056387623657251161047
   7   2   5   6,-0.098045930636662670388
   7   2   6   6, -0.13658740459046400662
   7   2   7   6,  -0.1047838261414915928
   7   2   8   6,-0.050921259250548023267
   7   2   9   6,-0.020366501321632545646
   7   2  10   6,-0.007092356047262908178
   7   2  11   6,-0.0023245468995213231303
   7   2  12   6,0.00054718926170621833699
   7   2  13   6,0.0088201270238871167656
   7   2  14   6, 0.021383889111228078506
   7   2  15   6, 0.024478933972810673625
   7   3   0   6, 0.006914461674128779059
   7   3   1   6,-0.056893407713526585046
   7   3   2   6,-0.065669704767998604567
   7   3   3   6, -0.04568842342363474418
   7   3   4   6,-0.038098207657941154936
   7   3   5   6,-0.042897411461977230651
   7   3   6   6,-0.043655600720055129371
   7   3   7   6,-0.030260386721407132177
   7   3   8   6,-0.014672345883692778507
   7   3   9   6,-0.0050626620670937497182
   7   3  10   6,0.0011638658961166028355
   7   3  11   6,0.0065674405319726125718
   7   3  12   6, 0.014456677508230488319
   7   3  13   6, 0.028764452895613839417
   7   3  14   6,  0.04815242260565402721
   7   3  15   6, 0.051188463278851584204
   7   4   0   6,-0.018777523692415101775
   7   4   1   6,-0.078460945077485022559
   7   4   2   6,-0.072214399629887141008
   7   4   3   6,-0.036172565033930521861
   7   4   4   6,-0.014198447514465958874
   7   4   5   6,-0.0042257604352628850425
   7   4   6   6,0.0041718759525785553341
   7   4   7   6, 0.012380615965633189057
   7   4   8   6, 0.016274967498798146442
   7   4   9   6, 0.013813123956883799695
   7   4  10   6, 0.011316836960751168115
   7   4  11   6, 0.013702084132234797556
   7   4  12   6, 0.020800771879543201309
   7   4  13   6, 0.032601017757838655908
   7   4  14   6, 0.045775442417345282853
   7   4  15   6, 0.035433458883628081437
   7   5   0   6,-0.037179938885818893113
   7   5   1   6, -0.05959210100670854493
   7   5   2   6,-0.044327380907757660267
   7   5   3   6,-0.015100729458479740519
   7   5   4   6,0.0053644868205029692942
   7   5   5   6, 0.019390592360947814937
   7   5   6   6,  0.03557217119400517269
   7   5   7   6, 0.059192742442679455173
   7   5   8   6, 0.082116556540207830128
   7   5   9   6, 0.073915397204122434971
   7   5  10   6, 0.042800634896026555631
   7   5  11   6, 0.026170142466136019077
   7   5  12   6, 0.022658212554897180779
   7   5  13   6, 0.022613131596135448154
   7   5  14   6, 0.018627754876849852983
   7   5  15   6,-0.0035086388771991463414
   7   6   0   6, -0.02560449176706161567
   7   6   1   6,-0.027626649713114272144
   7   6   2   6,-0.015758700849039665448
   7   6   3   6,0.00040580093391761966858
   7   6   4   6, 0.014400289296555165985
   7   6   5   6, 0.030153076401927870337
   7   6   6   6, 0.060899283273942950157
   7   6   7   6,  0.13240202641542750395
   7   6   8   6,   0.2489122585701821766
   7   6   9   6,  0.26055128769607788231
   7   6  10   6,   0.1270138520680667571
   7   6  11   6, 0.048331482752834498129
   7   6  12   6, 0.024029083940767376887
   7   6  13   6, 0.014608977787158666795
   7   6  14   6,0.0040971899095246702011
   7   6  15   6,-0.013098873885710231313
   7   7   0   6,-0.0090422251796718460665
   7   7   1   6,-0.007650511090565761084
   7   7   2   6,-0.0017588317744587746508
   7   7   3   6, 0.005479142870585537034
   7   7   4   6, 0.013654116784411189645
   7   7   5   6, 0.027905571919985282942
   7   7   6   6, 0.066446868890793223117
   7   7   7   6,  0.18164094971272121137
   7   7   8   6,  0.42874231000913587408
   7   7   9   6,  0.49638244153744298659
   7   7  10   6,  0.21331429236700014118
   7   7  11   6, 0.061147298990129078655
   7   7  12   6, 0.023082211236870986415
   7   7  13   6, 0.013644651144945067062
   7   7  14   6,0.0055427647987012973116
   7   7  15   6,-0.0045496382555994278538
   7   8   0   6,0.0049009712587143473145
   7   8   1   6,0.0033449743589345406342
   7   8   2   6,0.0039475842195289666953
   7   8   3   6,0.0056546867954005613013
   7   8   4   6,0.0091957950890905054697
   7   8   5   6, 0.018263439706163769188
   7   8   6   6, 0.044746614335189172085
   7   8   7   6,  0.12119941140058759776
   7   8   8   6,  0.27475877017909772215
   7   8   9   6,    0.305253992654272166
   7   8  10   6,  0.12743756771776387771
   7   8  11   6, 0.034269128189369474358
   7   8  12   6, 0.016799301085326377031
   7   8  13   6, 0.017286993896932535686
   7   8  14   6, 0.015049548503988888215
   7   8  15   6,  0.00916130544047989194
   7   9   0   6, 0.023471451361749801068
   7   9   1   6, 0.014781510934894702761
   7   9   2   6,0.0092048880116203709439
   7   9   3   6,0.0064562263928009851199
   7   9   4   6,0.0064433883500456812232
   7   9   5   6, 0.010336836344323816275
   7   9   6   6, 0.021635155914662789617
   7   9   7   6, 0.047374531353703334957
   7   9   8   6,  0.08567822801762267626
   7   9   9   6, 0.083896867381394166219
   7   9  10   6, 0.034254682702643812764
   7   9  11   6, 0.011178326203660073762
   7   9  12   6,  0.01694095816839556734
   7   9  13   6,  0.02922069302876927066
   7   9  14   6, 0.034742902046374389557
   7   9  15   6, 0.032052198555636762789
   7  10   0   6, 0.057022446506618258699
   7  10   1   6,  0.03408895498913815103
   7  10   2   6,  0.01886753737789299834
   7  10   3   6, 0.010763405126424950564
   7  10   4   6,0.0071354830151368342506
   7  10   5   6,0.0067242292933663615553
   7  10   6   6,0.0092802197626318406326
   7  10   7   6,  0.01500107063700835755
   7  10   8   6, 0.022099624285120508804
   7  10   9   6, 0.021835712705732909789
   7  10  10   6, 0.015039789079765943439
   7  10  11   6, 0.018730501342063169551
   7  10  12   6, 0.037429951186733423363
   7  10  13   6, 0.061008983978194417097
   7  10  14   6,  0.07673283935529107147
   7  10  15   6, 0.077715055895377360695
   7  11   0   6,  0.10483707851894472074
   7  11   1   6, 0.061717693894821019918
   7  11   2   6, 0.033684428975296033804
   7  11   3   6,  0.01875946837038244136
   7  11   4   6, 0.010568141505101245198
   7  11   5   6,0.0058254920919495667073
   7  11   6   6,0.0034494555366467571228
   7  11   7   6,0.0036080131855543988613
   7  11   8   6,0.0071312612305028388882
   7  11   9   6, 0.013967609489052729491
   7  11  10   6, 0.024393217835598744736
   7  11  11   6, 0.043016744072123795639
   7  11  12   6, 0.073829293201680010195
   7  11  13   6,  0.11049430190278025643
   7  11  14   6,  0.13946374338955802585
   7  11  15   6,  0.14661094641949889983
   7  12   0   6,  0.12967864933293274388
   7  12   1   6,  0.07982725919166486217
   7  12   2   6, 0.045281821254447261749
   7  12   3   6, 0.025732361455438963055
   7  12   4   6, 0.013819338541600285908
   7  12   5   6,0.0054908736241948939705
   7  12   6   6,-0.00015150215474722780913
   7  12   7   6,-0.0021134925239335174661
   7  12   8   6,0.00099361251963373626792
   7  12   9   6, 0.009816994210888049105
   7  12  10   6, 0.024184489823146484988
   7  12  11   6, 0.045782626875480028628
   7  12  12   6, 0.078723941777623721028
   7  12  13   6,  0.12090962737871982502
   7  12  14   6,  0.16059851406594866097
   7  12  15   6,  0.17948209676932880274
   7  13   0   6, 0.095586697625736405382
   7  13   1   6, 0.066496331907754349655
   7  13   2   6, 0.040880454697076962223
   7  13   3   6, 0.024056962446505521236
   7  13   4   6, 0.012485675181890405414
   7  13   5   6,0.0028745981298808481741
   7  13   6   6,-0.0051430227277845571437
   7  13   7   6,-0.0089261106568578399423
   7  13   8   6,-0.0073713554430031129339
   7  13   9   6,-0.002915711583587375557
   7  13  10   6,0.0011380097144382539387
   7  13  11   6,0.0043578643082279608714
   7  13  12   6, 0.015110555898889909895
   7  13  13   6, 0.044529653888333686762
   7  13  14   6, 0.086920375296954066613
   7  13  15   6,  0.11995538131240517099
   7  14   0   6, 0.038449148065532977314
   7  14   1   6, 0.033669146005764261087
   7  14   2   6,  0.02266902738494765146
   7  14   3   6, 0.013066734812783597358
   7  14   4   6,0.0045781241541459931008
   7  14   5   6,-0.0061817001829315059228
   7  14   6   6,-0.018847247256868253362
   7  14   7   6,-0.024752144027833843098
   7  14   8   6,-0.022251100609488552728
   7  14   9   6,-0.020293856975450469404
   7  14  10   6,-0.025652532157728297896
   7  14  11   6,-0.039703617483607463179
   7  14  12   6,-0.051641730887498335512
   7  14  13   6,-0.040227376549774845893
   7  14  14   6,-0.0035833715537505611559
   7  14  15   6, 0.033312698063738585552
   7  15   0   6,0.0037437742195367065823
   7  15   1   6,0.0077657785686155783242
   7  15   2   6,0.0042214077412175412748
   7  15   3   6,-0.001422550709546898523
   7  15   4   6,-0.010784220133850271756
   7  15   5   6,-0.031970437499466791698
   7  15   6   6,-0.061159056002397682583
   7  15   7   6,-0.066013319385570187747
   7  15   8   6,-0.048078413970725764059
   7  15   9   6,-0.034578009200605490381
   7  15  10   6, -0.03291672895461322107
   7  15  11   6,-0.041635469694399837581
   7  15  12   6,-0.054124838184863237334
   7  15  13   6,-0.053867766945289191627
   7  15  14   6,-0.033323611562436877831
   7  15  15   6,-0.0097452325242018411622
   8   0   0   6,-0.025053804946119435232
   8   0   1   6,-0.024936636429169992818
   8   0   2   6,-0.024976896517228366207
   8   0   3   6,-0.022202342369013826351
   8   0   4   6,-0.019600815423851461472
   8   0   5   6, -0.02483799689006470357
   8   0   6   6,-0.039085647560076278162
   8   0   7   6,-0.042430240644658841209
   8   0   8   6, -0.03079546700517416663
   8   0   9   6,-0.020404687097531695739
   8   0  10   6,-0.018074148768644965335
   8   0  11   6,-0.025877276089959749122
   8   0  12   6,-0.041701328638989600128
   8   0  13   6,-0.047639941626112625173
   8   0  14   6,-0.037390141450549599367
   8   0  15   6,-0.027810553768297850696
   8   1   0   6,-0.040045653618259187401
   8   1   1   6,-0.055819488965245675494
   8   1   2   6,-0.055629566726074761163
   8   1   3   6,   -0.041905812048066024
   8   1   4   6,-0.030343567601680828533
   8   1   5   6,-0.032375168983077837193
   8   1   6   6,-0.046553490249830742354
   8   1   7   6, -0.04643085198177816092
   8   1   8   6,-0.029943292119737407314
   8   1   9   6,-0.016107461612659294825
   8   1  10   6, -0.01064752528302210545
   8   1  11   6,-0.013949679048349830635
   8   1  12   6,-0.021073040440329975087
   8   1  13   6,-0.021381176452556664019
   8   1  14   6,-0.017504558594665504262
   8   1  15   6,-0.022522566203401334778
   8   2   0   6,-0.084851144856452731524
   8   2   1   6,  -0.1404496278806458831
   8   2   2   6, -0.12867154079658482679
   8   2   3   6,-0.074905828596728202262
   8   2   4   6,-0.038136406071395900774
   8   2   5   6,-0.027001571911141178384
   8   2   6   6,-0.029521113444626496947
   8   2   7   6,-0.027575397188505140073
   8   2   8   6, -0.01749540846216312423
   8   2   9   6,-0.0085747611439954182083
   8   2  10   6, -0.00455477737043134389
   8   2  11   6,-0.0045329253940923821403
   8   2  12   6,-0.0032398082917436750623
   8   2  13   6,0.0003274941094683665602
   8   2  14   6,-0.0013462475522920463664
   8   2  15   6,-0.026308017977980595326
   8   3   0   6, -0.17078996367557147673
   8   3   1   6, -0.28118663698847751187
   8   3   2   6, -0.23533924051315430193
   8   3   3   6, -0.11063660080264460517
   8   3   4   6,-0.037861499403958873144
   8   3   5   6,-0.012976381864188729631
   8   3   6   6,-0.0066441672451761149554
   8   3   7   6,-0.0048388352000760300603
   8   3   8   6,-0.0026618067694336314602
   8   3   9   6,-0.001334830934154668941
   8   3  10   6,-0.00092206384810030557128
   8   3  11   6,-9.6833449909542509276e-05
   8   3  12   6,0.0030950251805253172974
   8   3  13   6,0.0060773626677987861028
   8   3  14   6,-0.0023137183758872282256
   8   3  15   6,-0.054391881614930817634
   8   4   0   6, -0.20942192421707336858
   8   4   1   6, -0.30986849112770048498
   8   4   2   6, -0.23990677798116841202
   8   4   3   6, -0.10022888277595752571
   8   4   4   6,-0.023051766442365791143
   8   4   5   6,0.0040844660047048720469
   8   4   6   6, 0.014098397277605607264
   8   4   7   6, 0.019894245719436796233
   8   4   8   6, 0.021927647643374466313
   8   4   9   6, 0.014705327653989876818
   8   4  10   6,0.0047429177564951435775
   8   4  11   6,0.00051100808201674135026
   8   4  12   6,0.00088841703379428579868
   8   4  13   6,-7.5526942323969527976e-05
   8   4  14   6,-0.016595433768887848935
   8   4  15   6,-0.083706194506907305453
   8   5   0   6,  -0.1422663164920504042
   8   5   1   6, -0.18086832073648581587
   8   5   2   6, -0.13064977951537412593
   8   5   3   6,-0.050184699957487984012
   8   5   4   6,-0.0024351606775687615301
   8   5   5   6,  0.01983482200185741201
   8   5   6   6, 0.038438594749455934352
   8   5   7   6, 0.067896834074332973463
   8   5   8   6,  0.10051974128272976594
   8   5   9   6, 0.085263097564005491114
   8   5  10   6, 0.033860273862592771277
   8   5  11   6,0.0081234049774336954813
   8   5  12   6,0.0016018364428651466098
   8   5  13   6,-0.003838105931214669253
   8   5  14   6, -0.02209257054683448282
   8   5  15   6,-0.072602112436454424582
   8   6   0   6,-0.063256566393251237312
   8   6   1   6,-0.069436088524082631435
   8   6   2   6,-0.046389880667528651803
   8   6   3   6,-0.014152866548952534528
   8   6   4   6,0.0091634625899712079944
   8   6   5   6, 0.028737592590367372347
   8   6   6   6, 0.065558775085460568866
   8   6   7   6,  0.16145052245078012065
   8   6   8   6,  0.33371483845158900206
   8   6   9   6,  0.33910716290611686574
   8   6  10   6,  0.13004773948103715009
   8   6  11   6,  0.02980113542005161098
   8   6  12   6, 0.006826066434978051399
   8   6  13   6,-0.00091180463595059676237
   8   6  14   6,-0.013893980505142101978
   8   6  15   6,-0.039612146109338171318
   8   7   0   6,-0.020469753406266947421
   8   7   1   6,-0.020679015553526233773
   8   7   2   6,-0.012214661485608709415
   8   7   3   6,-0.00055075371256638476665
   8   7   4   6,  0.01088731967353272212
   8   7   5   6, 0.028048170893771220968
   8   7   6   6, 0.076427495925959293421
   8   7   7   6,  0.23717473574499031708
   8   7   8   6,  0.61991667879487888371
   8   7   9   6,  0.70167789653605316946
   8   7  10   6,  0.24432821371869278826
   8   7  11   6, 0.047110750157168673757
   8   7  12   6, 0.010034074818863350856
   8   7  13   6,0.0046252198223448517944
   8   7  14   6,-0.0016917493162354113254
   8   7  15   6, -0.01319296334894531908
   8   8   0   6,-0.00015968973140281068034
   8   8   1   6,-0.0022049868946970490116
   8   8   2   6,-0.00047087146239779701165
   8   8   3   6,0.0034073719875749226317
   8   8   4   6,0.0091999143690650875271
   8   8   5   6, 0.021209474948032838726
   8   8   6   6, 0.055769131734174970383
   8   8   7   6,  0.16161475580201592472
   8   8   8   6,  0.39003339236306150406
   8   8   9   6,  0.42227765549854251459
   8   8  10   6,  0.14798397001464061451
   8   8  11   6, 0.025321210328829259206
   8   8  12   6,0.0069612075515515540666
   8   8  13   6, 0.010471366091047141361
   8   8  14   6, 0.010364963131041422112
   8   8  15   6,0.0045200189816438978915
   8   9   0   6, 0.014635695846784691626
   8   9   1   6,0.0082931760596553528997
   8   9   2   6,0.0057672926396108038088
   8   9   3   6,0.0060581791099222999028
   8   9   4   6,0.0087790989118104803546
   8   9   5   6, 0.015437054919233934164
   8   9   6   6, 0.031065425512576221728
   8   9   7   6,  0.06652757114857454912
   8   9   8   6,  0.12249923545700716621
   8   9   9   6,  0.12063273699685173046
   8   9  10   6, 0.046434854453868329438
   8   9  11   6,0.0090972465804303632997
   8   9  12   6,  0.01080432338350495805
   8   9  13   6, 0.022593226195981062215
   8   9  14   6, 0.026888884390888295739
   8   9  15   6, 0.022063219706288370037
   8  10   0   6, 0.032272803821251763723
   8  10   1   6, 0.019511652882696496614
   8  10   2   6, 0.012990877098857954441
   8  10   3   6, 0.010719759231711933206
   8  10   4   6, 0.010858276619438835334
   8  10   5   6, 0.012772302871354427115
   8  10   6   6, 0.016961725712708663333
   8  10   7   6, 0.025007493077224596939
   8  10   8   6, 0.036844333811970740589
   8  10   9   6, 0.039862060613813830867
   8  10  10   6, 0.028409988623838179633
   8  10  11   6, 0.024056724776091858997
   8  10  12   6, 0.036088549498849709085
   8  10  13   6, 0.052105380293716113682
   8  10  14   6, 0.056251031847336457892
   8  10  15   6, 0.047549711055153424943
   8  11   0   6, 0.050602145984335086815
   8  11   1   6,  0.03215742134581367484
   8  11   2   6, 0.022628273552101854649
   8  11   3   6, 0.018053777287263265278
   8  11   4   6, 0.014975136321920861499
   8  11   5   6, 0.011968696624546925483
   8  11   6   6,0.0093568650099926271857
   8  11   7   6,0.0089798704999285924866
   8  11   8   6, 0.014041174081549836344
   8  11   9   6, 0.024901054955786913747
   8  11  10   6, 0.037733044511341705396
   8  11  11   6, 0.054580596441989599754
   8  11  12   6, 0.077740591720530993758
   8  11  13   6, 0.094801775066005844472
   8  11  14   6, 0.092898281329322818234
   8  11  15   6, 0.076926184393207544532
   8  12   0   6, 0.055090464915862016881
   8  12   1   6, 0.039205032650572096964
   8  12   2   6, 0.030504579877084013473
   8  12   3   6, 0.024818070148639254785
   8  12   4   6, 0.018678549007174617691
   8  12   5   6, 0.011393010451238715086
   8  12   6   6,0.0045039777310967163068
   8  12   7   6,0.00083131897452454629055
   8  12   8   6,0.0040100328290801224435
   8  12   9   6, 0.016272615229372146967
   8  12  10   6, 0.036356093872186891203
   8  12  11   6, 0.062367098882850850738
   8  12  12   6, 0.089030274432643941029
   8  12  13   6,  0.10253463866929532489
   8  12  14   6, 0.096974630176705156615
   8  12  15   6, 0.082827005728248512262
   8  13   0   6, 0.036522699327114604984
   8  13   1   6, 0.031822554948460625435
   8  13   2   6, 0.028086776958049460007
   8  13   3   6, 0.023857594453597318757
   8  13   4   6, 0.017291649172282212016
   8  13   5   6,0.0086833469864210262312
   8  13   6   6,0.00022165206102495648918
   8  13   7   6,-0.0047946542876587455381
   8  13   8   6,-0.0036751202522344391006
   8  13   9   6,0.0036530081578566710003
   8  13  10   6, 0.014966558963724268388
   8  13  11   6, 0.027135962297755507333
   8  13  12   6, 0.036961284681893691317
   8  13  13   6, 0.042901690278761173136
   8  13  14   6, 0.046037339250921543998
   8  13  15   6, 0.049096843479036908486
   8  14   0   6,0.0085632641622069606557
   8  14   1   6, 0.012579561277501042499
   8  14   2   6, 0.013285498106403760554
   8  14   3   6, 0.012060670807010922395
   8  14   4   6, 0.008336148273610642645
   8  14   5   6,0.0016929901045328009379
   8  14   6   6,-0.0066096730197659657111
   8  14   7   6,-0.011938853883958329416
   8  14   8   6,-0.011581968750444990648
   8  14   9   6,-0.008756476314561917329
   8  14  10   6,-0.0078500034692178879969
   8  14  11   6,-0.012468345963337271534
   8  14  12   6,-0.021216205490841102271
   8  14  13   6,-0.022419002191800325996
   8  14  14   6,-0.010431232130684309212
   8  14  15   6, 0.005899246741057118798
   8  15   0   6,-0.010167800005145066072
   8  15   1   6,-0.0064000375522135829337
   8  15   2   6,-0.005467359091480092359
   8  15   3   6,-0.0047562672113684433678
   8  15   4   6,-0.005289409335029703757
   8  15   5   6,-0.010684662396171063989
   8  15   6   6,-0.021030840334202549613
   8  15   7   6, -0.02606172326336370082
   8  15   8   6,-0.021644827705692679803
   8  15   9   6,-0.015906535485469646546
   8  15  10   6, -0.01418702472834345793
   8  15  11   6,-0.019346558758679341383
   8  15  12   6,-0.031162858360548099934
   8  15  13   6,-0.037070352109447445021
   8  15  14   6,-0.028220242111945098573
   8  15  15   6,-0.014980734734696903032
   9   0   0   6,-0.028009376802902490045
   9   0   1   6, -0.03326852433919785107
   9   0   2   6,-0.033236829208424703563
   9   0   3   6,-0.025683653399881448132
   9   0   4   6,-0.016071343968597540802
   9   0   5   6,-0.010299860960910458066
   9   0   6   6,-0.010459586530919854838
   9   0   7   6,-0.011418919182877389912
   9   0   8   6,-0.0088965812840044178333
   9   0   9   6,-0.005972739218161614988
   9   0  10   6,-0.0060650629585441064723
   9   0  11   6,-0.012247464138980868054
   9   0  12   6,-0.023082305742105412721
   9   0  13   6,-0.027499046530979343039
   9   0  14   6,-0.024000727858004580056
   9   0  15   6,-0.021318981333299135555
   9   1   0   6,-0.054832181988749804924
   9   1   1   6,-0.085111832317686000882
   9   1   2   6,-0.084596169335077756046
   9   1   3   6,-0.056223941525714776768
   9   1   4   6,-0.028462663869721630677
   9   1   5   6,-0.013567927629036925438
   9   1   6   6,-0.010695067667490931393
   9   1   7   6,-0.011310647322118906263
   9   1   8   6,-0.0087924042064701658089
   9   1   9   6,-0.0056788998342919777898
   9   1  10   6,-0.0054855592568737185713
   9   1  11   6,-0.0079072614885730852646
   9   1  12   6,-0.0080128123491531554057
   9   1  13   6,-0.0075999785027495159184
   9   1  14   6,-0.0099937145930446592834
   9   1  15   6,-0.022614242581828342127
   9   2   0   6, -0.13735479866326569254
   9   2   1   6,  -0.2381149568770837277
   9   2   2   6,   -0.217283562828122917
   9   2   3   6, -0.11348959534967517637
   9   2   4   6,-0.041219892168757828188
   9   2   5   6,-0.012419504408004959292
   9   2   6   6,-0.0058495316205135561641
   9   2   7   6,-0.0063269003855835215938
   9   2   8   6,-0.0054907164491005879675
   9   2   9   6,-0.0039192858028058788489
   9   2  10   6,-0.0032356746666660175446
   9   2  11   6,0.0012833592186337204784
   9   2  12   6,0.0094077333234140018969
   9   2  13   6,0.0099715251217836683995
   9   2  14   6,-0.00093958383852783540317
   9   2  15   6,-0.042634644053917571116
   9   3   0   6, -0.29540017330177603672
   9   3   1   6, -0.49969467440102444122
   9   3   2   6, -0.41610284698400978876
   9   3   3   6, -0.18046893273459524432
   9   3   4   6,-0.048983984399892030459
   9   3   5   6,-0.0072896256876393214497
   9   3   6   6,0.0016818593852429117481
   9   3   7   6,0.0017070363623010382289
   9   3   8   6,0.0010625468543723338814
   9   3   9   6,0.00019060034937431438902
   9   3  10   6,-0.00083848700049208755528
   9   3  11   6,0.0021417711541524882962
   9   3  12   6,0.0075039346019869597113
   9   3  13   6,0.0052802124343702284276
   9   3  14   6,-0.015629906689218313331
   9   3  15   6,-0.099955197700431971941
   9   4   0   6, -0.35604836582333371231
   9   4   1   6, -0.54072022553975940262
   9   4   2   6, -0.41687448843905061668
   9   4   3   6, -0.16642979317937922623
   9   4   4   6,-0.036966618658882698101
   9   4   5   6,0.0021840227526977919886
   9   4   6   6,  0.01203296266966577717
   9   4   7   6, 0.015718382564161716836
   9   4   8   6,  0.01701707980325064401
   9   4   9   6, 0.011288430469561837668
   9   4  10   6,0.0011518710283025378888
   9   4  11   6,-0.0051701228824864121567
   9   4  12   6,-0.0062467516331548636477
   9   4  13   6,-0.012095603997951183406
   9   4  14   6, -0.04083640126695111533
   9   4  15   6, -0.14333292799645599991
   9   5   0   6, -0.22698868256005655386
   9   5   1   6, -0.29569490226261196941
   9   5   2   6, -0.21532446047101588826
   9   5   3   6,-0.084988607840890462164
   9   5   4   6,-0.013868351523477113335
   9   5   5   6, 0.012009018802731514716
   9   5   6   6, 0.025982457216722390503
   9   5   7   6, 0.045414369430003001527
   9   5   8   6, 0.065748219479167785417
   9   5   9   6, 0.053304816256206109804
   9   5  10   6, 0.015837210316791097697
   9   5  11   6,-0.0054498111124284109169
   9   5  12   6,-0.011414288558488815822
   9   5  13   6,-0.018593853858941584989
   9   5  14   6,-0.043407869884556665729
   9   5  15   6, -0.11411161566071964524
   9   6   0   6,-0.094558633299706179587
   9   6   1   6, -0.10665346995868842106
   9   6   2   6,-0.074099616734147610853
   9   6   3   6,-0.028265504308239888798
   9   6   4   6,0.00058447586642213075411
   9   6   5   6, 0.017322269592754187262
   9   6   6   6, 0.041192346584878462845
   9   6   7   6, 0.098530166605173719052
   9   6   8   6,  0.18826242846031140954
   9   6   9   6,  0.17747191273373080778
   9   6  10   6, 0.061752476883687984488
   9   6  11   6,0.0046270650385889615375
   9   6  12   6,-0.0078282633711720950309
   9   6  13   6,-0.012969488558870024414
   9   6  14   6,-0.026659428582418043252
   9   6  15   6,-0.058767522668406985131
   9   7   0   6,-0.030475144913265146684
   9   7   1   6,-0.031462890570393323153
   9   7   2   6,-0.020487294642618468499
   9   7   3   6,-0.0058613599085356833315
   9   7   4   6, 0.005521279245344222833
   9   7   5   6, 0.017545480097546292675
   9   7   6   6, 0.047339851017145301304
   9   7   7   6,   0.1365970783370551167
   9   7   8   6,  0.31112063595572886365
   9   7   9   6,  0.31863159675404301163
   9   7  10   6,  0.10972175911616935395
   9   7  11   6, 0.014348913094132173876
   9   7  12   6,-0.0032685114698993338392
   9   7  13   6,-0.0046995442541902807468
   9   7  14   6,-0.0092704266901923269156
   9   7  15   6,-0.021294055073778531129
   9   8   0   6,-0.0048126817744378906291
   9   8   1   6,-0.0060107002404415762684
   9   8   2   6,-0.0027723120765033981011
   9   8   3   6,0.0022856948762205943522
   9   8   4   6,0.0074353433535839837804
