FTES = Full Time Equiv. Student (525 contact hrs.),CREDIT FTES (1),,,,,,,,,,,,,,,,,
Click Back to Subject Totals,MSJC MVC Total by Course,,,,,,,,,,,,,,,,,
Course,AY07-08,,,AY08-09,,,AY09-10,,,AY10-11,,,AY11-12,,,AY12-13,,
MATH-212H,,,0.3334,,,0.5001,,,1.3336000000000001,,1.3336000000000001,0.6668,,,,,,
MATH-213,,1.0002,2.5005000000000006,,3.834100000000001,2.0004000000000004,,3.167300000000001,4.5009,,4.834299999999999,4.3342,,4.3342,5.334399999999998,,3.167300000000001,5.667799999999997
MATH-213H,,,0.1667,,,,,0.5001,,,,1.6670000000000003,,0.6668,0.3334,,,
MATH-215,,,1.333,,,2.932600000000001,,,6.1318000000000055,,,5.598600000000005,,,5.598600000000005,,,4.665500000000003
MATH-218,,1.1997,,,1.8661999999999999,,,2.666000000000001,,,4.7988000000000035,,,3.332500000000002,,,4.398900000000003,
MATH-290,,,,,,,,,,,,,,,,,,
MATH-299,,,,,,,,,,,,,,0.0003,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Management/Supervision,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
MGT-103,,5.4999999999999964,3.5000000000000018,,5.699999999999996,7.899999999999988,,4.200000000000001,6.799999999999992,,9.299999999999983,8.799999999999985,,8.199999999999987,7.699999999999989,,6.5999999999999925,2.9000000000000012
MGT-103H,,,,,,,,0.1,0.4,,0.1,0.30000000000000004,,0.4,0.1,,0.1,
MGT-108,,,,,,,,,,,,,,,1.3,,1.5000000000000002,1.3
MGT-132,,,,,,1.5000000000000002,,,,,,,,,,,,
MGT-133,,,,,,,,,,,,,,,,,,
MGT-137,,,1.3,,2.0000000000000004,,,,2.600000000000001,,,,,,,,,
MGT-138,,,,,0.8999999999999999,,,1.4000000000000001,,,,,,,,,,
MGT-205,,,,,,,,3.5000000000000018,,,2.9000000000000012,,,3.4000000000000017,3.0000000000000013,,3.1000000000000014,
Multimedia,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
MUL-080,,2.3000000000000007,2.1000000000000005,1.0054,2.800000000000001,2.800000000000001,,4.300000000000001,2.500000000000001,,2.0000000000000004,6.699999999999992,,4.799999999999999,2.2249999999999996,,2.0000000000000004,
MUL-081,,1.7000000000000004,2.0000000000000004,,3.2000000000000015,4.100000000000001,,3.700000000000002,4.300000000000001,,4.4,,,,,,,
MUL-090,,0.2,1.0999999999999999,,0.8999999999999999,0.7,,0.7,1.8000000000000005,,1.4000000000000001,1.6000000000000003,,,,,,
MUL-110,,6.630399999999996,9.098999999999991,2.1935999999999996,11.842399999999977,11.033999999999983,,11.899999999999974,9.46779999999999,,9.267799999999992,10.150599999999987,,10.069599999999987,9.019399999999992,,14.358599999999972,10.463799999999985
MUL-112,,0.6,3.9725000000000006,,2.5760999999999994,2.7377000000000002,,2.2333,3.5283000000000024,,4.5366000000000035,4.024600000000004,,3.658000000000001,2.6435,,4.0638000000000005,3.9667000000000012
MUL-114,,1.3377000000000001,0.5484,,1.1882,2.3667000000000002,,1.6000000000000003,1.2795999999999998,,1.4623999999999997,1.1319000000000001,,,,,,
MUL-123,1.7493,2.500000000000001,1.0999999999999999,1.5537999999999996,2.2000000000000006,1.8000000000000005,,1.5000000000000002,2.2000000000000006,,2.600000000000001,2.3000000000000007,,3.2000000000000015,2.9000000000000012,,2.800000000000001,3.2000000000000015
MUL-124,,2.4029000000000007,3.1000000000000014,,2.3000000000000007,3.1000000000000014,,4.699999999999999,3.700000000000002,,3.5000000000000018,4.4,,,,,,
MUL-125,,,,,,,,,,,,,,,,,,
MUL-126,,,,,,,,,3.000600000000001,,1.6670000000000003,,,,,,,
MUL-127,,,0.8232,,0.6797,,,,1.6000000000000003,,,,,,,,,
MUL-131,,2.1144000000000003,2.1935999999999996,,2.1425000000000014,2.172,,2.3764,4.627500000000003,,4.642500000000002,4.799999999999999,,11.253999999999985,6.3669999999999956,,6.5999999999999925,8.899999999999984
MUL-133,,,,,,,,,,,,,,,2.1021999999999994,,,2.2000000000000006
MUL-137,,1.1616,1.5537999999999996,,2.1609000000000003,1.3377000000000001,,1.5435,1.2622999999999998,,1.5537999999999996,1.5000000000000002,,,3.0000000000000013,,2.2000000000000006,2.2000000000000006
MUL-139,,1.2,0.8999999999999999,,0.7999999999999999,0.9999999999999999,,0.30000000000000004,0.4,,1.3,0.8999999999999999,,,,,,
MUL-140,,0.5484,0.9597,,,0.259,,0.4113,0.9597,,1.371,1.6452,,1.0968,1.6452,,0.9597,1.7823
MUL-141,,0.4,0.4,,0.30000000000000004,,,0.5,0.30000000000000004,,,,,,,,,
MUL-143,,,0.2,,0.7999999999999999,0.4,,0.1,,,,,,,,,,
MUL-149,,,0.1003,,,0.2,,,,,,,,,,,,
MUL-150,,,1.3709999999999998,,,,,,,,,,,,,,,
MUL-158,,,,,,,,,,,,,,,,,,
MUL-214,,,,,,,,2.1999999999999997,2.1999999999999997,,,,,,,,3.400000000000001,
MUL-218,,,,,,,,,,,,,,,,,,
MUL-223,,,,,1.1141,0.8999999999999999,,0.9999999999999999,1.2,,0.5,1.4000000000000001,,0.9999999999999999,0.8999999999999999,,1.8000000000000005,1.3
MUL-224,,0.7,1.4000000000000001,,0.7999999999999999,0.7999999999999999,,0.8999999999999999,0.7999999999999999,,1.9000000000000006,2.2000000000000006,,,,,,
MUL-225,,,0.9999999999999999,,0.9999999999999999,0.7,,0.6,0.6,,0.8999999999999999,1.0999999999999999,,,,,,
MUL-245,,0.6102,0.1954,,0.4068,0.2,,,0.3908,,,,,,,,,
MUL-299,,,0.0003,0.028499999999999998,0.5084000000000001,0.137,,,0.002,,,,,,,0.0513,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Music,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
MUS-081,,,,,,0.1,,,,,,,,,,,,
MUS-100,,9.099999999999984,8.299999999999986,1.7365999999999995,13.499999999999968,11.899999999999974,,12.89999999999997,7.19999999999999,,6.5999999999999925,6.299999999999994,,7.39999999999999,12.299999999999972,,8.199999999999987,7.19999999999999
MUS-100H,,,,,,,,,,,,,,,0.4,,0.2,0.4
MUS-101,,6.399999999999993,6.199999999999994,,7.29999999999999,8.099999999999987,,11.999999999999973,9.399999999999983,,12.79999999999997,11.099999999999977,,8.399999999999986,10.499999999999979,,9.299999999999983,6.799999999999992
MUS-103,,2.0000000000000004,1.8000000000000005,,1.9000000000000006,2.600000000000001,,2.500000000000001,3.1000000000000014,,2.800000000000001,2.0000000000000004,,2.700000000000001,2.600000000000001,,2.600000000000001,2.9000000000000012
MUS-104,,,0.9999999999999999,,,0.7999999999999999,,,1.2,,,1.7000000000000004,,,1.3,,,1.7000000000000004
MUS-106,,,,,4.300000000000001,7.499999999999989,,8.136000000000005,7.999999999999988,,7.932600000000006,8.499999999999986,,4.000000000000002,3.9080000000000013,,4.000000000000002,
MUS-107,1.6352000000000002,9.199999999999983,6.5999999999999925,0.7312000000000001,9.099999999999984,6.5999999999999925,,8.499999999999986,7.499999999999989,,3.5000000000000018,3.800000000000002,,7.39999999999999,7.39999999999999,,7.599999999999989,7.39999999999999
MUS-108,0.4116,2.600000000000001,2.700000000000001,1.0054,1.8000000000000005,3.5000000000000018,,3.2000000000000015,3.1000000000000014,,2.3000000000000007,3.700000000000002,,7.39999999999999,3.900000000000002,,4.000000000000002,3.700000000000002
MUS-109,,3.1527000000000003,3.2241000000000004,,3.4000000000000017,5.399999999999997,,11.695499999999978,7.19999999999999,,7.729200000000006,7.19999999999999,,8.099999999999987,6.741299999999992,,8.399999999999986,7.603399999999989
MUS-110,,,,,,,,,,,,,,,,,,
MUS-111,1.4308,5.099999999999998,4.899999999999999,2.5592,4.799999999999999,8.899999999999984,,9.599999999999982,6.099999999999994,,8.299999999999986,9.399999999999983,,9.299999999999983,8.899999999999984,,9.799999999999981,8.299999999999986
MUS-112,,0.5,0.7,0.30870000000000003,0.4,0.7,,0.5,0.1,,0.7,0.8999999999999999,,0.8999999999999999,0.5,,0.5,0.5
MUS-113,,,,,,,,,,,,,,,,,,
MUS-114,,,,,,,,,,,,,,0.7998,1.5996,,,1.4663
MUS-115,,2.800000000000001,2.500000000000001,,2.700000000000001,3.1000000000000014,,3.5000000000000018,2.9000000000000012,,3.0000000000000013,2.800000000000001,,2.700000000000001,,,3.4000000000000017,
MUS-116,,,2.3000000000000007,,1.3,2.600000000000001,,2.800000000000001,2.800000000000001,,2.600000000000001,2.500000000000001,,,3.1000000000000014,,,3.3000000000000016
MUS-118,,,,,,,,,,,,,,,,,,
MUS-125,2.1462000000000003,4.200000000000001,3.800000000000002,2.4678,6.8999999999999915,6.8999999999999915,,6.999999999999991,7.799999999999988,,6.799999999999992,8.299999999999986,,4.300000000000001,4.699999999999999,,4.5,4.799999999999999
MUS-127,0.2044,1.3,1.3,0.30870000000000003,0.5,0.7999999999999999,,0.7999999999999999,1.0999999999999999,,1.4000000000000001,0.8999999999999999,,0.8999999999999999,0.8999999999999999,,0.6,0.5
MUS-140,,,,,,,,,,,,,,,,,,
MUS-141,,,,,,,,,,,,,,,,,,
MUS-142,,,,,,,,,,,,,,,,,,
MUS-143,,,,,,,,,,,,,,,,,,
MUS-145,,,,,,,,,,,,,,,,,,
MUS-146,,,,,,,,,,,,,,,,,,
MUS-147,,,,,,,,,,,,,,,,,,
MUS-148,,,,,,,,,,,,,,,,,,
MUS-150,,0.6,0.4,,0.7999999999999999,0.8999999999999999,,0.7,0.7999999999999999,,0.7,0.8999999999999999,,1.3,1.2,,0.7999999999999999,1.3
MUS-151,,,,,,0.1,,,,,,,,,,,,
MUS-175,,1.2,0.8999999999999999,,1.6000000000000003,0.5,,1.4000000000000001,1.9000000000000006,,1.5000000000000002,1.6000000000000003,,1.3,1.6000000000000003,,1.4000000000000001,1.2
MUS-176,,,0.4,,,0.4,,,1.0999999999999999,,0.4,0.4,,0.7,0.9999999999999999,,0.4,0.9999999999999999
MUS-201,,0.4,,,,,,,,,,,,,,,,
MUS-205,,1.2,1.7000000000000004,,1.7000000000000004,2.0000000000000004,,1.4000000000000001,2.1000000000000005,,1.5000000000000002,2.2000000000000006,,2.600000000000001,3.3000000000000016,,3.3000000000000016,1.7000000000000004
MUS-206,,,0.2,,0.30000000000000004,0.1,,0.30000000000000004,,,0.2,0.2,,0.2,0.6,,0.5,0.30000000000000004
MUS-207,,,,,,,,,,,,,,,,,,
MUS-209,,1.0999999999999999,,,,,,,,,,,,,,,,
MUS-210,,1.6000000000000003,0.4,,0.7999999999999999,1.2,,1.0999999999999999,1.3,,1.5435,1.0290000000000001,,1.2348000000000001,0.9261,,1.0968,1.0054
MUS-211,,0.1,0.8999999999999999,,0.4,0.2,,,,,0.1029,0.1029,,,0.1029,,0.1029,0.2058
MUS-214,,,,,,,,,,,0.9999999999999999,1.5000000000000002,,0.8999999999999999,0.9999999999999999,,0.7,0.9999999999999999
MUS-253,,,0.7999999999999999,,,0.2,,,0.6,,0.7,,,1.2,,,0.7,
MUS-299,,0.03450000000000001,0.03520000000000001,,0.1352,0.0333,,0.1003,0.2006,,0.36760000000000004,0.2999,,,,,,0.002
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Networking,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
NET-100,,,0.9140000000000001,,0.9140000000000001,,,1.3709999999999998,0.4,,1.4000000000000001,0.7,,,,,,
NET-101,,,,,1.2,,,,0.7,,0.4,0.4,,,,,,
NET-102,,,1.0968,,,,,0.5145000000000001,0.1,,0.4,0.4,,,,,,
NET-120,,1.4623999999999997,,,1.7365999999999995,1.6451999999999996,,,,,1.0999999999999999,0.8999999999999999,,0.9999999999999999,1.5000000000000002,,,
NET-121,,,1.4623999999999997,,,2.0107999999999993,,,,,0.2,0.6,,0.30000000000000004,0.5,,,
NET-122,,,,,2.2282000000000015,,,1.1882,,,0.1,0.30000000000000004,,0.5,0.2,,,
NET-140,,0.8738999999999999,,,,,,,,,,,,,,,,
Nursing,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
NURS-064R,,,,,,,,,,,0.4116,,,,,,,
NURS-084A,,2.1853,2.3301000000000003,,2.8925,2.4797000000000002,,4.772200000000004,5.699999999999996,,0.0691,,,,2.4973000000000005,,2.3554999999999997,2.9140000000000006
NURS-084B,,3.5944,2.714700000000001,,3.5061000000000004,3.2823000000000015,,3.683200000000002,5.757000000000002,,5.426899999999999,3.952300000000002,,1.7818999999999996,0.9734,,,
NURS-084C,,7.083800000000001,7.3021999999999965,,6.943099999999999,7.4919999999999956,0.5484,6.056699999999995,6.591199999999999,,5.6057999999999995,5.6770000000000005,,4.3464,5.9696000000000025,,5.926800000000002,5.057500000000005
NURS-085,,21.202899999999996,24.16859999999998,,,19.3343,,24.16859999999998,24.58529999999998,,23.75189999999998,23.335199999999983,,,,,9.413300000000001,10.635599999999995
NURS-087,,,,2.3771999999999998,,,3.0855000000000006,,,3.0880000000000005,,,,,,,,
NURS-090,0.30499999999999994,0.20579999999999998,,0.3659999999999999,0.37729999999999997,,0.41159999999999997,0.41159999999999997,,1.8288000000000004,,,,,,,,
NURS-100,2.0438,4.100000000000001,8.699999999999985,2.1021999999999994,4.999999999999998,5.599999999999996,,5.699999999999996,3.900000000000002,,1.8000000000000005,1.7000000000000004,,1.4000000000000001,0.6,,,
NURS-170,,4.5342,6.001199999999998,,6.001199999999998,6.001199999999998,,6.001199999999998,6.001199999999998,,4.7663,,,,,,,
NURS-171,,5.101199999999999,5.667999999999998,,5.667999999999998,6.801599999999998,,6.801599999999998,5.101199999999999,,5.101199999999999,4.534399999999999,,,,,,
NURS-172,,4.6815999999999995,4.0127999999999995,,6.0192,6.0192,,7.3568,5.2008,,6.688,6.0192,,5.2008,,,,
NURS-173,,3.3339999999999996,3.3339999999999996,,4.0008,6.834600000000001,,5.3344000000000005,7.334800000000001,,4.6676,6.668000000000001,,5.247000000000001,5.4864,,,
NURS-180,,7.701099999999999,8.4012,,8.4012,8.4012,,8.4012,8.4012,,7.701099999999999,9.385600000000002,,,,,,
NURS-182,0.8991,1.7253000000000012,1.8272000000000008,0.8234999999999995,2.4015999999999984,2.1952,,2.475999999999998,1.1319,,0.8844999999999994,3.6630999999999982,,1.7492999999999999,2.1952,,,
NURS-183,,1.3339999999999999,1.4673999999999998,,1.3339999999999999,1.2672999999999999,,1.5340999999999998,1.6007999999999998,,1.4673999999999998,0.8670999999999999,,,,,,
NURS-190,,9.0009,11.0011,,11.0011,9.274000000000003,,10.001,9.0009,,8.0008,11.0011,,10.7558,,,,
NURS-192,,1.0709999999999995,1.2672999999999999,,1.4006999999999998,1.4673999999999998,,1.6007999999999998,1.4006999999999998,,1.0672,1.2672999999999999,,0.7336999999999999,,,,
NURS-193,,1.4673999999999998,1.0672,,1.4006999999999998,1.2006,,1.4673999999999998,1.2672999999999999,,1.2672999999999999,1.2672999999999999,,0.7336999999999999,,,,
NURS-194,,1.2,4.720800000000001,,1.3871,2.4804000000000004,,1.3871,2.5608,,2.9174999999999986,4.080000000000003,,2.5200000000000014,3.0000000000000018,,3.240000000000002,2.040000000000001
NURS-200,,13.535199999999996,8.7012,,9.668,6.7676,,8.7012,9.668,,8.7012,6.7676,,9.780099999999997,10.634799999999998,,,
NURS-212,,3.2916000000000007,10.418299999999997,,3.2681999999999993,11.421800000000005,,2.8730000000000007,6.400800000000002,,7.414400000000001,9.082200000000004,,5.760300000000003,7.131800000000004,,7.406100000000004,4.663100000000002
NURS-214,,2.164,11.1177,,3.0167999999999995,11.687599999999998,,3.937700000000001,6.308900000000003,,7.871199999999998,8.811400000000004,,6.308900000000003,6.8575000000000035,,7.680400000000004,4.937400000000002
NURS-220,,16.291000000000007,,,,,,,,,,,,,,,,
NURS-221,,13.346900000000007,,,,,,,,,,,,,,,,
NURS-222,,,1.8513,,8.765800000000004,2.3672,,9.399899999999999,2.897700000000001,,2.1252000000000004,4.680900000000001,,6.909100000000002,4.458000000000001,,4.680900000000001,6.018300000000002
NURS-224,,,3.3597,,11.192700000000002,4.297199999999999,,13.998999999999997,4.457700000000001,,6.4861,7.2009000000000025,,11.143900000000002,6.858000000000002,,7.543800000000003,9.258300000000004
NURS-226,,,1.8513,,7.835800000000005,2.4519000000000006,,9.584699999999996,,,5.3496000000000015,4.680900000000001,,6.789000000000003,4.235100000000001,,4.680900000000001,6.018300000000002
NURS-230,,14.776000000000009,14.78820000000001,,,,,,,,,,,,,,,
NURS-231,,13.475800000000007,14.66220000000001,,,,,,,,,,,,,,,
NURS-232,,,4.1675,,,3.9422000000000024,2.0568,,4.113600000000003,,,3.0852000000000013,,,1.0284,,,2.0568
NURS-234,,,,,9.519499999999999,12.600900000000006,,17.928000000000004,19.293900000000015,,11.495400000000002,8.229600000000003,,11.1621,9.944100000000004,,7.886700000000003,6.858000000000002
NURS-236,,,,,4.541900000000001,7.131000000000005,,7.856100000000006,8.708300000000003,,5.756000000000001,4.731100000000002,,2.4743000000000004,0.0305,,4.525400000000002,4.319700000000002
NURS-238,,,,,3.7459000000000016,5.084100000000003,,6.147300000000005,7.839000000000007,,3.6453000000000015,3.2904000000000018,,0.0031000000000000003,4.113000000000003,,3.0162000000000013,2.879100000000001
NURS-240,,26.8472,27.338799999999978,,28.672399999999975,,,,,,,,,,,,,
NURS-244,,,,,,6.445800000000004,,13.477799999999998,14.431500000000003,,11.620800000000003,9.051900000000005,,6.583200000000003,8.503300000000005,,8.229000000000005,6.308900000000003
NURS-248,,,,,,5.913300000000001,,9.6491,12.340799999999994,,9.753600000000004,7.9428000000000045,,3.092199999999999,0.0247,,8.741400000000002,5.913300000000001
NURS-299,,,0.1332,,0.3166,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Nutrition,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
NUTR-100,1.2348000000000001,7.799999999999988,4.000000000000002,,4.300000000000001,3.700000000000002,,4.000000000000002,4.6,,3.900000000000002,4.100000000000001,,4.300000000000001,3.800000000000002,,3.3000000000000016,2.9000000000000012
NUTR-101,3.2928,10.799999999999978,10.999999999999977,2.7420000000000004,12.399999999999972,7.499999999999989,,8.699999999999985,8.999999999999984,,7.899999999999988,3.900000000000002,,8.199999999999987,4.000000000000002,,6.999999999999991,7.39999999999999
Occupational Internship,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
OI-149,,0.43450000000000005,0.5084000000000001,,0.201,0.8019999999999999,,,,,,,,,0.1333,,,0.1
Office Technology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
OTEC-050,,,,,,,,,,,,,,,,,,
OTEC-095,,0.1017,,,,,,,,,,,,,,,,
OTEC-131,,,0.7356999999999997,,0.5145,,,,0.6307000000000001,,,,,,,,,
OTEC-144,1.6464,4.699999999999999,4.6,,5.899999999999995,5.699999999999996,,5.799999999999995,5.899999999999995,,5.699999999999996,5.4999999999999964,,5.599999999999996,5.399999999999997,,5.299999999999997,5.599999999999996
OTEC-145,,,,,,,,,,,,,,,,,,
OTEC-146,,,,,,,,,,,,,,,,,,
OTEC-150,,,,,,,,,,,,,,,,,,
OTEC-160,,,,,,,,,,,,,,,,,,
OTEC-163,,,,,,,,,,,,,,,,,,
OTEC-178,,,,,,,,,,,,,,,2.4696000000000002,,,
OTEC-180,,,,,,,,,,,,,,2.8812,,,,
Physical Education,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PE-090,,,,,,,,,,,,,,,,,,
PE-100,,1.7000000000000004,1.6000000000000003,,2.600000000000001,4.699999999999999,,4.699999999999999,4.899999999999999,,3.900000000000002,3.900000000000002,,3.700000000000002,4.4,,,
PE-102,,,,,,,,,,,,,,,,,,
PE-103,,,,,,,,,,,,,,,,,,
PE-104,,,,,,,,,,,,,,,,,,
PE-106,,,,,,,,,,,,,,,,,,
PE-107,,,,,,,,,,,,,,,,,,
PE-108,1.0968,,1.0968,1.7172999999999994,,1.9194,4.095099999999998,,3.8388000000000027,3.427500000000002,,3.4132000000000007,,,,,4.265600000000003,3.8657000000000026
PE-109,,,,,,,,,,,,,,,,,,
PE-110,,,,,,,,,,,,,,,,,,
PE-111,,,1.1997,,3.0659000000000014,3.332500000000002,,4.7988000000000035,5.332000000000004,,5.065400000000004,4.265600000000003,,,4.265600000000003,,,2.2661000000000002
PE-112,1.3377000000000001,6.5999999999999925,3.700000000000002,2.277,5.099999999999998,5.899999999999995,,5.1999999999999975,16.095799999999986,,15.378399999999989,15.100099999999982,,15.28129999999999,14.471099999999982,,11.899999999999974,9.699999999999982
PE-112A,,,,,,,,,,,,,,,,,,
PE-112H,,,0.2,,,,,,,,,0.2,,,0.1,,,
PE-113,,0.7,1.5000000000000002,,2.400000000000001,2.700000000000001,,2.500000000000001,2.800000000000001,,2.400000000000001,2.500000000000001,,3.2000000000000015,2.9000000000000012,,2.800000000000001,
PE-114,,2.700000000000001,2.0000000000000004,,2.400000000000001,2.500000000000001,,9.997099999999994,2.400000000000001,,,,,,,,,
PE-114A,,,,,,,,,,,,,,,,,,
PE-114B,,,,,,,,,,,,,,,,,,
PE-114C,,,,,,,,,,,,,,,,,,
PE-115,1.8522,7.29999999999999,7.999999999999988,2.1935999999999996,8.499999999999986,11.599999999999975,,9.699999999999982,9.699999999999982,,10.699999999999978,8.643600000000001,,6.399999999999993,9.399999999999983,,10.799999999999978,9.91309999999999
PE-116,,2.6397000000000004,,,2.1539,,,3.2904000000000018,,4.022400000000002,5.072700000000005,,,,,,,
PE-119,,2.600000000000001,4.799999999999999,,4.999999999999998,7.39999999999999,,8.799999999999985,7.999999999999988,,8.999999999999984,5.999999999999995,,5.599999999999996,4.899999999999999,,6.399999999999993,5.699999999999996
PE-119B,,,,,,,,,,,,,,,,,,
PE-120,,3.3000000000000016,2.8812,,6.323700000000003,6.199999999999994,,5.209800000000004,,,,,,,,,,
PE-121,,,,,,,,,,,,,,,,,6.167899999999996,4.667599999999999
PE-122,,,,,,,,,,,,,,,,,,
PE-123,,,,,,,,,,,,,,,,,,
PE-124A,,,,,,,,,,,,,,,,,,
PE-124B,,,,,,,,,,,,,,,,,,
PE-125,,,,,,,,,,,,,,,,,,
PE-132,,,,,,,,,,,,,,,,,,
PE-133,,1.2,2.1000000000000005,,1.5000000000000002,2.600000000000001,,,,,,2.9000000000000012,,,2.9000000000000012,,3.2000000000000015,
PE-134,,,,,,,,,0.9999999999999999,,,,,,,,,
PE-135,,1.4000000000000001,1.2,,1.5000000000000002,,,,,,,,,,,,,
PE-136,1.0472,3.840600000000001,1.6000000000000003,,0.8999999999999999,,,,,,,,,,,,,
PE-137,,2.2000000000000006,2.2000000000000006,,2.800000000000001,3.4000000000000017,,,3.5000000000000018,,3.398500000000002,3.107600000000001,,,3.800000000000002,,,
PE-139,,7.999200000000004,,,5.666100000000001,,,6.4994999999999985,,,4.800000000000002,,,4.050899999999999,,,8.915400000000004,
PE-140,,,,,,,,,,,,,,,,,,
PE-141,,,,,,,,,,,,,,,,,,
PE-142,,,,,,,,,,,,,,,,,,
PE-143,,,,,,,,,,,,,,,,,,
PE-144,,,,,,,,,,,,,,,,,,
PE-145,,,,,,,,,,,,,,,,,,
PE-146,,,,,,,,,,,,,,,,,,
PE-147,,,,,,,,,,,,,,,,,,
PE-148,,,2.9999999999999996,,,4.199999999999999,,,7.1999999999999975,,,5.699999999999998,,,6.599999999999998,,,5.099999999999999
PE-150,,,1.8661999999999999,,,,,,,,,,,,,,,
PE-158,,,,,,,,,,,,,,,,,,
PE-160,,,,,2.4,,,,,,,,,,,,,
PE-161,,,,,,,,,,,,,,,,,,
PE-299,0.0038,,,,0.002,,,0.0007,,,,,,,0.0003,,,0.0007
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
PEIC,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PEIC-110,,,,,,,,,,,,,6.599599999999995,1.6331000000000002,,5.450400000000001,3.0328999999999997,
PEIC-112,,,,,,,,,,,,,,2.333,3.004399999999999,,,
PEIC-114,,,,,,,,,,,,,,,2.333,1.8168000000000002,,4.899299999999998
Philosophy,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PHIL-101,2.1609000000000003,11.699999999999974,12.299999999999972,3.838800000000002,14.781199999999973,16.699999999999967,,10.799999999999978,12.399999999999972,,7.599999999999989,11.099999999999977,,7.999999999999988,8.799999999999985,,3.900000000000002,2.800000000000001
PHIL-101H,,0.2,0.1,,0.2,0.7999999999999999,,0.5,0.30000000000000004,,,0.7,,,,,0.30000000000000004,0.5
PHIL-103,1.0290000000000001,14.399999999999965,8.899999999999984,,15.199999999999962,12.399999999999972,,7.899999999999988,,,3.700000000000002,,,4.300000000000001,4.300000000000001,,3.700000000000002,4.5
PHIL-103H,,0.30000000000000004,,,0.1,,,,,,0.5,,,0.4,,,0.5,
PHIL-104,2.4696000000000002,6.399999999999993,5.399999999999997,2.6506000000000003,5.799999999999995,5.599999999999996,,6.799999999999992,3.5000000000000018,,3.2000000000000015,3.4000000000000017,,3.0000000000000013,3.0000000000000013,,5.799999999999995,3.0000000000000013
PHIL-105,,2.9000000000000012,3.1000000000000014,,2.9000000000000012,3.3000000000000016,,6.299999999999994,3.1000000000000014,,2.9000000000000012,2.500000000000001,,2.500000000000001,3.0000000000000013,,,3.0000000000000013
PHIL-111,,,2.400000000000001,,,3.2000000000000015,,,,,,2.500000000000001,,,3.600000000000002,,,3.1000000000000014
PHIL-111H,,,,,,,,,,,,0.5,,,,,,
PHIL-112,,3.0659000000000014,5.332000000000004,,2.932600000000001,3.8657000000000026,,4.265600000000003,4.7988000000000035,,4.1323000000000025,3.332500000000002,,3.9990000000000028,3.7324000000000024,,4.265600000000003,7.464800000000007
PHIL-112H,,,0.6665,,,0.1333,,,,,0.39990000000000003,0.2666,,,0.39990000000000003,,,1.4663
PHIL-299,,,,,,,,,,,,,,,,,,
Photography,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PHOT-090,,0.4,2.800000000000001,,4.4,5.082999999999997,,4.5,4.6,,4.799999999999999,5.1999999999999975,,6.399999999999993,6.8999999999999915,,5.249999999999998,5.799999999999995
PHOT-125,,7.457999999999997,6.5999999999999925,,7.899999999999988,10.803099999999981,,9.99999999999998,10.19999999999998,,13.699999999999967,12.259999999999982,,16.057999999999975,14.699999999999964,,15.099999999999962,14.599999999999964
PHOT-130,,0.9999999999999999,0.7999999999999999,,,,,,,,,,,,,,,
PHOT-224,,1.5000000000000002,1.3,,2.400000000000001,2.1000000000000005,,2.0000000000000004,4.899999999999999,,2.9000000000000012,2.700000000000001,,4.55,4.4,,4.054,3.600000000000002
