Home School DBN,Home School Name,Home School Address,City,Zip Code,Summer School Site 1,Summer School Site Address,City,Zip Code,Summer School Site 2,Summer School Site Address,City,Zip Code
11X112,P.S. 112 Bronxwood,1925 SCHIEFFELIN AVENUE,BRONX,10466,X021,715 EAST 225 STREET,BRONX,10466,,,,
11X121,P.S. 121 Throop,2750 THROOP AVENUE,BRONX,10469,X089,980 MACE AVENUE,BRONX,10469,,,,
11X127,J.H.S. 127 The Castle Hill,1560 PURDY STREET,BRONX,10462,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X142,MS 142 John Philip Sousa,3750 BAYCHESTER AVENUE,BRONX,10466,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
11X144,J.H.S. 144 Michelangelo,2545 GUNTHER AVENUE,BRONX,10469,X135,2441 WALLACE AVENUE,BRONX,10467,,,,
11X153,P.S. 153 Helen Keller,650 BAYCHESTER AVENUE,BRONX,10475,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,,,,
11X160,P.S. 160 Walt Disney,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,,,,
11X169,BAYCHESTER ACADEMY,3500 EDSON AVENUE,BRONX,10466,X068,4011 MONTICELLO AVENUE,BRONX,10466,,,,
11X175,P.S. 175 City Island,200 CITY ISLAND AVENUE,BRONX,10464,X181,800 BAYCHESTER AVENUE,BRONX,10475,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475
11X178,P.S. 178 - Dr. Selman Waksman,850 BAYCHESTER AVENUE,BRONX,10475,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,,,,
11X180,M.S. 180 Dr. Daniel Hale Williams,700 BAYCHESTER AVENUE,BRONX,10475,X181,800 BAYCHESTER AVENUE,BRONX,10475,,,,
11X181,I.S. 181 Pablo Casals,800 BAYCHESTER AVENUE,BRONX,10475,X181,800 BAYCHESTER AVENUE,BRONX,10475,,,,
11X189,Cornerstone Academy for Social Action,3441 STEENWICK AVENUE,BRONX,10475,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,,,,
11X194,PS/MS 194,2365 WATERBURY AVE,BRONX,10462,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X249,Bronx Health Sciences High School,750 BAYCHESTER AVENUE,BRONX,10475,X455,750 BAYCHESTER AVENUE,BRONX,10475,,,,
11X253,Bronx High School for Writing and Communication Arts,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X265,Bronx Lab School,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,921 EAST 228TH STREET,BRONX,10466,X362,921 EAST 228TH STREET,BRONX,10466,,,,
11X272,Globe School for Environmental Research,3710 BARNES AVENUE,BRONX,10467,X113,3710 BARNES AVENUE,BRONX,10467,,,,
11X275,High School of Computers and Technology,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X287,The Forward School,3710 BARNES AVENUE,BRONX,10467,X113,3710 BARNES AVENUE,BRONX,10467,,,,
11X288,Collegiate Institute for Math and Science,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X289,The Young Scholars Academy of The Bronx,3710 BARNES AVENUE,BRONX,10467,X113,3710 BARNES AVENUE,BRONX,10467,,,,
11X290,Bronx Academy of Health Careers,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X299,Astor Collegiate Academy,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X322,Aspire Preparatory Middle School,2441 WALLACE AVENUE,BRONX,10467,X135,2441 WALLACE AVENUE,BRONX,10467,,,,
11X326,Bronx Green Middle School,2441 WALLACE AVENUE,BRONX,10467,X135,2441 WALLACE AVENUE,BRONX,10467,,,,
11X355,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,BRONX,10466,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
11X370,School of Diplomacy,3710 BARNES AVENUE,BRONX,10467,X113,3710 BARNES AVENUE,BRONX,10467,,,,
11X415,Christopher Columbus High School,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X417,C Columbus Hs Yabc,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X418,Bronx High School for the Visual Arts,2040 ANTIN PL,BRONX,10462,X879,1122 EAST 180 STREET,BRONX,10460,,,,
11X455,Harry S Truman High School,750 BAYCHESTER AVENUE,BRONX,10475,X455,750 BAYCHESTER AVENUE,BRONX,10475,,,,
11X462,Cornerstone Academy for Social Action Middle School (CASA),3441 STEENWICK AVENUE,BRONX,10475,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
11X468,Pelham Academy of Academics and Community Engagement,2441 WALLACE AVENUE,BRONX,10467,X135,2441 WALLACE AVENUE,BRONX,10467,,,,
11X498,PS/MS 11X498 - VAN NEST ACADEMY,1640 BRONXDALE AVE,BRONX,10462,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X508,Bronxdale High School,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X509,High School of Language and Innovation,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X513,New World High School,921 EAST 228TH STREET,BRONX,10466,X362,921 EAST 228TH STREET,BRONX,10466,,,,
11X514,The Bronxwood Preparatory Academy,921 EAST 228TH STREET,BRONX,10466,X362,921 EAST 228TH STREET,BRONX,10466,,,,
11X529,One World Middle School at Edenwald,3750 BAYCHESTER AVENUE,BRONX,10466,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
11X532,Baychester Middle School,3750 BAYCHESTER AVENUE,BRONX,10466,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
11X541,Global Enterprise High School,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X542,Pelham Preparatory Academy,925 ASTOR AVENUE,BRONX,10469,X415,925 ASTOR AVENUE,BRONX,10469,,,,
11X544,High School for Contemporary Arts,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X545,Bronx Aerospace High School,800 EAST GUN HILL ROAD,BRONX,10467,X425,800 EAST GUN HILL ROAD,BRONX,10467,,,,
11X556,Bronx Park Middle School,2441 WALLACE AVENUE,BRONX,10467,X135,2441 WALLACE AVENUE,BRONX,10467,,,,
11X566,Pelham Gardens Middle School,2545 GUNTHER AVENUE,BRONX,10469,X142,3750 BAYCHESTER AVENUE,BRONX,10466,,,,
12X006,P.S. 006 West Farms,1000 EAST TREMONT AVENUE,BRONX,10460,X167,1970 WEST FARMS ROAD,BRONX,10460,,,,
12X044,P.S. 044 David C. Farragut,1825 PROSPECT AVENUE,BRONX,10457,X150,920 EAST 167 STREET,BRONX,10459,,,,
12X047,P.S. 047 John Randolph,1794 EAST 172 STREET,BRONX,10472,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X050,P.S. 050 Clara Barton,1550 VYSE AVENUE,BRONX,10460,X150,920 EAST 167 STREET,BRONX,10459,,,,
12X057,P.S. 057 Crescent,2111 CROTONA AVENUE,BRONX,10457,X234,2050 PROSPECT AVENUE,BRONX,10457,,,,
12X061,P.S. 061 Francisco Oller,1550 CROTONA PARK EAST,BRONX,10460,X878,1021 JENNINGS STREET,BRONX,10460,,,,
12X066,P.S. 066 School of Higher Expectations,1001 JENNINGS STREET,BRONX,10460,X167,1970 WEST FARMS ROAD,BRONX,10460,,,,
12X067,P.S. 067 Mohegan School,2024 MOHEGAN AVENUE,BRONX,10460,X167,1970 WEST FARMS ROAD,BRONX,10460,,,,
12X092,P.S. 092 Bronx,700 EAST 179 STREET,BRONX,10457,X234,2050 PROSPECT AVENUE,BRONX,10457,,,,
12X098,J.H.S. 098 Herman Ridder,1619 BOSTON ROAD,BRONX,10460,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X102,P.S. 102 Joseph O. Loretan,1827 ARCHER STREET,BRONX,10460,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X129,M.S. 129 Academy for Independent Learning and Leadership,2055 MAPES AVENUE,BRONX,10460,X234,2050 PROSPECT AVENUE,BRONX,10457,,,,
12X134,P.S. 134 George F. Bristow,1330 BRISTOW STREET,BRONX,10459,X150,920 EAST 167 STREET,BRONX,10459,,,,
12X150,P.S. 150 Charles James Fox,920 EAST 167 STREET,BRONX,10459,X150,920 EAST 167 STREET,BRONX,10459,,,,
12X190,E.S.M.T- I.S. 190,1550 CROTONA PARK EAST,BRONX,10460,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X195,P.S. 195,1250 WARD AVENUE,BRONX,10472,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X196,P.S. 196,1250 WARD AVENUE,BRONX,10472,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X211,P.S. 211,1919 PROSPECT AVENUE,BRONX,10457,X193,1919 PROSPECT AVENUE,BRONX,10457,,,,
12X212,P.S. 212,1180 TINTON AVENUE,BRONX,10456,X198,1180 TINTON AVENUE,BRONX,10456,,,,
12X214,P.S. 214,1970 WEST FARMS ROAD,BRONX,10460,X167,1970 WEST FARMS ROAD,BRONX,10460,,,,
12X217,School of Performing Arts,977 FOX STREET,BRONX,10459,X116,977 FOX STREET,BRONX,10459,,,,
12X242,Mott Hall V,1551 EAST 172ND STREET,BRONX,10472,X423,1551 EAST 172ND STREET,BRONX,10472,,,,
12X248,"Metropolitan High School, The",1180 REV. J.A. POLITE AVE.,BRONX,10459,X973,1716 SOUTHERN BOULEVARD,BRONX,10460,,,,
12X251,Explorations Academy,1619 BOSTON ROAD,BRONX,10460,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X262,Performance Conservatory High School,1619 BOSTON ROAD,BRONX,10460,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X267,Bronx Latin,800 HOME STREET,BRONX,10456,X158,800 HOME STREET,BRONX,10456,,,,
12X271,East Bronx Academy for the Future,1716 SOUTHERN BOULEVARD,BRONX,10460,X973,1716 SOUTHERN BOULEVARD,BRONX,10460,,,,
12X273,Frederick Douglass Academy V. Middle School,2111 CROTONA AVENUE,BRONX,10457,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
12X278,Peace and Diversity Academy,1180 REV. J.A. POLITE AVE.,BRONX,10459,X879,1122 EAST 180 STREET,BRONX,10460,,,,
12X286,Fannie Lou Hamer Middle School,1001 JENNINGS STREET,BRONX,10460,X878,1021 JENNINGS STREET,BRONX,10460,,,,
12X300,The School of Science and Applied Learning,2050 PROSPECT AVENUE,BRONX,10457,X234,2050 PROSPECT AVENUE,BRONX,10457,,,,
12X316,Kappa III,2055 MAPES AVENUE,BRONX,10460,X234,2050 PROSPECT AVENUE,BRONX,10457,,,,
12X318,"I.S. X318 Math, Science & Technology Through Arts",1919 PROSPECT AVENUE,BRONX,10457,X193,1919 PROSPECT AVENUE,BRONX,10457,,,,
12X341,Accion Academy,1825 PROSPECT AVENUE,BRONX,10457,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X372,Urban Assembly School for Wildlife Conservation,2024 MOHEGAN AVENUE,BRONX,10460,X460,244 EAST 163 STREET,BRONX,10451,,,,
12X383,Emolior Academy,1970 WEST FARMS ROAD,BRONX,10460,X167,1970 WEST FARMS ROAD,BRONX,10460,,,,
12X384,Entrada Academy,977 FOX STREET,BRONX,10459,X116,977 FOX STREET,BRONX,10459,,,,
12X388,Pan American International High School at Monroe,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
12X428,Learning To Work Yabc At Monroe Academy,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
12X446,Arturo A. Schomburg Satellite Academy Bronx,1010 REV. J. A. POLITE AVENUE,BRONX,10459,X401,1010 REV. J. A. POLITE AVENUE,BRONX,10459,,,,
12X463,Urban Scholars Community School,1180 TINTON AVENUE,BRONX,10456,X198,1180 TINTON AVENUE,BRONX,10456,,,,
12X478,THE CINEMA SCHOOL,1551 EAST 172ND STREET,BRONX,10472,X973,1716 SOUTHERN BOULEVARD,BRONX,10460,,,,
12X479,Bronx Career and College Preparatory High School,800 HOME STREET,BRONX,10456,X158,800 HOME STREET,BRONX,10456,,,,
12X480,Bronx Regional High School,1010 REV. J. A. POLITE AVENUE,BRONX,10459,X401,1010 REV. J. A. POLITE AVENUE,BRONX,10459,,,,
12X511,Bronx Envision Academy,1619 BOSTON ROAD,BRONX,10460,X098,1619 BOSTON ROAD,BRONX,10460,,,,
12X521,The Metropolitan Soundview High School,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
12X531,Archer Elementary School,1827 ARCHER STREET,BRONX,10460,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X536,PS 536,1827 ARCHER STREET,BRONX,10460,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X550,High School of World Cultures,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
12X682,Fannie Lou Hamer Freedom High School,1021 JENNINGS STREET,BRONX,10460,X878,1021 JENNINGS STREET,BRONX,10460,X973,1716 SOUTHERN BOULEVARD,BRONX,10460
12X684,Wings Academy,1122 EAST 180 STREET,BRONX,10460,X879,1122 EAST 180 STREET,BRONX,10460,,,,
12X690,Monroe Academy for Business/Law,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
12X691,Bronx Little School,1827 ARCHER STREET,BRONX,10460,X077,1250 WARD AVENUE,BRONX,10472,,,,
12X692,Monroe Academy for Visual Arts & Design,1300 BOYNTON AVENUE,BRONX,10472,X420,1300 BOYNTON AVENUE,BRONX,10472,,,,
13K003,P.S. 003 The Bedford Village,50 JEFFERSON AVENUE,BROOKLYN,11216,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K008,P.S. 008 Robert Fulton,37 HICKS STREET,BROOKLYN,11201,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K009,P.S. 009 Teunis G. Bergen,80 UNDERHILL AVENUE,BROOKLYN,11238,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K011,P.S. 011 Purvis J. Behan,419 WAVERLY AVENUE,BROOKLYN,11238,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K020,P.S. 020 Clinton Hill,225 ADELPHI STREET,BROOKLYN,11205,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K044,P.S. 044 Marcus Garvey,432 MONROE STREET,BROOKLYN,11221,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K046,P.S. 046 Edward C. Blum,100 CLERMONT AVENUE,BROOKLYN,11205,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K054,P.S. 054 Samuel C. Barnes,195 SANFORD STREET,BROOKLYN,11205,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K056,P.S. 056 Lewis H. Latimer,170 GATES AVENUE,BROOKLYN,11238,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K067,P.S. 067 Charles A. Dorsey,51 SAINT EDWARDS STREET,BROOKLYN,11205,K282,180 6 AVENUE,BROOKLYN,11217,K003,50 JEFFERSON AVENUE,BROOKLYN,11216
13K093,P.S. 093 William H. Prescott,31 NEW YORK AVENUE,BROOKLYN,11216,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K103,Satellite Three,170 GATES AVENUE,BROOKLYN,11238,K113,300 ADELPHI STREET,BROOKLYN,11205,,,,
13K113,M.S. 113 Ronald Edmonds Learning Center,300 ADELPHI STREET,BROOKLYN,11205,K113,300 ADELPHI STREET,BROOKLYN,11205,,,,
13K133,P.S. 133 William A. Butler,610 BALTIC STREET,BROOKLYN,11217,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K256,P.S. 256 Benjamin Banneker,114 KOSCIUSKO STREET,BROOKLYN,11216,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K265,Dr. Susan S. McKinney Secondary School of the Arts,101 PARK AVENUE,BROOKLYN,11205,K805,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,,,,
13K266,M.S. K266 - Park Place Community Middle School,62 PARK PLACE,BROOKLYN,11217,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K270,P.S. 270 Johann DeKalb,241 EMERSON PLACE,BROOKLYN,11205,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K282,P.S. 282 Park Slope,180 6 AVENUE,BROOKLYN,11217,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K287,P.S. 287 Bailey K. Ashford,50 NAVY STREET,BROOKLYN,11201,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K301,Satellite East Middle School,344 MONROE STREET,BROOKLYN,11216,K324,800 GATES AVENUE,BROOKLYN,11221,,,,
13K305,P.S. 305 Dr. Peter Ray,344 MONROE STREET,BROOKLYN,11216,K003,50 JEFFERSON AVENUE,BROOKLYN,11216,,,,
13K307,P.S. 307 Daniel Hale Williams,209 YORK STREET,BROOKLYN,11201,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K313,Satellite West Middle School,209 YORK STREET,BROOKLYN,11201,K282,180 6 AVENUE,BROOKLYN,11217,,,,
13K350,Urban Assembly High School of Music and Art,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,K805,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,,,,
13K351,The Urban Assembly Unison School,170 GATES AVENUE,BROOKLYN,11238,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
13K412,"Brooklyn Community High School of Communication, Arts and Media",300 WILLOUGHBY AVENUE,BROOKLYN,11205,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,K805,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,,,,
13K430,Brooklyn Technical High School,29 FT GREENE PLACE,BROOKLYN,11217,K430,29 FT GREENE PLACE,BROOKLYN,11217,,,,
13K439,Brooklyn International High School,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,K805,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,,,,
13K483,The Urban Assembly School for Law and Justice,283 ADAMS STREET,BROOKLYN,11201,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
13K492,Academy of Arts and Letters,225 ADELPHI STREET,BROOKLYN,11205,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
13K499,ACORN Community High School,561 GRAND AVENUE,BROOKLYN,11238,K293,284 BALTIC STREET,BROOKLYN,11201,,,,
13K527,Urban Assembly Institute of Math and Science for Young Women,283 ADAMS STREET,BROOKLYN,11201,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
13K553,Brooklyn Academy High School,832 MARCY AVENUE,BROOKLYN,11216,M510,198 FORSYTH STREET,MANHATTAN,10002,,,,
13K575,Bedford Stuyvesant Preparatory High School,832 MARCY AVENUE,BROOKLYN,11216,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
13K595,Bedford Academy High School,1119 BEDFORD AVENUE,BROOKLYN,11216,K914,71-77 CLINTON AVENUE,BROOKLYN,11205,,,,
13K596,MS 596 Peace Academy,300 WILLOUGHBY AVENUE,BROOKLYN,11205,K113,300 ADELPHI STREET,BROOKLYN,11205,,,,
13K605,George Westinghouse Career and Technical Education High School,105 JOHNSON STREET,BROOKLYN,11201,K580,105 JOHNSON STREET,BROOKLYN,11201,,,,
13K616,Brooklyn High School for Leadership and Community Service,300 WILLOUGHBY AVENUE,BROOKLYN,11205,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
13K657,Downtown Brooklyn Yabc,105 JOHNSON STREET,BRONX,11201,K580,105 JOHNSON STREET,BROOKLYN,11201,,,,
13K670,Benjamin Banneker Academy,71-77 CLINTON AVENUE,BROOKLYN,11205,K914,71-77 CLINTON AVENUE,BROOKLYN,11205,,,,
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",105 JOHNSON STREET,BROOKLYN,11201,K580,105 JOHNSON STREET,BROOKLYN,11201,,,,
13K691,Fort Greene Preparatory Academy,100 CLERMONT AVENUE,BROOKLYN,11205,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
14K016,P.S. 016 Leonard Dunkly,157 WILSON STREET,BROOKLYN,11211,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K017,P.S. 017 Henry D. Woodworth,208 NORTH 5 STREET,BROOKLYN,11211,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K018,P.S. 018 Edward Bush,101 MAUJER STREET,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K019,P.S. 019 Roberto Clemente,325 SOUTH 3 STREET,BROOKLYN,11211,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K023,P.S. 023 Carter G. Woodson,545 WILLOUGHBY AVENUE,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K031,P.S. 031 Samuel F. Dupont,75 MESEROLE AVENUE,BROOKLYN,11222,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K034,P.S. 034 Oliver H. Perry,131 NORMAN AVENUE,BROOKLYN,11222,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K050,J.H.S. 050 John D. Wells,183 SOUTH 3 STREET,BROOKLYN,11211,K071,215 HEYWARD STREET,BROOKLYN,11206,,,,
14K059,P.S. 059 William Floyd,211 THROOP AVENUE,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K071,Juan Morel Campos Secondary School,215 HEYWARD STREET,BROOKLYN,11206,K071,215 HEYWARD STREET,BROOKLYN,11206,,,,
14K084,P.S. 084 Jose De Diego,250 BERRY STREET,BROOKLYN,11211,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K110,P.S. 110 The Monitor,124 MONITOR STREET,BROOKLYN,11222,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K120,P.S. 120 Carlos Tapia,18 BEAVER STREET,BROOKLYN,11206,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K126,John Ericsson Middle School 126,424 LEONARD STREET,BROOKLYN,11222,K318,101 WALTON STREET,BROOKLYN,11206,,,,
14K132,P.S. 132 The Conselyea School,320 MANHATTAN AVENUE,BROOKLYN,11211,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K147,P.S. 147 Isaac Remsen,325 BUSHWICK AVENUE,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K157,P.S. 157 Benjamin Franklin,850 KENT AVENUE,BROOKLYN,11205,K257,60 COOK STREET,BROOKLYN,11206,K318,101 WALTON STREET,BROOKLYN,11206
14K196,P.S. 196 Ten Eyck,207 BUSHWICK AVENUE,BROOKLYN,11206,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K250,P.S. 250 George H. Lindsay,108 MONTROSE AVENUE,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K257,P.S. 257 John F. Hylan,60 COOK STREET,BROOKLYN,11206,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K297,P.S. 297 Abraham Stockton,700 PARK AVENUE,BROOKLYN,11206,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K318,I.S. 318 Eugenio Maria De Hostos,101 WALTON STREET,BROOKLYN,11206,K318,101 WALTON STREET,BROOKLYN,11206,,,,
14K319,P.S. 319,360 KEAP STREET,BROOKLYN,11211,K319,360 KEAP STREET,BROOKLYN,11211,,,,
14K322,Foundations Academy,70 TOMPKINS AVENUE,BROOKLYN,11206,K625,150 ALBANY AVENUE,BROOKLYN,11213,K455,1700 FULTON STREET,BROOKLYN,11213
14K330,The Urban Assembly School for the Urban Environment,70 TOMPKINS AVENUE,BROOKLYN,11206,K318,101 WALTON STREET,BROOKLYN,11206,,,,
14K380,P.S. 380 John Wayne Elementary,370 MARCY AVENUE,BROOKLYN,11206,K257,60 COOK STREET,BROOKLYN,11206,,,,
14K414,Brooklyn Arbor Elementary School,325 SOUTH 3 STREET,BROOKLYN,11211,K250,108 MONTROSE AVENUE,BROOKLYN,11206,,,,
14K449,"Brooklyn Latin School, The",223 GRAHAM AVENUE,BROOKLYN,11206,K430,29 FT GREENE PLACE,BROOKLYN,11217,,,,
14K454,Green School: An Academy for Environmental Careers,223 GRAHAM AVENUE,BROOKLYN,11206,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
14K474,PROGRESS High School for Professional Careers,850 GRAND STREET,BROOKLYN,11211,K450,850 GRAND STREET,BROOKLYN,11211,,,,
14K477,School for Legal Studies,850 GRAND STREET,BROOKLYN,11211,K450,850 GRAND STREET,BROOKLYN,11211,,,,
14K478,"The High School for Enterprise, Business and Technology",850 GRAND STREET,BROOKLYN,11211,K450,850 GRAND STREET,BROOKLYN,11211,,,,
14K488,Brooklyn Preparatory High School,257 NORTH 6 STREET,BROOKLYN,11211,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
14K558,Williamsburg High School for Architecture and Design,257 NORTH 6 STREET,BROOKLYN,11211,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
14K561,Williamsburg Preparatory School,257 NORTH 6 STREET,BROOKLYN,11211,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
14K577,Conselyea Preparatory School,208 NORTH 5 STREET,BROOKLYN,11211,K318,101 WALTON STREET,BROOKLYN,11206,,,,
14K582,M.S. 582,207 BUSHWICK AVENUE,BROOKLYN,11206,K318,101 WALTON STREET,BROOKLYN,11206,,,,
14K586,Lyons Community School,223 GRAHAM AVENUE,BROOKLYN,11206,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
14K610,Automotive High School,50 BEDFORD AVENUE,BROOKLYN,11222,K610,50 BEDFORD AVENUE,BROOKLYN,11222,,,,
14K614,Young Women's Leadership School of Brooklyn,325 BUSHWICK AVENUE,BROOKLYN,11206,K650,257 NORTH 6 STREET,BROOKLYN,11211,K318,101 WALTON STREET,BROOKLYN,11206
14K632,Frances Perkins Academy,50 BEDFORD AVENUE,BROOKLYN,11222,K610,50 BEDFORD AVENUE,BROOKLYN,11222,,,,
14K685,El Puente Academy for Peace and Justice,250 HOOPER STREET,BROOKLYN,11211,K778,250 HOOPER STREET,BROOKLYN,11211,,,,
14K923,Automotive High School Yabc,50 BEDFORD AVENUE,BRONX,11222,K610,50 BEDFORD AVENUE,BROOKLYN,11222,,,,
15K001,P.S. 001 The Bergen,309 47 STREET,BROOKLYN,11220,K136,4004 4 AVENUE,BROOKLYN,11232,,,,
15K010,"Magnet School of Math, Science and Design Technology",511 7 AVENUE,BROOKLYN,11215,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K015,P.S. 015 Patrick F. Daly,71 SULLIVAN STREET,BROOKLYN,11231,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K024,P.S. 024,427 38 STREET,BROOKLYN,11232,K024,427 38 STREET,BROOKLYN,11232,,,,
15K029,P.S. 029 John M. Harrigan,425 HENRY STREET,BROOKLYN,11201,K024,427 38 STREET,BROOKLYN,11232,,,,
