Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Representational status of minority students in special education in the state of Rhode Island,http://digitalcommons.uri.edu/dissertations/AAI3276983,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish landmarks for chromosome 11 of Bombyx mori: An in situ analysis,http://digitalcommons.uri.edu/dissertations/AAI3053113,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimum techniques in multisensor multitarget tracking and track association,http://digitalcommons.uri.edu/dissertations/AAI9945201,0,0,0,0,0,0,0,0,0,0,0,0,0
Numerical model of salinity intrusion in Pak Phanang Estuary,http://digitalcommons.uri.edu/dissertations/AAI9707391,0,0,0,0,0,0,0,0,0,0,0,0,0
"The geochemical evolution of Tambora volcano, Indonesia",http://digitalcommons.uri.edu/dissertations/AAI9831105,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialogue in the development of a consilience index: A quantum approach to integrating qualitative and quantitative practices in the social sciences,http://digitalcommons.uri.edu/dissertations/AAI3025535,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East Trip News Conference: Chafee Interview (28:42),http://digitalcommons.uri.edu/chafee_audio/21,0,0,0,0,0,0,0,0,0,0,0,0,0
More about Jane Austen,http://digitalcommons.uri.edu/dissertations/AAI9601833,0,0,0,0,0,0,0,0,0,0,0,0,0
Meanings in the lives of older adults: In their own voices,http://digitalcommons.uri.edu/dissertations/AAI3188850,0,0,0,0,0,0,0,0,0,0,0,0,0
Protozoan Vaccine Candidate Homologues in Tetrahymena thermophila,http://digitalcommons.uri.edu/srhonorsprog/159,0,0,0,0,0,0,0,0,0,0,0,0,0
Contact melting of phase-change material with effect of vibration,http://digitalcommons.uri.edu/dissertations/AAI9955103,0,0,0,0,0,0,0,0,0,0,0,0,0
"Technical Services Department Statistics, FY01-FY06",http://digitalcommons.uri.edu/ts_rpts/18,0,0,0,0,0,0,0,0,0,0,0,0,0
Advances in global optimization,http://digitalcommons.uri.edu/dissertations/AAI3314454,0,0,0,0,0,0,0,0,0,0,0,0,0
A multivariate analysis of the contrarian investment strategy in the Japanese stock market,http://digitalcommons.uri.edu/dissertations/AAI9961435,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tandem conjugate addition---Cyclization reactions of L-methyl prolinate with alpha,beta-unsaturated ketones catalyzed by L-proline",http://digitalcommons.uri.edu/dissertations/AAI3314459,0,0,0,0,0,0,0,0,0,0,0,0,0
Examining the processes controlling water column variability in Narragansett Bay: Time series data and numerical modeling,http://digitalcommons.uri.edu/dissertations/AAI3135893,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELATIONSHIPS AMONG STAGES OF CHANGE, TYPES OF PSYCHOPATHOLOGY, AND PSYCHOTHERAPY OUTCOME (SYMPTOMS, DIAGNOSIS, CLIENT MOTIVATION)",http://digitalcommons.uri.edu/dissertations/AAI8501287,0,0,0,0,0,0,0,0,0,0,0,0,0
Library Web Site Statistics 2000-2001,http://digitalcommons.uri.edu/ts_rpts/27,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computerized, tailored, theory-based interventions for health behavior change: A comprehensive meta-analysis",http://digitalcommons.uri.edu/dissertations/AAI3276990,0,0,0,0,0,0,0,0,0,0,0,0,0
Challenges and resolution strategies of ordained Protestant clergywomen,http://digitalcommons.uri.edu/dissertations/AAI3186922,0,0,0,0,0,0,0,0,0,0,0,0,0
Time to Die?,http://digitalcommons.uri.edu/srhonorsprog/131,0,0,0,0,0,0,0,0,0,0,0,0,0
Tailoring nursing care to the individual client: An analysis of client-nurse discourse,http://digitalcommons.uri.edu/dissertations/AAI9106506,0,0,0,0,0,0,0,0,0,0,0,0,0
The transtheoretical model of change applied to psychotherapy: A psychometric assessment of related instruments,http://digitalcommons.uri.edu/dissertations/AAI9332421,0,0,0,0,0,0,0,0,0,0,0,0,0
A study of the bioluminescence of larger zooplankton and the effects of low-level light changes on their behavior,http://digitalcommons.uri.edu/dissertations/AAI9513255,0,0,0,0,0,0,0,0,0,0,0,0,0
A model of the antecedents and outcomes of work-family conflict as moderated by social support,http://digitalcommons.uri.edu/dissertations/AAI9805239,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTIMATING THE PARAMETERS OF EXPONENTIALLY DAMPED OR UNDAMPED SINUSOIDAL SIGNALS IN NOISE,http://digitalcommons.uri.edu/dissertations/AAI8326490,0,0,0,0,0,0,0,0,0,0,0,0,0
Delay/Doppler estimation in a multipath environment,http://digitalcommons.uri.edu/dissertations/AAI9723558,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest management in the presence of harvest restrictions around vernal pools: A metaheuristic approach,http://digitalcommons.uri.edu/dissertations/AAI3346848,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of developmental process on the cognitive complexity of stereotypes,http://digitalcommons.uri.edu/dissertations/AAI9902553,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediators of aggression against lesbians and gay men: A laboratory experiment,http://digitalcommons.uri.edu/dissertations/AAI9702098,0,0,0,0,0,0,0,0,0,0,0,0,0
"Count of URI Item Records in HELIN, 1999-2007",http://digitalcommons.uri.edu/ts_rpts/21,0,0,0,0,0,0,0,0,0,0,0,0,0
An examination of risk and resiliency factors in predicting recidivism rates among incarcerated women,http://digitalcommons.uri.edu/dissertations/AAI3280553,0,0,0,0,0,0,0,0,0,0,0,0,0
Involvement of transcription factors in cadmium-induced apoptosis and cell cycle arrest in rat kidney cells,http://digitalcommons.uri.edu/dissertations/AAI3206258,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonenzymatic glycation of human fibrinogen and myelin basic protein,http://digitalcommons.uri.edu/dissertations/AAI9812220,0,0,0,0,0,0,0,0,0,0,0,0,0
The representation of race in composition studies and stories,http://digitalcommons.uri.edu/dissertations/AAI3188838,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic analysis of northeastern populations of Ixodes scapularis using RAPD and FRLP-PCR techniques,http://digitalcommons.uri.edu/dissertations/AAI9902570,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceptualization and facilitation of community organizations: A multiple case study,http://digitalcommons.uri.edu/dissertations/AAI9702116,0,0,0,0,0,0,0,0,0,0,0,0,0
To treat or not to treat: The role of antibiotics in the management of community-acquired respiratory tract infections in an ambulatory setting,http://digitalcommons.uri.edu/dissertations/AAI3314453,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilingual school psychologists' practices with students with limited English proficiency,http://digitalcommons.uri.edu/dissertations/AAI3188066,0,0,0,0,0,0,0,0,0,0,0,0,0
"Translation of the Capeverdean novel, ""Chuva Braba"" (""Wild Rain"")",http://digitalcommons.uri.edu/dissertations/AAI9421892,0,0,0,0,0,0,0,0,0,0,0,0,0
Purification and characterization of inositolphosphoryl ceramide synthase from the yeast Saccharomyces cerevisiae,http://digitalcommons.uri.edu/dissertations/AAI9908229,0,0,0,0,0,0,0,0,0,0,0,0,0
Predicting psychotherapy dropout,http://digitalcommons.uri.edu/dissertations/AAI9702110,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship of PTSD in Vietnam veterans to family dysfunction as mediated by marital functioning: A structural model,http://digitalcommons.uri.edu/dissertations/AAI9239581,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMPORAL CHARACTERISTICS OF HUMPBACK WHALE (MEGAPTERA NOVAEANGLIAE) SONGS,http://digitalcommons.uri.edu/dissertations/AAI8306423,0,0,0,0,0,0,0,0,0,0,0,0,0
Voting and the Spirit of Democracy,http://digitalcommons.uri.edu/lib_ts_pubs/11,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimental and computational study of interphase properties and mechanics in titanium metal matrix composites at elevated temperatures,http://digitalcommons.uri.edu/dissertations/AAI3277003,0,0,0,0,0,0,0,0,0,0,0,0,0
Intracellular dynamics of lead and calcium in lead-exposed cultured neurons of Aplysia californica (Mollusca: Opisthobranchia),http://digitalcommons.uri.edu/dissertations/AAI3103727,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1993-1994,http://digitalcommons.uri.edu/lib_mac_rpts/14,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic games and competition for water resources,http://digitalcommons.uri.edu/dissertations/AAI3112122,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nekton utilization of tidally restricted, restoring, and reference New England salt marshes",http://digitalcommons.uri.edu/dissertations/AAI9988233,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC GEOCHEMISTRY OF LAKE TURKANA BASIN SEDIMENTS: NORMAL PARAFFINS OF SEDIMENTS AND IN SITU FOSSILS,http://digitalcommons.uri.edu/dissertations/AAI7713479,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic interfacial fracture: Experimental observations and criteria,http://digitalcommons.uri.edu/dissertations/AAI9908235,0,0,0,0,0,0,0,0,0,0,0,0,0
"Domesticity, home and the culture of the everyday in four American twentieth-century novels",http://digitalcommons.uri.edu/dissertations/AAI9608895,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyspnea as a perceptual-interpretive response process: A qualitative inductive study of the concept in patients with chronic obstructive pulmonary disease,http://digitalcommons.uri.edu/dissertations/AAI9999193,0,0,0,0,0,0,0,0,0,0,0,0,0
Chafee Press Statement on Anti-Ballistic Missile Treaty,http://digitalcommons.uri.edu/chafee_audio/19,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock-magnetic and paleomagnetic studies of marine sediments from the central and western North Pacific: Stratigraphic and paleoceanographic implications,http://digitalcommons.uri.edu/dissertations/AAI8811553,0,0,0,0,0,0,0,0,0,0,0,0,0
Global behavior of some nonlinear difference equations,http://digitalcommons.uri.edu/dissertations/AAI3103716,0,0,0,0,0,0,0,0,0,0,0,0,0
Nurses' experiences of moving from cure-oriented to comfort-oriented care in the medical intensive care unit setting,http://digitalcommons.uri.edu/dissertations/AAI3115620,0,0,0,0,0,0,0,0,0,0,0,0,0
Nucleic acids as indicators of growth rates and nutritional condition of Calanus finmarchicus (Copepoda: Calanoida),http://digitalcommons.uri.edu/dissertations/AAI9988239,0,0,0,0,0,0,0,0,0,0,0,0,0
Maid in voyage: Maid Marian and female heroism in twentieth century retellings of the legend of Robin Hood,http://digitalcommons.uri.edu/dissertations/AAI9960031,0,0,0,0,0,0,0,0,0,0,0,0,0
Moore-Greig Designs: A new combinatorial structure,http://digitalcommons.uri.edu/dissertations/AAI3186900,0,0,0,0,0,0,0,0,0,0,0,0,0
Social capital and the intent to graduate among Black and Hispanic high school students,http://digitalcommons.uri.edu/dissertations/AAI3239903,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology and competition in the tuna industry,http://digitalcommons.uri.edu/dissertations/AAI9316574,0,0,0,0,0,0,0,0,0,0,0,0,0
Static and dynamic constitutive behavior and fracture of particulate composites,http://digitalcommons.uri.edu/dissertations/AAI3112114,0,0,0,0,0,0,0,0,0,0,0,0,0
Design and performance evaluation of networked storage architectures,http://digitalcommons.uri.edu/dissertations/AAI3063771,0,0,0,0,0,0,0,0,0,0,0,0,0
Dissipation of herbicides within a heterogeneous landscape,http://digitalcommons.uri.edu/dissertations/AAI9405834,0,0,0,0,0,0,0,0,0,0,0,0,0
"Systematics, ecology, feeding biology, and reproduction of polydorids (Polychaeta: Spionidae) associated with hermit crabs from the Indo-West Pacific",http://digitalcommons.uri.edu/dissertations/AAI9988240,0,0,0,0,0,0,0,0,0,0,0,0,0
"Predicting, explaining and understanding adolescent exercise behavior using longitudinal and cross-sectional approaches",http://digitalcommons.uri.edu/dissertations/AAI9945218,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating photographic capture-recapture estimates of abundance of North Atlantic humpback whales,http://digitalcommons.uri.edu/dissertations/AAI9805232,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyzing public preferences and valuations for forested wetlands in Rhode Island: Comparisons of real-money and hypothetical survey presentations,http://digitalcommons.uri.edu/dissertations/AAI3103715,0,0,0,0,0,0,0,0,0,0,0,0,0
Study on the nonenzymatic glycation of nucleosides/nucleotides and proteins with sugars: An in vitro investigation of advanced glycation endproducts (AGEs) formation,http://digitalcommons.uri.edu/dissertations/AAI3328724,0,0,0,0,0,0,0,0,0,0,0,0,0
"Free radicals, hair melanin, and human hair. Terephthalate anion: A probe for hydroxyl radicals",http://digitalcommons.uri.edu/dissertations/AAI9902574,0,0,0,0,0,0,0,0,0,0,0,0,0
Melting in a low gravity environment with applied electromagnetic fields,http://digitalcommons.uri.edu/dissertations/AAI3186925,0,0,0,0,0,0,0,0,0,0,0,0,0
Examining the association between personal and cultural values and cross-national customer satisfaction,http://digitalcommons.uri.edu/dissertations/AAI9902588,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESTIMATING TOTAL MORTALITY RATE FROM LONGEVITY DATA (FISH, MOLLUSKS, CETACEANS)",http://digitalcommons.uri.edu/dissertations/AAI8401408,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sources, transport, and fates of particulate trace metals in the Gulf of Maine-Scotian Shelf and Labrador Sea",http://digitalcommons.uri.edu/dissertations/AAI3115641,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecology and evolution of life history variation in the marine amphipod Jassa marmorata Holmes,http://digitalcommons.uri.edu/dissertations/AAI9831122,0,0,0,0,0,0,0,0,0,0,0,0,0
"The magnetic susceptibility record of the Chinese red-clay sequence: Enhancement mechanisms, temporal variation, and its relationship to orbital and tectonic forcing",http://digitalcommons.uri.edu/dissertations/AAI3314445,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth Self-Report: Profile patterns of adjudicated adolescents and diagnostic efficiency of clinical scales,http://digitalcommons.uri.edu/dissertations/AAI3206247,0,0,0,0,0,0,0,0,0,0,0,0,0
Epizootic epitheliotropic disease of lake trout (Salvelinus namaycush): Etiology and pathogenesis,http://digitalcommons.uri.edu/dissertations/AAI9120426,0,0,0,0,0,0,0,0,0,0,0,0,0
Use of an auditory continuous performance task in the assessment of QEEG measures in asymptomatic HIV-seropositive and HIV-seronegative women,http://digitalcommons.uri.edu/dissertations/AAI9707174,0,0,0,0,0,0,0,0,0,0,0,0,0
Early estimates of the economic impacts during microelectronics product design,http://digitalcommons.uri.edu/dissertations/AAI9989456,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychologists' approaches to evaluating client progress in psychotherapy practice,http://digitalcommons.uri.edu/dissertations/AAI3276974,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood on the tracks: Biblical law and sacrifice in the eighteenth-century English novel,http://digitalcommons.uri.edu/dissertations/AAI9945203,0,0,0,0,0,0,0,0,0,0,0,0,0
Periodic acoustic radiation from a low aspect ratio propeller,http://digitalcommons.uri.edu/dissertations/AAI3025555,0,0,0,0,0,0,0,0,0,0,0,0,0
The ocean response to atmospheric intraseasonal variability in the tropical Pacific Ocean,http://digitalcommons.uri.edu/dissertations/AAI3053110,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determination of marine aerosol composition, mass distribution, and optical properties",http://digitalcommons.uri.edu/dissertations/AAI9707384,0,0,0,0,0,0,0,0,0,0,0,0,0
Interpersonal and psychosexual factors predicting HIV-related risky sex behaviors in heterosexually active women and men,http://digitalcommons.uri.edu/dissertations/AAI3328725,0,0,0,0,0,0,0,0,0,0,0,0,0
An analytical and experimental investigation of the decomposition of glass-filled polymer composites,http://digitalcommons.uri.edu/dissertations/AAI9008840,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship between sexual victimization and HIV risk behaviors and attitudes in a community sample of women: A structural equation analysis,http://digitalcommons.uri.edu/dissertations/AAI9702087,0,0,0,0,0,0,0,0,0,0,0,0,0
Serials Solutions Subject Search Report 2006-2007,http://digitalcommons.uri.edu/ts_rpts/38,0,0,0,0,0,0,0,0,0,0,0,0,0
HELIN-MACC Unit Monthly Statistics 2001-2002,http://digitalcommons.uri.edu/lib_mac_rpts/23,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korean fisheries: Policies, stock assessment and compliance issues",http://digitalcommons.uri.edu/dissertations/AAI3298374,0,0,0,0,0,0,0,0,0,0,0,0,0
The science/policy of the contemporary coastal challenge of vulnerability from climate change on sustainable tourism: An assessment of the wider Caribbean,http://digitalcommons.uri.edu/dissertations/AAI3053104,0,0,0,0,0,0,0,0,0,0,0,0,0
Market making in dealership markets,http://digitalcommons.uri.edu/dissertations/AAI9999543,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspects of the physiology of early juvenile cod (Gadus morhua L.) and haddock (Melanogrammus aeglefinus L.),http://digitalcommons.uri.edu/dissertations/AAI3039080,0,0,0,0,0,0,0,0,0,0,0,0,0
Home care nurses' decisions about pain management with older clients,http://digitalcommons.uri.edu/dissertations/AAI3103723,0,0,0,0,0,0,0,0,0,0,0,0,0
Enhanced infrared spectroscopy for the detection of chemical and biological analytes,http://digitalcommons.uri.edu/dissertations/AAI9955105,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Outreach of Little Compton,http://digitalcommons.uri.edu/srhonorsprog/132,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification and characterization of nitrogenous species in Brazilian petroleum by particle beam LC/MS,http://digitalcommons.uri.edu/dissertations/AAI9526569,0,0,0,0,0,0,0,0,0,0,0,0,0
Space-people-language: A grounded theory of a place-based pedagogy in a first year writing class,http://digitalcommons.uri.edu/dissertations/AAI3239902,0,0,0,0,0,0,0,0,0,0,0,0,0
Detection of masses in X-ray mammograms,http://digitalcommons.uri.edu/dissertations/AAI3103706,0,0,0,0,0,0,0,0,0,0,0,0,0
Interventions to lessen racist prejudice and discrimination among college students,http://digitalcommons.uri.edu/dissertations/AAI9239579,0,0,0,0,0,0,0,0,0,0,0,0,0
Bench-scale study of a liquid phase oxidation reaction,http://digitalcommons.uri.edu/dissertations/AAI9955095,0,0,0,0,0,0,0,0,0,0,0,0,0
Predicting mathematics performance: A structural equation model,http://digitalcommons.uri.edu/dissertations/AAI9902554,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhetorics, politics, and ecologic: The production of nature in American culture, 1840-1990",http://digitalcommons.uri.edu/dissertations/AAI9702083,0,0,0,0,0,0,0,0,0,0,0,0,0
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2003-2004,http://digitalcommons.uri.edu/lib_mac_rpts/4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age, growth, and factors controlling post-settlement habitat use of juvenile French grunts (Haemulon flavolineatum) near Tobacco Caye, Belize, Central America",http://digitalcommons.uri.edu/dissertations/AAI9955097,0,0,0,0,0,0,0,0,0,0,0,0,0
An analysis of Rhode Island child opportunity zones through the lens of whole-school change,http://digitalcommons.uri.edu/dissertations/AAI3039086,0,0,0,0,0,0,0,0,0,0,0,0,0
An exploration of the nature of nursing practice related to the presence of visitors in the critical care setting,http://digitalcommons.uri.edu/dissertations/AAI3053102,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle school students' classroom Internet use: An ethnographic study of technology use and constructivist learning,http://digitalcommons.uri.edu/dissertations/AAI9945202,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender roles and science beliefs and their relationship to science interest,http://digitalcommons.uri.edu/dissertations/AAI3025542,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrating patient teaching into bedside patient care: A participant-observation study,http://digitalcommons.uri.edu/dissertations/AAI9723552,0,0,0,0,0,0,0,0,0,0,0,0,0
Reel Life Lessons: Using Film to Engage Adolescents in Valuable Discussions About Life,http://digitalcommons.uri.edu/srhonorsprog/163,0,0,0,0,0,0,0,0,0,0,0,0,0
"Longitudinal study of the acquisition of locomotion, motor activity, and infant development",http://digitalcommons.uri.edu/dissertations/AAI3115621,0,0,0,0,0,0,0,0,0,0,0,0,0
"Individual, organizational, and contextual determinants of realized strategy in not-for-profit organizations",http://digitalcommons.uri.edu/dissertations/AAI3135921,0,0,0,0,0,0,0,0,0,0,0,0,0
Development of a measure for the assessment of dyadic power sources,http://digitalcommons.uri.edu/dissertations/AAI9239561,0,0,0,0,0,0,0,0,0,0,0,0,0
Longitudinal methods for randomized clinical trials in health behavior change research,http://digitalcommons.uri.edu/dissertations/AAI3276985,0,0,0,0,0,0,0,0,0,0,0,0,0
Explaining drug abuse through the intergenerational transmission of family functioning,http://digitalcommons.uri.edu/dissertations/AAI9421897,0,0,0,0,0,0,0,0,0,0,0,0,0
Survivorship of a low-grade glioma brain tumor,http://digitalcommons.uri.edu/dissertations/AAI3135892,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiction in the Latino autobiography,http://digitalcommons.uri.edu/dissertations/AAI9920537,0,0,0,0,0,0,0,0,0,0,0,0,0
Systematic type synthesis of variable-constraint mechanisms,http://digitalcommons.uri.edu/dissertations/AAI9960030,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age, size, sex, growth, and migrations of yellow and silver phase American eels",http://digitalcommons.uri.edu/dissertations/AAI9513250,0,0,0,0,0,0,0,0,0,0,0,0,0
The role of glycolytic substrates in the initiation and maintenance phases of colonization of the mouse large intestine by Escherichia coli MG1655 and Escherichia coli EDL933,http://digitalcommons.uri.edu/dissertations/AAI3147802,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthesis of conducting polymer complexes,http://digitalcommons.uri.edu/dissertations/AAI3025559,0,0,0,0,0,0,0,0,0,0,0,0,0
An empirical analysis of personality disorders in female adolescents,http://digitalcommons.uri.edu/dissertations/AAI9920536,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hedging effectiveness, market efficiency and forecasting in the shrimp futures market",http://digitalcommons.uri.edu/dissertations/AAI9989449,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEEDING, MONOXENIC AND AXENIC CULTIVATION OF PANAGRELLUS REDIVIVUS (NEMATODA: CEPHALOBIDAE) ON YEAST PREPARATIONS",http://digitalcommons.uri.edu/dissertations/AAI7210326,0,0,0,0,0,0,0,0,0,0,0,0,0
A description of the North Atlantic current system from historical hydrography,http://digitalcommons.uri.edu/dissertations/AAI9702086,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmacodynamic parameters: Influence on dose-response relationship and estimation,http://digitalcommons.uri.edu/dissertations/AAI9961439,0,0,0,0,0,0,0,0,0,0,0,0,0
Degradation of carbon fiber composites in the maritime environment,http://digitalcommons.uri.edu/dissertations/AAI9707392,0,0,0,0,0,0,0,0,0,0,0,0,0
Essay on foreign and domestic investors,http://digitalcommons.uri.edu/dissertations/AAI3039077,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracking the frequency components in speech and music signals,http://digitalcommons.uri.edu/dissertations/AAI9723570,0,0,0,0,0,0,0,0,0,0,0,0,0
Toward high performance and highly reliable storage service,http://digitalcommons.uri.edu/dissertations/AAI3160041,0,0,0,0,0,0,0,0,0,0,0,0,0
Space-time and the city: Glasgow and the literature of the urban peripheries,http://digitalcommons.uri.edu/dissertations/AAI9723569,0,0,0,0,0,0,0,0,0,0,0,0,0
Late Holocene climate variability as preserved in high-resolution estuarine and lacustrine sediment archives,http://digitalcommons.uri.edu/dissertations/AAI3239909,0,0,0,0,0,0,0,0,0,0,0,0,0
"Technical Services Department Statistics, 2001-2002",http://digitalcommons.uri.edu/ts_rpts/11,0,0,0,0,0,0,0,0,0,0,0,0,0
Transport phenomena in nanoscale systems,http://digitalcommons.uri.edu/dissertations/AAI9961443,0,0,0,0,0,0,0,0,0,0,0,0,0
EMOTION AND MUSIC: A CORRELATION STUDY,http://digitalcommons.uri.edu/dissertations/AAI8102303,0,0,0,0,0,0,0,0,0,0,0,0,0
Area-based management frameworks in the United States coastal zone,http://digitalcommons.uri.edu/dissertations/AAI3112115,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimal exploitation of Atlantic herring stocks in United States of America: Bioeconomic model for Atlantic herring,http://digitalcommons.uri.edu/dissertations/AAI3039074,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dietary restraint, self-efficacy, and gender differences in weight loss program participants",http://digitalcommons.uri.edu/dissertations/AAI3186920,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual negotiation and the influence of gender and power in heterosexually active men and women,http://digitalcommons.uri.edu/dissertations/AAI3025553,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapid characterization of microorganisms by ultraviolet-resonance Raman and fluorescence spectroscopy,http://digitalcommons.uri.edu/dissertations/AAI8811549,0,0,0,0,0,0,0,0,0,0,0,0,0
Signs of family: Images of family life in contemporary American literature,http://digitalcommons.uri.edu/dissertations/AAI9601861,0,0,0,0,0,0,0,0,0,0,0,0,0
Molecular analysis of the genetically programmed process of plant senescence,http://digitalcommons.uri.edu/dissertations/AAI9723564,0,0,0,0,0,0,0,0,0,0,0,0,0
Functionality and durability prediction of the thin shell edge welded metal bellows,http://digitalcommons.uri.edu/dissertations/AAI9805244,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of endocrine-disrupting chemicals on fish reproduction and reproductive indicators,http://digitalcommons.uri.edu/dissertations/AAI3248238,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonperturbative aspects of the quantum chaos theory,http://digitalcommons.uri.edu/dissertations/AAI9960019,0,0,0,0,0,0,0,0,0,0,0,0,0
Using the optical microscopy imaging method for studying electromigration,http://digitalcommons.uri.edu/dissertations/AAI3186910,0,0,0,0,0,0,0,0,0,0,0,0,0
Penetration and induced damage evolution of concrete and granite when subjected to multiple projectile impacts,http://digitalcommons.uri.edu/dissertations/AAI9999539,0,0,0,0,0,0,0,0,0,0,0,0,0
Elimination of the hindsight bias in individual versus group decision making,http://digitalcommons.uri.edu/dissertations/AAI9988235,0,0,0,0,0,0,0,0,0,0,0,0,0
Subspace processing of weak signals masked by underwater reverberation due to active sonar,http://digitalcommons.uri.edu/dissertations/AAI9920542,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1990-1991,http://digitalcommons.uri.edu/lib_mac_rpts/10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analogue versus authentic data: Prereferral intervention strategy utilization, effectiveness and self-efficacy beliefs",http://digitalcommons.uri.edu/dissertations/AAI9902581,0,0,0,0,0,0,0,0,0,0,0,0,0
Teacher collaboration: Learning from inclusion dyad dialogues,http://digitalcommons.uri.edu/dissertations/AAI3135903,0,0,0,0,0,0,0,0,0,0,0,0,0
The role of osmolyte transporters and heat shock proteins in adaptation of Atlantic salmon to selected stressors,http://digitalcommons.uri.edu/dissertations/AAI3248247,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantifying temporal and logical consistencies for index arbitrage transaction scheduling,http://digitalcommons.uri.edu/dissertations/AAI9960028,0,0,0,0,0,0,0,0,0,0,0,0,0
Detection and classification in a high clutter environment,http://digitalcommons.uri.edu/dissertations/AAI9812224,0,0,0,0,0,0,0,0,0,0,0,0,0
Applications of linear and cyclic peptides as enzyme inhibitors and molecular transporters,http://digitalcommons.uri.edu/dissertations/AAI3346862,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing practice in a magnet hospital: A descriptive study,http://digitalcommons.uri.edu/dissertations/AAI3135918,0,0,0,0,0,0,0,0,0,0,0,0,0
Making the grade: Academic literacies and first-generation college students in a highly selective liberal arts college,http://digitalcommons.uri.edu/dissertations/AAI3115619,0,0,0,0,0,0,0,0,0,0,0,0,0
An NMR analysis of N-phenyl polyiminomethylene analogs accompanied by the development of an apodization function,http://digitalcommons.uri.edu/dissertations/AAI9812225,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimental studies of microstructural evolution in mixed cationic/anionic surfactant systems,http://digitalcommons.uri.edu/dissertations/AAI3025548,0,0,0,0,0,0,0,0,0,0,0,0,0
Constrained optimization and analytic spectral factorization,http://digitalcommons.uri.edu/dissertations/AAI9945205,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcendence as a human response to life threatening illness: Description and understanding through narratives,http://digitalcommons.uri.edu/dissertations/AAI9601879,0,0,0,0,0,0,0,0,0,0,0,0,0
