Sponsoring USD (1=yes coop),CO No.,USD    USD No.,,,FTE Enroll exc4yr at risk 2007-09-20 00:00:00,FTE Enroll exc4yr at risk 2008-02-20 00:00:00,2a  2010-06-21 00:00:00 FTE Enroll exc4yr at risk 2007-09-20 00:00:00 2008-02-20 00:00:00,FTE Enroll exc4yr at risk 2008-09-20 00:00:00,FTE Enroll exc4yr at risk 2009-02-20 00:00:00,Virtual FTE 2008-09-20 00:00:00,2b   FTE Enroll exc4yr at risk 2008-09-20 00:00:00 2009-02-20 00:00:00 exc Virtual,FTE Enroll exc4yr at risk 2009-09-20 00:00:00  incl Virtual,2c   FTE Enroll exc4yr at risk 2009-09-20 00:00:00  exc Virtual,2d   Declining Enrollment Provision,2e   FTE Enroll exc4yr at risk 2010-02-20 00:00:00,2f   Adjusted Enrollment (incl 2/20)  exc Virtual,3a    4YR AR (incl 9/20) (incl 2/20),Virtual FTE 2009-09-20 00:00:00,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  exc Virtual,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  incl Virtual,2009-10 FTE Enroll (inc MILT)  incl Virtual,3b   Total Adj. Enrollment inc 2/20  exc Virtual,4   Low & High Weighted FTE,Low Enroll,High Enroll,5   Vocational Contact Hrs.,6   Vocational Weighted FTE,7   Bilingual Contact Hrs.,8   Bilingual Weighted FTE,9   At-Risk Students,10   At-Risk Weighted FTE,High At-Risk Weighted FTE,2008-09 Non-Proficient Headcount,Non-Proficient Weighted FTE,11   New Fac. FTE,12   New Fac. Weighted FTE,13   Over 2.5 Current Yr,13a   Trans. Weighted FTE,14   Ancillary Weighting FTE,Declining Weighting FTE,Cost of Living FTE,Virtual Weighted FTE,FHSU M&SA FTE,14a   Spec Ed St Aid FY10,14b   Spec Ed Weighting FTE,2009-10 Sub Total Wtd FTE exc spec ed,15a  2009-10 Sub Total Wtd FTE exc COL,15b  2009-10 Total Weighted FTE,AH=Aud Hrs 1=Chng A=Audit R=Republished  #,A,R,Computed General Fund (exc spec ed),16   Computed General Fund (inc spec ed),17   Adopted General Fund,18   2009-10 General Fund (before red.),18a   Budget Law Violation,2008-09 Trans Audit Adj,2008-09 At-Risk Bilingual Audit Adj,2008-09 Juv Det Audit Adj,2008-09 Total Reductions,18b   2009-10 Adjusted Legal General Fund,2009 SB84 LOB Base General Fund,19   2009-10 LOB Authorized Percent,20   Max Computed L O B Authorized,21   Adopted L O B,22   Legal L O B,96-97 INFO LOB expire 0 = no lob 1= 96-97 2=97-98 3=98-99 4=99-00
0,,387,Wilson,Altoona-Midway,201.5,0,201.5,174.5,0,0,174.5,180.2,180.2,185.4,0,185.4,2.5,0,182.7,182.7,182.7,187.9,146.8,146.8,0,77.6,6.5,0,0,98,44.7,9.8,28,1.3,0,0,115,30.7,0,0,0,0,0,204348,50.9,427.7,478.6,478.6,3,A,,1715932,1920143,1939436,1920143,,,,,0,1920143,2162160,0.2806,606702,560000,560000,1
0,,388,Ellis,Ellis,354.7,0,354.7,367.6,0,0,367.6,392.6,392.6,392.6,0,392.6,0,0,392.6,392.6,392.6,392.6,177.7,177.7,0,168.2,14,0,0,96,43.8,0,29,1.3,0,0,49,17.1,0,0,0,0,0,325268,81.1,646.5,727.6,727.6,10,A,R,2593758,2919131,2933173,2919131,,,,,0,2919131,3248417,0.3,974525,800000,800000,1
0,,389,Greenwood,Eureka,596.9,0,596.9,584.5,0,0,584.5,595.5,595.5,595.5,0,595.5,13.5,0,609,609,609,609,230.9,230.9,0,170.9,14.2,0,0,293,133.6,17.6,42,2,0,0,198,59.7,0,0,0,0,0,479884,119.6,1067,1186.6,1186.6,10,A,,4280804,4760639,4851544,4760639,,,,,0,4760639,5292521,0.29,1534831,1487908,1487908,0
0,,390,Greenwood,Hamilton,89,0,89,98.5,0,0,98.5,92,92,98.5,0,98.5,1.5,0,93.5,93.5,93.5,100,101.4,101.4,0,3.2,0.3,0,0,52,23.7,5.2,8,0.4,0,0,38.5,13.3,0,0,0,0,0,112454,28,244.3,272.3,272.3,7,A,,980132,1092468,1236718,1092468,,,,,0,1092468,1218033,0.2806,341780,166000,166000,0
0,,392,Osborne,Osborne,329.9,0,329.9,335.3,0,0,335.3,331.9,331.9,335.3,0,335.3,0,0,331.9,331.9,331.9,335.3,158.3,158.3,0,99.7,8.3,0,0,163,74.3,9.8,32,1.5,0,0,82.5,29.2,0,0,0,0,0,346836,86.4,616.7,703.1,703.1,4,A,,2474200,2820837,2922652,2820837,,,,,0,2820837,3129719,0.2806,878199,835861,835861,0
0,,393,Dickinson,Solomon,402.1,0,402.1,389.6,0,0,389.6,369,369,389.6,0,389.6,0,0,369,369,369,389.6,176.8,176.8,0,94,7.8,0,0,112,51.1,0,62,2.9,0,0,138,35.2,0,0,0,0,0,308333,76.9,663.4,740.3,740.3,8,A,,2661561,2970084,3133130,2970084,,,,,0,2970084,3304800,0.3,991440,635000,635000,0
0,,394,Butler,Rose Hill,1706.9,0,1706.9,1660.4,0,8.4,1652,1715.2,1715.2,1715.2,0,1715.2,9.5,0,1724.7,1724.7,1724.7,1724.7,60.4,0,60.4,249.4,20.8,20.4,1.3,308,140.4,0,139,6.5,336.6,84.2,622,88.6,0,0,0,0,0,1171457,292,2126.9,2418.9,2418.9,4,A,,8533123,9704627,9858310,9704627,,,,,0,9704627,10725928,0.3,3217778,3140910,3140910,0
0,,395,Rush,LaCrosse,301,0,301,299.5,0,0,299.5,294.5,294.5,299.5,0,299.5,0,0,294.5,294.5,294.5,299.5,145.4,145.4,0,41.5,3.5,0,0,122,55.6,7.3,22,1,0,0,86,29.7,0,0,0,0,0,289083,72.1,542,614.1,614.1,10,A,,2174504,2463769,2550625,2463769,,,,,0,2463769,2768606,0.3,830582,660000,660000,1
0,,396,Butler,Douglass,792.6,0,792.6,771.5,0,0,771.5,734.3,722.3,771.5,0,771.5,2.5,12,724.8,736.8,736.8,774,250.1,250.1,0,175.1,14.6,2.3,0.2,168,76.6,0,70,3.3,0,0,246,50.9,0,0,0,12.6,0,676381,168.6,1182.3,1350.9,1350.9,12,A,,4743388,5419811,5650433,5419811,,,,,0,5419811,5986735,0.3,1796021,1786046,1786046,1
0,,397,Marion,Centre,246.5,0,246.5,227.2,0,0,227.2,238.5,238.5,238.5,5.5,244,2,0,240.5,240.5,246,246,154.3,154.3,0,84.1,7,0,0,80,36.5,0,12,0.6,0,0,211,57.8,0,0,0,0,0,253607,63.2,502.2,565.4,565.4,6,A,,2014826,2268385,2267175,2267175,,,,,0,2267175,2537756,0.298,756251,445000,445000,1
0,,398,Marion,Peabody-Burns,343.5,0,343.5,333,0,0,333,320.7,320.7,333,0,333,5,0,325.7,325.7,325.7,338,159.3,159.3,0,157.2,13.1,0,0,155,70.7,9.3,36,1.7,0,0,107,30.2,0,0,0,0,0,361437,90.1,622.3,712.4,712.4,9,A,,2496668,2858149,2932775,2858149,,,,,0,2858149,3188147,0.2806,894594,661500,661500,0
0,,399,Russell,Paradise,142,0,142,120.6,0,0,120.6,119.8,118.8,127.1,0,127.1,2.5,1,121.3,122.3,122.3,129.6,121.3,121.3,0,57.4,4.8,0,0,28,12.8,0,14,0.7,0,0,47,18,0,0,0,1.1,0,129819,32.4,288.3,320.7,320.7,9,A,,1156660,1286648,1414295,1286648,,,,,0,1286648,1451604,0.3,435481,455962,435481,1
0,,400,McPherson,Smoky Valley,990.2,0,990.2,1005.4,0,66.6,938.8,981.5,954.7,961.2,0,961.2,12,26.8,966.7,993.5,993.5,973.2,248.6,248.6,0,194,16.2,17.7,1.2,203,92.6,0,63,2.9,0,0,354,86.6,0,0,0,30.1,0,910898,227,1451.4,1678.4,1678.4,12,A,,5823017,6733741,6949999,6733741,,,,,0,6733741,7368582,0.3,2210575,2119123,2119123,0
0,,401,Rice,Chase,126.5,0,126.5,136.5,0,0,136.5,134.5,134.5,136.5,0,136.5,4,0,138.5,138.5,138.5,140.5,127.4,127.4,0,64.1,5.3,4.2,0.3,84,38.3,8.4,8,0.4,0,0,23,8.7,0,0,0,0,0,140190,34.9,329.3,364.2,364.2,12,A,,1321152,1461170,1528181,1461170,,,,,0,1461170,1604802,0.3,481441,469604,469604,3
0,,402,Butler,Augusta,2150,0,2150,2126.1,0,0,2126.1,2164.5,2164.5,2164.5,0,2164.5,15,0,2179.5,2179.5,2179.5,2179.5,76.4,0,76.4,651.4,54.3,3.5,0.2,597,272.2,0,126,5.9,9.7,2.4,486,76.7,0,0,0,0,0,1507370,375.7,2667.6,3043.3,3043.3,5,A,,10702411,12209720,12422010,12209720,,,,,0,12209720,13482599,0.3,4044780,3966848,3966848,0
0,,403,Rush,Otis-Bison,185,0,185,171.3,0,0,171.3,177,177,177.8,0,177.8,0,0,177,177,177,177.8,143.7,143.7,0,85,7.1,0.7,0,52,23.7,0,11,0.5,0,0,113,34.3,0,0,0,0,0,214869,53.6,387.1,440.7,440.7,7,A,,1553045,1768088,1859294,1768088,,,,,0,1768088,1968041,0.3,590412,520000,520000,0
0,,404,Cherokee,Riverton,810.2,0,810.2,822.5,0,2,820.5,787.5,785.5,820.5,0,820.5,7,2,792.5,794.5,794.5,827.5,252.4,252.4,0,329,27.4,0.3,0,352,160.5,21.1,67,3.1,0,0,289.5,49.4,0,0,0,2.1,0,608523,151.7,1343.5,1495.2,1495.2,9,A,,5390122,5998742,6248967,5998742,,,,,0,5998742,6630739,0.3,1989222,1978184,1978184,0
1,,405,Rice,Lyons,774.7,0,774.7,720.6,0,0,720.6,780.4,777,777,0,777,19,3.4,796,799.4,799.4,796,251.3,251.3,0,128.5,10.7,598.7,39.4,472,215.2,47.2,40,1.9,0,0,46,13.4,0,0,0,3.6,0,736176,183.5,1378.7,1562.2,1562.2,6,A,,5531344,6267546,6817975,6267546,,,,,0,6267546,6956864,0.2806,1952096,1725000,1725000,0
0,,406,Doniphan,Wathena,402.5,0,402.5,397.5,0,0,397.5,406,406,406,0,406,3.5,0,409.5,409.5,409.5,409.5,183,183,0,181.1,15.1,0,0,99,45.1,0,58,2.7,0,0,101,22.9,0,0,0,0,0,375445,93.6,678.3,771.9,771.9,8,A,,2721340,3096863,3232675,3096863,,-1001,,,-1001,3095862,3354283,0.3,1006285,486630,486630,0
0,,407,Russell,Russell,935.8,0,935.8,923.2,0,0,923.2,944.6,944.6,944.6,0,944.6,0,0,944.6,944.6,944.6,944.6,250.5,250.5,0,154.7,12.9,0,0,379,172.8,22.7,60,2.8,0,0,203,64.8,0,0,0,0,0,705860,175.9,1471.1,1647,1647,12,A,R,5902053,6607764,6642267,6607764,,,,,0,6607764,7354517,0.31,2279900,2066944,2066944,1
0,,408,Marion,Marion,590.3,0,590.3,597.8,0,0,597.8,579.5,579.5,597.8,0,597.8,0,0,579.5,579.5,579.5,597.8,229,229,0,135.9,11.3,0,0,166,75.7,0,24,1.1,0,0,191,47.8,0,0,0,0,0,648202,161.6,962.7,1124.3,1124.3,9,A,,3862352,4510692,4807255,4510692,,,,,0,4510692,5000911,0.3,1500273,1000000,1000000,4
0,,409,Atchison,Atchison,1560.1,0,1560.1,1562.5,0,0,1562.5,1713.6,1713.6,1713.6,0,1713.6,18.5,0,1732.1,1732.1,1732.1,1732.1,60.7,0,60.7,352,29.3,0,0,892,406.8,89.2,104,4.8,0,0,295,48.8,0,0,0,0,0,1543207,384.6,2371.7,2756.3,2756.3,3,A,,9515260,11058276,11174747,11058276,,-737,,,-737,11057539,12248427,0.2948,3610836,3147100,3147100,1
0,,410,Marion,Durham-Hills,613,0,613,587.3,0,0,587.3,582.6,582.6,594.3,0,594.3,4.5,0,587.1,587.1,587.1,598.8,229.1,229.1,0,223.2,18.6,5.9,0.4,149,67.9,0,33,1.5,11,2.8,169,43.2,0,0,0,0,0,649385,161.9,962.3,1124.2,1124.2,4,A,,3860748,4510290,4725425,4510290,,,,,0,4510290,5051399,0.3,1515420,1504514,1504514,1
0,,411,Marion,Goessel,253.9,0,253.9,245.3,0,0,245.3,257.5,257.5,257.5,0,257.5,0,0,257.5,257.5,257.5,257.5,153.7,153.7,0,83.6,7,0,0,52,23.7,0,17,0.8,0,0,129,29.9,0,0,0,0,0,272365,67.9,472.6,540.5,540.5,4,A,,1896071,2168486,2241445,2168486,,,,,0,2168486,2418252,0.3,725476,652000,652000,0
0,,412,Sheridan,Hoxie,291.5,0,291.5,292.9,0,0.4,292.5,286.7,286,292.5,0,292.5,0,0.7,286,286.7,286.7,292.5,147.4,147.4,0,28.5,2.4,0,0,67,30.6,0,35,1.6,0,0,109,38.6,0,0,0,0.7,0,297632,74.2,513.8,588,588,4,A,,2061366,2359056,2430412,2359056,,,,,0,2359056,2651363,0.3,795409,784238,784238,0
0,,413,Neosho,Chanute,1782,0,1782,1760,0,0,1760,1794.9,1794.9,1794.9,0,1794.9,16,0,1810.9,1810.9,1810.9,1810.9,63.5,0,63.5,531.7,44.3,26,1.7,861,392.6,51.7,132,6.1,1320.7,330.2,646,108.7,0,0,0,0,0,1928950,480.8,2809.7,3290.5,3290.5,12,A,RP,11272516,13201486,13201486,13201486,,,,,0,13201486,14592849,0.3,4377855,4241939,4241939,1
0,,415,Brown,Hiawatha,892.4,0,892.4,841.8,0,0,841.8,835.9,835.9,856.7,0,856.7,0,0,835.9,835.9,835.9,856.7,252.8,252.8,0,287,23.9,1,0.1,338,154.1,0,39,1.8,0,0,254,64.3,0,0,0,0,1,839891,209.3,1354.7,1564,1564,8,A,,5435056,6274768,6514701,6274768,,,,,0,6274768,6977727,0.3,2093318,2028812,2028812,0
0,,416,Miami,Louisburg,1625.7,0,1625.7,1644.7,0,0,1644.7,1674,1673.5,1673.5,0,1673.5,0,0.5,1673.5,1674,1674,1673.5,58.6,0,58.6,321.8,26.8,14,0.9,232,105.8,0,86,4,329.5,82.4,753,128.6,0,0,0,0.5,0,1216470,303.2,2081.1,2384.3,2384.3,5,A,,8349373,9565812,10245944,9565812,,-2855,,,-2855,9562957,10462865,0.3,3138860,3160803,3138860,1
0,,417,Morris,Morris County,784,0,784,757.4,0,0,757.4,743.4,743.4,761.6,0,761.6,7.5,0,750.9,750.9,750.9,769.1,249.8,249.8,0,138.4,11.5,0,0,229,104.4,0,67,3.1,0,0,310,83.3,0,0,0,0,0,603734,150.5,1221.2,1371.7,1371.7,4,A,,4899454,5503260,5908153,5503260,,,,,0,5503260,6086153,0.3,1825846,1600000,1600000,0
1,,418,McPherson,McPherson,2305.7,0,2305.7,2247.3,0,0,2247.3,2241.1,2241.1,2264.7,0,2264.7,10.5,0,2251.6,2251.6,2251.6,2275.2,79.7,0,79.7,533.1,44.4,56.2,3.7,637,290.5,0,174,8.1,0,0,188,43.3,0,0,0,0,0,2033652,506.9,2744.9,3251.8,3251.8,12,A,,11012539,13046222,13540208,13046222,,,,,0,13046222,14464343,0.3,4339303,4280521,4280521,1
0,,419,McPherson,Canton-Galva,388,0,388,366.8,0,0,366.8,368.9,368.9,374.6,0,374.6,4.5,0,373.4,373.4,373.4,379.1,173.4,173.4,0,93.6,7.8,0,0,110,50.2,0,28,1.3,0,0,209,47.7,0,0,0,0,0,381758,95.2,659.5,754.7,754.7,5,A,,2645914,3027856,3132287,3027856,,,,,0,3027856,3318481,0.3,995544,985304,985304,0
0,,420,Osage,Osage City,677.6,0,677.6,644.1,0,0,644.1,642.7,642.7,654.8,0,654.8,0,0,642.7,642.7,642.7,654.8,238.1,238.1,0,62.4,5.2,0,0,222,101.2,0,41,1.9,0,0,111,27.4,0,0,0,0,0,672892,167.7,1028.6,1196.3,1196.3,10,A,,4126743,4799556,5019420,4799556,,,,,0,4799556,5381900,0.3,1614570,700000,700000,1
0,,421,Osage,Lyndon,452.5,0,452.5,432,0,0,432,428,428,437.5,0,437.5,0,0,428,428,428,437.5,191.4,191.4,0,66.8,5.6,0,0,77,35.1,0,31,1.4,0,0,176,38,0,0,0,0,0,451387,112.5,709,821.5,821.5,10,A,,2844508,3295858,3440623,3295858,,,,,0,3295858,3672034,0.3,1101610,530000,530000,0
0,,422,Kiowa,Greensburg,196.5,0,196.5,210.5,0,0,210.5,203.8,203.8,210.5,0,210.5,0,0,203.8,203.8,203.8,210.5,151.9,151.9,0,19,1.6,0,0,51,23.3,0,20,0.9,0,0,64,20.4,0,0,0,0,0,214088,53.4,408.6,462,515.9,7,A,,1639303,2069791,2172692,2069791,,,,,0,2069791,2026483,0.3,607945,602492,602492,1
0,,423,McPherson,Moundridge,445.5,0,445.5,431.5,0,0,431.5,413,413,431.5,0,431.5,2,0,415,415,415,433.5,190.2,190.2,0,92.7,7.7,0,0,103,47,0,22,1,0,0,118,29.9,0,0,0,0,0,409946,102.2,709.3,811.5,811.5,6,A,,2845712,3255738,3407722,3255738,,,,,0,3255738,3556859,0.3,1067058,1075037,1067058,1
0,,424,Kiowa,Mullinville,156.9,0,156.9,226.6,0,167.6,59,222,47,87.6,0,87.6,0,175,47,222,222,87.6,88.9,88.9,0,1.7,0.1,0,0,27,12.3,0,5,0.2,0,0,31,11.3,0,0,0,183.8,0,59331,14.8,384.2,399,399,12,A,R,1541410,1600788,1639303,1600788,,,,,0,1600788,1777543,0.3,533263,499749,499749,1
0,,425,Doniphan,Highland,234.5,,234.5,,,0,220.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,426,Republic,Pike Valley,246,0,246,253.5,0,0,253.5,247,247,253.5,0,253.5,0,0,247,247,247,253.5,154,154,0,50.5,4.2,0,0,89,40.6,0,5,0.2,0,0,130,33.9,0,0,0,0,0,267244,66.6,486.4,553,553,7,A,,1951437,2218636,2288687,2218636,,,,,0,2218636,2447569,0.2932,717627,564700,564700,0
1,,428,Barton,Great Bend,2958.8,0,2958.8,2957.8,0,0,2957.8,3023.7,3022.7,3022.7,0,3022.7,15,1,3037.7,3038.7,3038.7,3037.7,106.4,0,106.4,601.2,50.1,2183.2,143.7,1663,758.3,166.3,137,6.4,38,9.5,220,51,0,0,0,1.1,1,1841037,458.9,4331.5,4790.4,4790.4,12,A,,17377978,19219085,19313800,19219085,,,,,0,19219085,21285644,0.3,6385693,5571500,5571500,0
0,,429,Doniphan,Troy,361.5,0,361.5,337.5,0,0,337.5,347,347,348.7,0,348.7,0,0,347,347,347,348.7,163.1,163.1,0,44.3,3.7,0,0,105,47.9,0,38,1.8,0,0,103,24.2,0,0,0,0,0,339121,84.5,589.4,673.9,673.9,10,A,,2364673,2703687,2788098,2703687,,,,,0,2703687,2951481,0.3,885444,768130,768130,4
0,,430,Brown,Brown County,635.5,0,635.5,635.5,0,0,635.5,617.2,609.2,635.5,0,635.5,0,8,609.2,617.2,617.2,635.5,235.3,235.3,0,203,16.9,256.7,16.9,332,151.4,33.2,39,1.8,0,0,295,61.6,0,0,0,8.4,0,696682,173.6,1161,1334.6,1334.6,1,A,,4657932,5354415,5445438,5354415,,,,,0,5354415,5977106,0.3,1793132,1761081,1761081,2
0,,431,Barton,Hoisington,581.1,0,581.1,594,0,0,594,610.9,610.9,610.9,0,610.9,11.5,0,622.4,622.4,622.4,622.4,233.2,233.2,0,213.3,17.8,0,0,195,88.9,0,31,1.4,0,0,84.5,26.3,0,0,0,0,0,508199,126.7,990,1116.7,1116.7,8,A,,3971880,4480200,4684511,4480200,,,,,0,4480200,4962045,0.3,1488614,1260000,1260000,0
0,,432,Ellis,Victoria,258.5,0,258.5,257.5,0,0,257.5,257,257,257.7,0,257.7,0,0,257,257,257,257.7,153.7,153.7,0,78.3,6.5,0,0,31,14.1,0,15,0.7,0,0,61,18.6,0,0,0,0,0,225688,56.3,451.3,507.6,507.6,6,A,,1810616,2036491,2135152,2036491,,,,,0,2036491,2271280,0.3,681384,681251,681251,0
0,,433,Doniphan,Midway,183.5,,183.5,,,0,156.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,434,Osage,Santa Fe,1129.9,0,1129.9,1115.2,0,0,1115.2,1054.4,1054.4,1115.2,0,1115.2,7,0,1061.4,1061.4,1061.4,1122.2,229.9,229.9,0,285.8,23.8,0,0,324,147.7,0,95,4.4,0,0,829.6,146.5,0,0,0,0,0,1230019,306.6,1674.5,1981.1,1981.1,11,A,,6718094,7948173,8499692,7948173,,,,,0,7948173,8834854,0.3,2650456,2698997,2650456,2
0,,435,Dickinson,Abilene,1567.9,0,1567.9,1495.5,0,0,1495.5,1526.7,1501.7,1521.7,0,1521.7,0,25,1501.7,1526.7,1526.7,1521.7,105.2,105.2,0,349.4,29.1,23.2,1.5,377,171.9,0,154,7.2,106.1,26.5,333.9,61.9,0,0,0,26.3,0,1152228,287.2,1951.3,2238.5,2238.5,10,A,,7828616,8980862,9321780,8980862,,,,,0,8980862,10043648,0.3,3013094,2738500,2738500,0
0,,436,Montgomery,Caney,777.6,0,777.6,793,0,13,780,814.7,779.8,780,0,780,15,34.9,794.8,829.7,829.7,795,251.2,251.2,0,268,22.3,11.1,0.7,299,136.3,0,43,2,0,0,319,66.5,0,0,0,36.6,0,435936,108.7,1310.6,1419.3,1419.3,6,A,,5258127,5694232,5975641,5694232,,,,,0,5694232,6336820,0.3,1901046,1050000,1050000,0
0,,437,Shawnee,Auburn Washburn,5282.4,0,5282.4,5332.4,0,0,5332.4,5378.5,5378.5,5378.5,0,5378.5,30,0,5408.5,5408.5,5408.5,5408.5,189.5,0,189.5,698.9,58.2,84.2,5.5,1160,529,0,306,14.2,487.5,121.9,3197.5,415.4,0,0,0,0,0,4759077,1186.2,6742.2,7928.4,7928.4,12,A,,27049706,31808741,32982651,31808741,,,,,0,31808741,35385351,0.3,10615605,10515863,10515863,0
0,,438,Pratt,Skyline,368.5,0,368.5,358,0,0,358,342.4,342.4,358,0,358,0,0,342.4,342.4,342.4,358,166.3,166.3,0,96.3,8,8.6,0.6,80,36.5,0,31,1.4,13,3.3,136,42.7,0,0,0,0,0,364179,90.8,616.8,707.6,707.6,11,A,,2474602,2838891,3079562,2838891,,,,,0,2838891,3150060,0.2985,940293,910000,910000,0
0,,439,Harvey,Sedgwick,528.5,0,528.5,532,0,0,532,554.5,554.5,554.5,0,554.5,0,0,554.5,554.5,554.5,554.5,220.5,220.5,0,147.5,12.3,0,0,119,54.3,0,56,2.6,0,0,66,14.3,0,0,0,0,0,406236,101.3,858.5,959.8,959.8,3,A,,3444302,3850718,3877186,3850718,,,,,0,3850718,4259281,0.3,1277784,550000,550000,1
0,,440,Harvey,Halstead,740.1,0,740.1,779.6,0,0,779.6,775.6,775.6,779.6,0,779.6,9.5,0,785.1,785.1,785.1,789.1,250.9,250.9,0,237.4,19.8,6,0.4,247,112.6,0,36,1.7,0,0,382,72.5,0,0,0,0,0,587011,146.3,1247,1393.3,1393.3,9,A,,5002964,5589920,5846992,5589920,,,,,0,5589920,6185686,0.3,1855706,1295000,1295000,1
0,,441,Nemaha,Sabetha,927,0,927,935.5,0,0,935.5,924.6,924.6,935.5,0,935.5,0,0,924.6,924.6,924.6,935.5,251,251,0,223.2,18.6,0,0,205,93.5,0,50,2.3,0,0,329.5,78.2,0,0,0,0,0,799708,199.3,1379.1,1578.4,1578.4,9,A,,5532949,6332541,6672032,6332541,,,,,0,6332541,6958686,0.3,2087606,2096383,2087606,1
1,,442,Nemaha,Nemaha Valley,466.9,0,466.9,433,0,0,433,425.1,425.1,441.7,0,441.7,11,0,436.1,436.1,436.1,452.7,195.7,195.7,0,177.4,14.8,0,0,76,34.7,0,18,0.8,0,0,132,30.7,0,0,0,0,0,356637,88.9,729.4,818.3,818.3,10,A,,2926353,3283020,3470149,3283020,,,,,0,3283020,3664944,0.3,1099483,665000,665000,0
0,,443,Ford,Dodge City,5430.8,0,5430.8,5476.2,0,11.5,5464.7,5734,5721.7,5721.7,0,5721.7,74.5,12.3,5796.2,5808.5,5808.5,5796.2,203.1,0,203.1,1278,106.5,11005.7,724.5,4107,1872.8,410.7,338,15.7,375.5,93.9,2315,385.4,0,0,0,12.9,0,3984123,993.1,9621.7,10614.8,10614.8,5,A,,38602260,42586578,42733402,42586578,,,,,0,42586578,47465207,0.2806,13318737,12501992,12501992,0
0,,444,Rice,Little River,305.2,0,305.2,295.8,0,0,295.8,312,306.5,306.5,0,306.5,4.5,5.5,311,316.5,316.5,311,149.4,149.4,0,36.9,3.1,0,0,83,37.8,0,14,0.7,0,0,184,46.8,0,0,0,5.8,0,309174,77.1,554.6,631.7,631.7,12,A,,2225055,2534380,2613473,2534380,,,,,0,2534380,2806582,0.3,841975,490000,490000,1
0,,445,Montgomery,Coffeyville,1791.2,0,1791.2,1786.2,0,0,1786.2,1787.2,1787.2,1788.2,0,1788.2,28,0,1815.2,1815.2,1815.2,1816.2,63.6,0,63.6,737.2,61.4,22.6,1.5,1102,502.5,110.2,159,7.4,0,0,441,79.8,0,0,0,0,0,1381629,344.4,2642.6,2987,2987,4,A,,10602111,11983844,12450271,11983844,,,,,0,11983844,13263290,0.3,3978987,3896400,3896400,0
0,,446,Montgomery,Independence,1850.6,0,1850.6,1818,0,0,1818,1823.7,1822.7,1830.4,0,1830.4,14,1,1836.7,1837.7,1837.7,1844.4,64.6,0,64.6,468.8,39.1,50.4,3.3,889,405.4,53.3,150,7,0,0,346,74.5,0,0,0,1.2,0,1200747,299.3,2492.8,2792.1,2792.1,11,A,,10001114,11201905,11546353,11201905,,-863,,,-863,11201042,12461431,0.3,3738429,3565473,3565473,0
0,,447,Montgomery,Cherryvale,900.1,0,900.1,866.2,0,139,727.2,873.1,747.4,791.6,0,791.6,12,125.7,759.4,885.1,885.1,803.6,251.6,251.6,0,162.5,13.5,0,0,393,179.2,23.6,64,3,0,0,161,37.4,0,0,0,132,0,515246,128.4,1443.9,1572.3,1572.3,6,A,,5792927,6308068,6464507,6308068,,,,,0,6308068,7010355,0.3,2103107,1630000,1630000,0
0,,448,McPherson,Inman,415.1,0,415.1,438.3,0,0,438.3,449.5,449.5,449.5,0,449.5,6.5,0,456,456,456,456,196.6,196.6,0,109.3,9.1,0,0,62,28.3,0,47,2.2,0,0,141,33.9,0,0,0,0,0,424357,105.8,726.1,831.9,831.9,6,A,,2913113,3337583,3442732,3337583,,,,,0,3337583,3621983,0.3,1086595,1072631,1072631,1
0,,449,Leavenworth,Easton,653.1,0,653.1,671.1,0,0,671.1,698.7,698.7,698.7,0,698.7,0,0,698.7,698.7,698.7,698.7,243.7,243.7,0,298,24.8,0,0,133,60.6,0,77,3.6,0,0,488,86,0,0,0,0,0,634429,158.1,1117.4,1275.5,1275.5,10,A,,4483009,5117306,5449234,5117306,,,,,0,5117306,5695528,0.3,1708658,1746827,1708658,2
0,,450,Shawnee,Shawnee Heights,3432.5,0,3432.5,3362.4,0,0,3362.4,3403,3403,3403,0,3403,0,0,3403,3403,3403,3403,119.2,0,119.2,599.7,50,173.8,11.4,795,362.5,0,358,16.6,0,0,2416.5,314.4,0,0,0,0,0,2645519,659.4,4277.1,4936.5,4936.5,11,A,,17159725,19805238,20448020,19805238,,,,,0,19805238,21971839,0.3,6591552,6568412,6568412,1
0,,451,Nemaha,B & B,200,0,200,192.5,0,0,192.5,186.5,186.5,193,0,193,0,0,186.5,186.5,186.5,193,148.2,148.2,0,70.1,5.8,0,0,24,10.9,0,4,0.2,0,0,141,31.8,0,0,0,0,0,122693,30.6,389.9,420.5,420.5,9,A,,1564279,1687046,1800242,1687046,,,,,0,1687046,1874146,0.3,562244,297250,297250,0
0,,452,Stanton,Stanton County,434.5,0,434.5,414.2,0,0,414.2,451,451,451,0,451,11.5,0,462.5,462.5,462.5,462.5,198.4,198.4,0,74.4,6.2,774.5,51,220,100.3,13.2,15,0.7,0,0,144,48.1,0,0,0,0,0,233755,58.3,880.4,938.7,938.7,12,A,R,3532165,3766064,3832262,3766064,,,,,0,3766064,4192048,0.3,1257614,1081255,1081255,2
