PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-24 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF FRISCO,781
2013-05-24 00:00:00,General Fund,DCEHD HEALTH & SAFETY INSPECTIONS,DALLAS CO. HEALTH & H.S. DEPT,260
2013-05-24 00:00:00,General Fund,DCEHD HEALTH & SAFETY INSPECTIONS,DALLAS CO. HEALTH & H.S. DEPT,612
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,100
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,125
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,12
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,100
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,125
2013-05-24 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,100
2013-05-24 00:00:00,General Fund,BUILDING INSPECTIONS ESCROW,OLD DOWNTOWN CARROLLTON ASSOC.,1000
2013-05-24 00:00:00,Non-Departmental GF L4,OTHER PROFESSIONAL SERVICES,IXP CORPORATION,10080
2013-05-24 00:00:00,Non-Departmental GF L4,COMMUNITY SERVICE FUNDING,KEEP CARROLLTON BEAUTIFUL,1000
2013-05-24 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BRAVO PRODUCTIONS,12368.75
2013-05-24 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,"FAUXCADES, INC.",13415
2013-05-24 00:00:00,Non-Departmental AF L4,OTHER PROFESSIONAL SERVICES,"HOLIFIELD, RON",1715
2013-05-24 00:00:00,Hotel Motel Tax L4,CITY SIGNATURE EVENT,EVENT PRODUCTION SERVICES LLC,17500
2013-05-24 00:00:00,Hotel Motel Tax L4,CITY SIGNATURE EVENT,EVENT PRODUCTION SERVICES LLC,6750
2013-05-24 00:00:00,Hotel Motel Tax L4,CITY SIGNATURE EVENT,EVENT PRODUCTION SERVICES LLC,16250
2013-05-24 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,TRIBARSON ENTERPRISES INC,69
2013-05-24 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,DUAL CORE LLC,178.96
2013-05-24 00:00:00,Human Resources L4,MEDICAL SERVICE-PHYSICAL EXAMS,US HEALTHWORKS MEDICAL GROUP,610
2013-05-24 00:00:00,Human Resources L4,MEDICAL SERVICE-PHYSICAL EXAMS,US HEALTHWORKS MEDICAL GROUP,-610
2013-05-24 00:00:00,Human Resources L4,MEDICAL SERVICE-PHYSICAL EXAMS,US HEALTHWORKS MEDICAL GROUP,495
2013-05-24 00:00:00,Human Resources L4,EMPLOYMENT SERVICES,INFO CUBIC LLC,352.5
2013-05-24 00:00:00,Muni Court Operations L4,OFFICE SUPPLIES,EMPLOYEE,15.88
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,6
2013-05-24 00:00:00,Risk Claims L4,LEGAL & LITIGATION EXP,DUGGINS WREN MANN & ROMERO LLP,13777.98
2013-05-24 00:00:00,Risk Claims L4,LEGAL & LITIGATION EXP,"CARRINGTON,COLEMAN,SLOMAN",5907.6
2013-05-24 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,"CSG SYSTEMS, INC.",12501.26
2013-05-24 00:00:00,UCS and Rev Collection L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",74.99
2013-05-24 00:00:00,UCS and Rev Collection L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",83.99
2013-05-24 00:00:00,UCS and Rev Collection L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",120.99
2013-05-24 00:00:00,UCS and Rev Collection L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",79.99
2013-05-24 00:00:00,UCS and Rev Collection L4,OTHER PROFESSIONAL SERVICES,"GSC ENTERPRISES, INC.",7
2013-05-24 00:00:00,UCS and Rev Collection L4,OTHER PROFESSIONAL SERVICES,"CSG SYSTEMS, INC.",4697.28
2013-05-24 00:00:00,UCS and Rev Collection L4,OTHER PROFESSIONAL SERVICES,SUNGARD PUBLIC SECTOR INC.,400
2013-05-24 00:00:00,UCS and Rev Collection L4,OTHER PROFESSIONAL SERVICES,"P.I.E. MANAGEMENT, L.L.C",2100.8
2013-05-24 00:00:00,General Services L4,OTHER OPER. SUPPLIES,"WESTERN-BRW PAPER CO., INC",610
2013-05-24 00:00:00,General Services L4,OTHER OPER. SUPPLIES,"WESTERN-BRW PAPER CO., INC",581.57
2013-05-24 00:00:00,General Services L4,OTHER OPER. SUPPLIES,WALLACE PACKAGING LLC,209
2013-05-24 00:00:00,Finance Admin L4,COUNTY APPRAISAL DISTRICT,COLLIN CENTRAL APPRAISAL DIST.,352.17
2013-05-24 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,US HEALTHWORKS MEDICAL GROUP,30
2013-05-24 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,RUIZ PROTECTIVE SERVICE INC,2164.48
2013-05-24 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,PLANO OFFICE SUPPLY CO,1175.8500000000001
2013-05-24 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,"ARMSTRONG ARCHIVES, LLC",1852.35
2013-05-24 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,"ARMSTRONG ARCHIVES, LLC",74.56
2013-05-24 00:00:00,Facility Services L4,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,230
2013-05-24 00:00:00,Facility Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",118.99
2013-05-24 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,W W GRAINGER INC,46.78
2013-05-24 00:00:00,Police Management Services,OTHER PROFESSIONAL SERVICES,"SNAP TRENDS, INC.",4500
2013-05-24 00:00:00,Police Operations L4,MEDICAL SERVICE-PHYSICAL EXAMS,US HEALTHWORKS MEDICAL GROUP,85
2013-05-24 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,EMPLOYEE,41.81
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",121.49
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,35
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,650
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,800
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,1996
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,35
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,35
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,341.9
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,59.5
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,325
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,1996
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,1724
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,958
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,35
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,3250
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,1195
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,3792
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,525
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,1765
2013-05-24 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,325
2013-05-24 00:00:00,Fire Operations L4,GASOLINE & FUELS ALLOC,"WILLIAMS, BRYAN",855.2
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,29.3
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,18.080000000000002
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,370.84
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,6.28
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,331.13
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,351.88
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,60.54
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,222.78
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,92.97
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,638.02
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,944.72
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,895.6
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,235.41
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,17.61
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,471.4
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,14.65
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,180.8
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,158.03
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,103.62
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,30.27
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,12.72
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,713.12
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,22.51
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,191.94
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,2035.69
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,181.62
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,90.81
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,60.54
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,186.77
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,38.14
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,90.81
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,34.54
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,ZOLL MEDICAL CORPORATION,285
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,ZOLL MEDICAL CORPORATION,430.21
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,ZOLL MEDICAL CORPORATION,680.15
2013-05-24 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,ZOLL MEDICAL CORPORATION,1376.72
2013-05-24 00:00:00,Fire Operations L4,MEDICAL GASES,PRAXAIR DISTRIBUTION INC,129.11
2013-05-24 00:00:00,Fire Operations L4,MEDICAL GASES,PRAXAIR DISTRIBUTION INC,217.9
2013-05-24 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,CASCO INDUSTRIES INC,120
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,121.5
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,553.75
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SUP.-OTHER EQUIP.,JAY KERN INCORPORATED,60
2013-05-24 00:00:00,Fire Operations L4,R/M SVCS.-OTH. EQUIP.,LAERDAL MEDICAL CORPORATION,6085.66
2013-05-24 00:00:00,Fire Support Services,OTHER OPER. SUPPLIES,CASCO INDUSTRIES INC,1167
2013-05-24 00:00:00,Environmental Services L4,POSTAGE & COURIERS,UNITED PARCEL SERVICES,42.05
2013-05-24 00:00:00,Environmental Services L4,POSTAGE & COURIERS,UNITED PARCEL SERVICES,113.69
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-120.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",74.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",121.49
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",-121.49
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",125
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",79.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-79.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",125
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",-125
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",120.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",118.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",125
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",83.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-74.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-118.99
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",-125
2013-05-24 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-83.99
2013-05-24 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,10
2013-05-24 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,1076.05
2013-05-24 00:00:00,Environmental Services L4,PRINTING & PHOTO.,HEWELL ENTERPRISES,42.55
2013-05-24 00:00:00,Parks Donations Fund-wide FL4,SENIOR CITIZENS LUNCHEONS,FIRST BAPTIST CHURCH,280
2013-05-24 00:00:00,Library L4,OTHER PROFESSIONAL SERVICES,INFO CUBIC LLC,10
2013-05-24 00:00:00,Library L4,OTHER PROFESSIONAL SERVICES,UNIQUE MANAGEMENT SERVICES INC,349.05
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,"BAKER & TAYLOR, INC.",937.94
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,GALE GROUP INC,24.74
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,CENTER POINT INC.,216.9
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,GALE GROUP INC,77.57000000000001
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,INGRAM LIBRARY SERVICES,90.29
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,GALE GROUP INC,21.59
2013-05-24 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,INGRAM LIBRARY SERVICES,57.71
2013-05-24 00:00:00,Library L4,R/M SVCS.-OTH. EQUIP.,3M COMPANY,3716
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,33.68
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,47.39
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,365.33
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,452.06
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,42.39
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,485.38
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,226.02
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,838.44
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,52.39
2013-05-24 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,911.13
2013-05-24 00:00:00,Library Donations L4,LIB. BOOKS & FILMS,SCHOLASTIC LIBRARY PUBLISHERS,1970.5
2013-05-24 00:00:00,State Lib Impact Grant 2013,OTHER PROFESSIONAL SERVICES,"CHRISTOPHERSON-DEGAN, JODY",350
2013-05-24 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"NORTHRUP, ANTHONY",1788.3
2013-05-24 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,INFO CUBIC LLC,10
2013-05-24 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"KHALSA, SWAMI DEV SINGH",105
2013-05-24 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"NORTHRUP, ANTHONY",2048
2013-05-24 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,INFO CUBIC LLC,10
2013-05-24 00:00:00,Crosby Rec Center,R/M SVCS.-OTH. EQUIP.,JAY KERN INCORPORATED,492.15
2013-05-24 00:00:00,Senior Center,OTHER OPER. SUPPLIES,COCA-COLA REFRESHMENTS USA INC,254.4
2013-05-24 00:00:00,Senior Center,OTHER PROFESSIONAL SERVICES,"MARGACH, ROBERT",1249.5
2013-05-24 00:00:00,Senior Center,OTHER PROFESSIONAL SERVICES,INFO CUBIC LLC,20
2013-05-24 00:00:00,Parks Mntc Contract Svcs L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",125
2013-05-24 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",3673.65
2013-05-24 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",3602.74
2013-05-24 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",4074.27
2013-05-24 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,9911
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",160.49
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,LONGHORN INC,1825.39
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,LONGHORN INC,-36.51
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,CONCRETE,"CHOICE CONCRETE, INC.",115
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,CONCRETE,"CHOICE CONCRETE, INC.",81
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",448.8
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",448.8
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",448.8
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",-4122.45
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",4122.45
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",-4051.54
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"P.I.E. MANAGEMENT, L.L.C",2100.8
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",-4523.07
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",4051.54
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",4523.07
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"P.I.E. MANAGEMENT, L.L.C",-2100.8
2013-05-24 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SVCS.-STRUCTURES,AAA ENVIRONMENTAL CLEANING,360
2013-05-24 00:00:00,Athletics L4,UNIFORMS & CLOTHING,ORIGINAL WATERMEN INC.,52.95
2013-05-24 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,SAM'S CLUB DIRECT,140.9
2013-05-24 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,CITY OF DALLAS,26.01
2013-05-24 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,EMPLOYEE,17.990000000000002
2013-05-24 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,"QUALITY POWDER COATING, LLC",171.6
2013-05-24 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,"SULLIVAN, JILL",245.63
2013-05-24 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,"HOLMES, BERMIS",627.21
2013-05-24 00:00:00,Athletics L4,R/M SVCS.-STRUCTURES,"QUALITY POWDER COATING, LLC",431.6
2013-05-24 00:00:00,Public Works Admin  L4,"WIRELESS, CELL PHONE",AT&T MOBILITY NATIONAL,318.51
2013-05-24 00:00:00,Streets  L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",125
2013-05-24 00:00:00,Streets  L4,ASPHALT,"AUSTIN ASPHALT, LP",1032.1200000000001
2013-05-24 00:00:00,Streets  L4,ASPHALT,"AUSTIN ASPHALT, LP",604.42
2013-05-24 00:00:00,Streets  L4,ASPHALT,"APAC, INC. - TEXAS BITHULITHIC",685.3
2013-05-24 00:00:00,Streets  L4,ASPHALT,"APAC, INC. - TEXAS BITHULITHIC",-685.3
2013-05-24 00:00:00,Streets  L4,CONCRETE,REDI-MIX LLC,2076
2013-05-24 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,291.53000000000003
2013-05-24 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,550.88
2013-05-24 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,0.02
2013-05-24 00:00:00,Streets  L4,HAND TOOLS,CMC STEEL FABRICATORS INC,236.64
2013-05-24 00:00:00,Streets  L4,"WIRELESS, CELL PHONE",AT&T MOBILITY NATIONAL,31.53
2013-05-24 00:00:00,Streets  L4,R/M SVCS.-OTH. EQUIP.,IMPROVED CONSTRUCTION METHODS,125
2013-05-24 00:00:00,Traffic Operations  L4,R/M SUP.-SGNLS. ST.,PARADIGM TRAFFIC SYSTEMS INC,2735
2013-05-24 00:00:00,Traffic Operations  L4,"WIRELESS, CELL PHONE",AT&T MOBILITY NATIONAL,31.53
2013-05-24 00:00:00,Utility Pumping,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,255.25
2013-05-24 00:00:00,Utility Pumping,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,37.5
2013-05-24 00:00:00,Utility Pumping,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,119
2013-05-24 00:00:00,Utility Pumping,OTHER PROFESSIONAL SERVICES,"ELITE TREE SERVICE, LLC",1872
2013-05-24 00:00:00,Utility Pumping,"WIRELESS, CELL PHONE",AT&T MOBILITY NATIONAL,67.52
2013-05-24 00:00:00,Water Distribution,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,37.5
2013-05-24 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",21.51
2013-05-24 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",47.16
2013-05-24 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",17.900000000000002
