IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
48512,Eastern Local SD,Meigs,53,3,3202551.35,3202551.35,871921.16,871921.16,35659.81,35659.81,73787.26,73787.26,0,0,48731.4,48731.4,348660.49,348660.49,331717.62,331717.62,12896.51,12896.51,4925925.6,4925925.6,5281269.62,355344.02,5281269.62,75045.07,5883.56,80928.63,-5408.33,177921,-114067.32,0,0,-106064.76,-47619.41,5314578.84,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,792.28,792.28,0,0,792.28,16,50,7,1,5,4,2.19,1.32,0,0,0.84,0,0,0,207,2,0,0,14.78,777.5,0,0,0,337.17,0.425569243,85150435,62020180,21130313,69056186,69056186,4657430,73713617,30590,0.703602503,0.837563648,110,76.4,15.42,8,1,0,1,0,2
48520,Meigs Local SD,Meigs,53,3,7865822.83,7737225.82,2620289.7,2577451.03,106681.48,104937.36,1810399.19,1780801.28,0,0,88742.85,87292.01,1118019.47,1099741.16,1075404.76,1075404.76,199076.13,199076.13,14884436.41,14661929.55,13799463.11,0,14661929.55,156156.64,29190.69,185347.33,-292378.34,-401782,-390663.61,0,-52500,69425.46,-1067898.49,13779378.39,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1838.57,1838.57,0,0,1838.57,51,147.4,13,3,18.6,14,35.52,14.98,6.27,0,5.67,0,0,0,605.58,9.88,0,0,62.97,1775.6,0,0,0,1717.23,0.934003057,165887986,129004477,36145047,145651856,145651856,16025440,161677297,26250,0.744687318,4.034353498,99.4,171.3,56.32,29,2,0,0,0,1
48538,Southern Local SD,Meigs,53,3,2447367.43,2447367.43,707444.44,707444.44,32956.88,32956.88,345512.42,345512.42,0,0,46665.4,46665.4,283584.06,283584.06,337123.03,337123.03,50103.48,50103.48,4250757.14,4250757.14,4323282.05,72524.91,4323282.05,89204.35,32841.74,122046.09,-4690.53,-113183,-158484.6,0,-17500,-73107.09,-366965.22,4078362.92,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,749.08,749.08,0,0,749.08,22,59,10,1,11,2,13.67,1.49,1.11,0,7.7,0,0,0,211.8,2,0,0,21.68,727.4,0,0,0,543.08,0.724995995,70689767,71835563,15570597,84823420,84823420,7086670,91910090,28578,0.568697006,2.430796313,53.6,71,21.08,19,1,0,0,0,0
48553,Marion Local SD,Mercer,54,3,3028901.37,2972283.71,840538.12,824826.38,40725.92,39964.65,163.21,160.16,0,0,50797.3,49847.78,283138.39,277845.83,236047.29,236047.29,65765.26,65765.26,4546076.86,4466741.06,4203991.59,0,4466741.06,95692.53,17077.77,112770.3,-491001.2,226788.8,-17217.95,0,-17500,-135033.42,-433963.77,4145547.59,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,835.46,835.46,0,0,835.46,16,53.61,2,1,4,2,19.69,0.44,1.5,0.84,0,0,0,0,248,1,0,0.53,2.45,832.61,0,0,0,45.75,0.054760252,86089472,82556190,26087447,84534510,84534510,4359900,88894410,38989,0.631058233,0.013867821,47.74,9,2.98,17,2,0,0,1,0
48579,Parkway Local SD,Mercer,54,3,2785965.05,2785965.05,608028.33,608028.33,44654.89,44654.89,46975.01,46975.01,0,0,55104.5,55104.5,380728.78,380728.78,494435.6,494435.6,53218.81,53218.81,4469110.97,4469110.97,5417402.32,948291.35,5417402.32,130924.91,10427.88,141352.79,-788252.55,278546,-89099.46,0,0,-3093.5,-601899.51,4956855.6,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,979.94,979.94,0,28.8,956.9,17,96.8,5,1,8,16,11.05,8.22,0,0,7.86,0,0,0,300,1,0,0.8,7.34,948.96,0,0,0,333,0.339816723,110615400,118670043,52586153,122693023,122693023,12528370,135221393,31225,0.506779544,0.534031468,100,50,10.05,27,0,2,0,0,0
48587,St Henry Consolidated Local,Mercer,54,3,3510992.29,3510992.29,779906.04,779906.04,48934.57,48934.57,1001.26,1001.26,5792.46,5792.46,56735.7,56735.7,188930.79,188930.79,301680.08,301680.08,104680.9,104680.9,4998654.09,4998654.09,5507558.7,508904.61,5507558.7,77094.28,9248.31,86342.59,-356154.29,28551,-16085.33,0,-4779,-260666.36,-609133.98,4984767.31,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,987.14,987.14,0,0,987.14,25,81.37,0,0,4,3,22.56,8.98,0,0.56,9.48,2,5.65,0,299.5,0,0,1,0,985.89,0.5,0,0,92.22,0.093421399,120891603,99292033,24656340,102163543,102163543,7558740,109722283,37638,0.619100411,0.040361759,17,12,1.85,11,1,2,0,1,0
48595,Fort Recovery Local SD,Mercer,54,3,3470146.26,3392935.54,751308.82,734592.2,49125.71,48032.66,6376.46,6234.58,3892.52,3805.91,54605.3,53390.34,230387.66,225261.54,407769.29,407769.29,99202.92,99202.92,5072814.94,4971224.98,4678799.98,0,4971224.98,115665.68,8337.73,124003.41,-544843.37,113276.6,-5830.99,0,-7608,-127934.84,-572940.6,4522287.79,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,931.06,931.06,0,0,931.06,17,60,3,1,9,7.6,24.87,2.32,0,0.84,11.83,1,4,0,294,0,0,1,0,929.31,1,0,0,164.4,0.176572938,117592846,87814010,33456307,91023056,91023056,7320060,98343117,34905,0.648754043,0.144186846,39.31,19.63,0.99,18,4,2,0,0,0
48611,Bethel Local SD,Miami,55,3,2118674.31,1951847.84,135090.4,124453.25,32868.65,30280.54,5043.43,4646.31,11431.03,10530.94,53497.8,49285.33,353753.21,325898.34,222838.96,222838.96,935.07,935.07,2934132.86,2720716.58,2560674.43,0,2720716.58,50015.97,13204.1,63220.07,-754452.49,285283.1,-214069.28,-5773.58,-42608,-9137.75,-740758,2043178.65,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,958.51,958.51,0,33.68,931.56,10.5,39,2,3,6,10,0.28,0,0,0,0.68,5.5,17,2,250.2,7.6,0,7,19.42,903.89,1,2,0,158.48,0.165339955,154776210,146153847,11483193,149324210,149324210,8885460,158209670,40494,0.395879793,0.126425006,99.78,44.5,27.16,5,6,0,0,0,0
48629,Miami East Local SD,Miami,55,3,2736518.64,2736518.64,246816.02,246816.02,42720.91,42720.91,23833.89,23833.89,0,0,63642.05,63642.05,517029.08,517029.08,250527.42,250527.42,3994.41,3994.41,3885082.42,3885082.42,4506527.54,621445.12,4506527.54,41042.57,36093.56,77136.13,-527108.81,76734.68,-131664.02,0,-67716,-15535.69,-665289.84,3918373.83,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1215.38,1215.38,0,38.71,1184.41,12.5,71.21,6.74,1,3.83,8,0,0,0,0,6.97,0,0,0,315.5,2,0,3,19,1160.16,2,1,0,307.77,0.253229443,185408602,179549670,40873043,187193150,187193150,12804270,199997420,37793,0.402166889,0.296555343,112.49,88.01,21.27,4,5,0,0,0,0
48637,Newton Local SD,Miami,55,3,1469098.29,1469098.29,228810.2,228810.2,21386.34,21386.34,7749.69,7749.69,751.43,751.43,38072.3,38072.3,150950.09,150950.09,130583.17,130583.17,0,0,2047401.51,2047401.51,2079404.62,32003.11,2079404.62,19444.95,0,19444.95,-241059.01,359099.9,-29299.5,0,-17500,-4955.07,66286.32,2165135.89,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,532.94,532.94,0,28.1,510.46,3,26.94,2,1,3,3,0,0,0,0,0,1,0,0,143.9,0,0,0,5.8,504.66,0,0,0,121.89,0.228712425,70726450,65896903,15689690,67326496,67326496,7107300,74433797,35932,0.500955449,0.241911699,112.89,42.61,5.1,1,1,0,0,0,1
48652,Switzerland Of Ohio Local SD,Monroe,56,3,6272256.09,6272256.09,1044390.19,1044390.19,99566.46,99566.46,653597.95,653597.95,1945.34,1945.34,123257.6,123257.6,1611996.24,1611996.24,886908.13,886908.13,272314.92,272314.92,10966232.92,10966232.92,13516724.96,2550492.04,13516724.96,323482.33,64302.35,387784.68,-1158383.12,-945545.5,-416029.75,0,-7608,0,-2527566.37,11376943.27,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2525.52,2525.52,0,0,2525.52,80,288.4,12,3,6,24,73.47,37.49,0,53.6,0.12,3,0,0,723.07,12.07,0,0,57.52,2467,1,0,0,1508.82,0.59742944,316250431,257602163,99480077,378952276,378952276,19309600,398261877,31259,0.432297712,1.650633267,15.8,175.8,55.13,38,26,0,0,2,2
48678,Brookville Local SD,Montgomery,57,3,4043924.01,3792163.76,461166.9,432456.3,58753.45,55095.67,48765.28,45729.33,4641.13,4352.19,72227.35,67730.74,352720.36,330761.25,469147.93,469147.93,10857.9,10857.9,5522204.31,5208295.07,4901924.76,0,5208295.07,84648.03,20572.94,105220.97,-346372.95,-87829.56,-211533.34,-6472.81,-20529,-1667.46,-674405.12,4639110.92,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1491.09,1491.09,0,87.02,1421.47,22.5,93.24,7,0,7,15.5,0.14,0,0.23,0,14.6,0,7,2,404.3,7,0.4,4,29.5,1388.47,0.5,0.4,0,450.64,0.302221865,218606187,186151990,15450140,190718476,190718476,16893490,207611967,33764,0.495054556,0.422405064,0,17,31.27,5,7,0,0,1,2
48686,Jefferson Township Local SD,Montgomery,57,3,1441341.7,1441341.7,59442.98,59442.98,23603.75,23603.75,329350.61,329350.61,0,0,36641.8,36641.8,230099.62,230099.62,222495.12,222495.12,4598.48,4598.48,2347574.06,2347574.06,3586561.54,1238987.48,3586561.54,23107.24,20855.51,43962.75,-391893.03,-8453,-1017821.48,-17983.12,-377000,-22820.98,-1835971.61,1794552.68,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,600.76,600.76,0,8,594.36,4,63.37,5,0,9.69,3,0.76,0,3.71,0,0.11,0,0,0,173.1,3,0,126.64,20.93,394.71,0,0,83.74,461.86,0.768792862,98113704,92634783,12655370,97092363,97092363,10760380,107852743,27930,0.422111657,2.733354991,48.5,49.5,142.65,0,1,0,0,0,2
48694,Trotwood-Madison City SD,Montgomery,57,1,14542936.9,12774111.77,3359001.73,2950453.8,192999.86,169525.72,3530992.76,3101525.95,3745.8,3290.21,132282.6,116193.35,1301829.75,1143491.09,2094294.36,2094294.36,37784.15,37784.15,25195867.91,22390670.4,21073572.14,0,22390670.4,92864.43,122550.19,215414.62,-1002728.36,-627867.5,-4930336.37,-73793.19,-156358,-4201.05,-6795284.47,15810800.55,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3344.6,3344.6,0,62.6,3294.52,45,305.55,47.72,1,30.6,22,0.35,0.95,22.51,0.2,0.29,1,3,0,1071.24,11.07,0,621.1,92.9,2714.79,1,0,20,3191.53,0.95423369,294269130,240945040,7175943,249650283,249650283,51942350,301592633,23890,0.768369183,4.211015551,0,112.2,655.9,6,9,1,1,0,0
48702,Mad River Local SD,Montgomery,57,3,15667285.4,14411826.44,3485127.6,3205855.56,201134.56,185017.14,974891.58,896771.07,63117.24,58059.5,165498.9,152237.06,1280428.83,1177824.85,2112737.26,2112737.26,475227.61,475227.61,24425448.98,22675556.49,21341700.23,0,22675556.49,159385.46,107642.9,267028.36,-836163.04,2790742.2,-1072204.59,-193614.27,-92279,-22302,574179.3,23516764.15,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3499.78,3499.78,0,0,3499.78,50,283.25,33.8,1,31.8,29,77.73,36.91,4.43,5.86,21.71,14,44,14,1105.87,9.19,0,116.98,80.3,3329.24,0.5,2,0,2145.74,0.61310711,343386079,244227197,390237,253889690,253889690,42353420,296243110,25256,0.779225178,1.738401384,473.6,6.3,188.14,8,18,0,0,1,1
48710,New Lebanon Local SD,Montgomery,57,3,3737744.04,3737744.04,791804.57,791804.57,51098.62,51098.62,144948.25,144948.25,1449.96,1449.96,56477.95,56477.95,334205.02,334205.02,586716.15,586716.15,2540.97,2540.97,5706985.53,5706985.53,5635918.4,0,5706985.53,66401.65,37085.41,103487.06,-564052.86,768546.92,-174895.75,-11780.04,-7196,-173.99,10448.28,5820920.87,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1056.85,1056.85,0,59.07,1009.59,26.2,99.62,5,1,7,13,0,0.67,0,0.11,0.42,0,2,0,309.8,3,0,3,28.17,978.17,1,0,0,514.26,0.486596963,121896209,101078040,15724183,104204320,104204320,12863930,117068250,28551,0.644428123,1.0950051,152.42,15.14,29.32,4,7,0,0,0,1
48728,Northmont City SD,Montgomery,57,1,15265827.2,15265827.2,1300542.62,1300542.62,197174.65,197174.65,247974.01,247974.01,55157.31,55157.31,247821.15,247821.15,1293652.27,1293652.27,2114361.51,2114361.51,36442.81,36442.81,20758953.53,20758953.53,19783000.89,0,20758953.53,250193.43,33141.85,283335.28,-1414175.58,-524290.45,-1393398.26,-30209.65,-205789,32029.8,-3535833.14,17506455.67,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5317.71,5317.71,0,191.85,5164.23,84.3,458.91,32.2,3,47.8,45.5,0,0,2.74,18.01,25.57,14.98,56,29,1326.38,14.54,1.16,90.69,119.83,4966.38,8,3.16,0,1801.64,0.338799972,847125885,646545690,18012887,657937330,657937330,62087430,720024760,35806,0.514431071,0.530840544,0,94.81,207.52,23,18,0,0,1,5
48736,Northridge Local SD,Montgomery,57,3,6254652.49,5125946.38,1527542.16,1251883.97,102532.22,84029.39,826098.96,677022.26,9338.62,7653.38,76386.45,62601.86,454449.91,372440.5,819059.72,819059.72,13789.36,13789.36,10083849.89,8414426.82,7919460.54,0,8414426.82,76861.6,11272.84,88134.44,-1440111.27,910311.5,-1186101.8,-44012.06,0,-31714.98,-1791628.61,6710932.65,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1686.65,1686.65,0,31.7,1661.29,29.29,125.42,30.48,0.6,6,14,0.13,0.33,9.72,0.06,0.36,5,6,0,617.79,7.18,0,153.81,33.09,1512.84,0,0,0,1245.96,0.738718762,123661283,160953023,222517,165214246,165214246,13897670,179111917,21418,0.655341546,2.52368771,196,30.2,171.5,8,6,0,0,1,0
48744,Valley View Local SD,Montgomery,57,3,5533561.59,5533561.59,852736.51,852736.51,71548.2,71548.2,30478.15,30478.15,9062.04,9062.04,86293.7,86293.7,698656.93,698656.93,619743.09,619743.09,15823.52,15823.52,7917903.73,7917903.73,7648389.63,0,7917903.73,178952.95,34021.53,212974.48,-209119.37,-98738.7,-350124.34,-64574.69,-33075,-2319.88,-757951.98,7372926.23,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1850.25,1870,39.5,71.88,1792.74,41.5,122.95,17,0,12,11,0,0,4.68,0,14.52,5.5,7,1,474.79,7.54,0.89,12.94,52.2,1730.83,0,0.89,0,450.37,0.240839572,250781592,210526237,31916207,223206196,223206196,15587490,238793687,36360,0.53700936,0.268245872,0,16.7,67.11,29,6,0,0,0,2
48751,Huber Heights City SD,Montgomery,57,1,22373405.96,18795669.8,2786585,2340981.59,317433.36,266672.52,1016912.02,854297.4,83474.71,70126.25,297206.9,249680.49,902476.12,758160.97,3694443.42,3694443.42,69818.74,69818.74,31541756.23,27099851.18,25505742.29,0,27099851.18,363363.02,237253.45,600616.47,-1756372.48,-1038478.7,-3859169.74,-387800.75,-246907,-18611.06,-7307339.73,20393127.92,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,6662.08,6662.08,0,163.37,6531.38,113.2,531.03,54.83,11,92.92,74.86,20.7,0.57,5.26,0.06,1.04,16.3,77.4,38,2003.23,25.67,1.32,402.03,229.14,5995.85,1,5.18,0,3347.99,0.50254425,877871829,707900843,4244410,719052536,719052536,53819230,772871767,32886,0.596141499,1.167954624,0,183.26,636.69,42,23,4,0,1,2
48777,Morgan Local SD,Morgan,58,3,7856025.48,7856025.48,2398328.02,2398328.02,102715.89,102715.89,519358.46,519358.46,957.33,957.33,103953,103953,1773363.87,1773363.87,1125694.06,1125694.06,291451.08,291451.08,14171847.19,14171847.19,13888610.16,0,14171847.19,162089.45,56436.18,218525.63,-236503.71,-754813.25,-413623.42,0,-17500,0,-1422440.38,12967932.44,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2143.4,2143.4,0,1,2142.6,37.6,157.47,21.54,0,28.4,18,69.97,18.85,0,0,13.68,1,0,0,628.64,9.04,0,4.33,60.27,2079.08,0,0,0,1257.8,0.586824671,197575748,193187910,72178313,213908183,213908183,22829480,236737663,26523,0.638221969,1.592553687,32,161.75,64.74,17,8,2,0,2,1
48793,Cardington-Lincoln Local SD,Morrow,59,3,4139375.69,4139375.69,1062312.43,1062312.43,57705.69,57705.69,154289.64,154289.64,0,0,60469.45,60469.45,368401.58,368401.58,679414.65,679414.65,53158.3,53158.3,6575127.43,6575127.43,6662163.92,87036.49,6662163.92,174336.98,16318.7,190655.68,-242408.77,-173181.55,-461022.57,0,-22824,-25580.13,-925017.02,5927802.58,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1173.97,1173.97,0,40.1,1141.89,36,98.67,18,2.6,8,13,14.11,0.22,1.17,0,7.59,0,0,0,350.41,0.41,0,13.42,53.95,1074.87,3,0,0,565.59,0.481775514,116601042,114116623,21238743,118802153,118802153,9042250,127844403,31565,0.63098719,1.073412877,106.66,133.29,63.92,9,15,0,0,1,4
48801,Highland Local SD,Morrow,59,3,5928540.55,5928540.55,1489356.76,1489356.76,83638.16,83638.16,171217.32,171217.32,647.61,647.61,86293.25,86293.25,1046513.51,1046513.51,568643.75,568643.75,54921.65,54921.65,9429772.56,9429772.56,9108485.25,0,9429772.56,161785.52,65017.33,226802.85,-388878.98,439129.59,-481038.01,0,-54716,-2604.69,-488108.09,9168467.32,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1815.92,1815.92,0,29.08,1792.65,26.8,127.79,11.33,1,9,8,18.29,0.44,0.82,0,0.56,0,1,0,538.95,9.45,0,10.16,60.76,1719.27,5,0,0,782.57,0.430949601,187566867,198286437,33379853,203186766,203186766,10459950,213646717,32760,0.575654967,0.858875709,134.25,57,68.92,7,17,0,0,0,4
48819,Northmor Local SD,Morrow,59,3,2853439.74,2853439.74,460996.91,460996.91,42849.78,42849.78,163244.48,163244.48,668.95,668.95,59958.6,59958.6,644426.54,644426.54,362195.4,362195.4,42140.86,42140.86,4629921.26,4629921.26,5045314.3,415393.04,5045314.3,69919.97,8744.98,78664.95,-274066.04,65745.1,-312859.28,0,-17500,-33508.33,-572188.55,4551790.7,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1164,1164,0,62.85,1113.72,10.5,68,12.2,0,8,12,12.83,0.88,6.73,0.11,9.62,1,0,0,305.77,3.47,0,8.92,38.93,1067.1,0,1,0,569.95,0.489647766,140060640,157065003,28141207,164945930,164945930,3434790,168380720,33021,0.445966928,1.108778788,118.4,98.7,47.93,5,8,0,0,0,1
48835,East Muskingum Local SD,Muskingum,60,3,5491950.54,5491950.54,893107.68,893107.68,89960.15,89960.15,125042.34,125042.34,1073.9,1073.9,97704.45,97704.45,1037777.8,1037777.8,681436.58,681436.58,33684.75,33684.75,8451738.19,8451738.19,9010183.99,558445.8,9010183.99,81763.85,7219.11,88982.96,-1021799.28,1017754.6,-267228.68,0,-17166,-2336.79,-290776.15,8808390.8,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2052.13,2052.13,0,61.54,2002.89,48.6,149.52,14,2,19,13,10.43,0.77,0,0,10.56,0,2,0,622.62,5.02,0,14,28.07,1962.32,2,0,0,756.97,0.368870393,268401358,234465803,41396250,272729506,272729506,48519570,321249077,33818,0.477286869,0.629252502,234.24,56.4,41.67,12,6,0,0,0,0
48843,Franklin Local SD,Muskingum,60,3,5998613.58,5998613.58,1433550.76,1433550.76,92790.28,92790.28,382267.18,382267.18,0,0,98869.45,98869.45,1182417.98,1182417.98,671269.67,671269.67,44986.87,44986.87,9904765.77,9904765.77,12404472.97,2499707.2,12404472.97,127917.56,38520.25,166437.81,-684161.45,-51885.5,-857553.43,0,-27608,-38135.56,-1659343.94,10911566.84,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2194.37,2194.37,0,133.1,2087.89,39,163.12,11,3,12.5,13,8.52,9.76,0,0,1.02,0,0,0,627.8,3,0,85.52,29.83,1991.92,2,0,0,1147.89,0.52310686,210183701,186946173,39727540,278595056,278595056,29397350,307992407,28746,0.500095837,1.265488447,195.86,206.7,116.33,19,7,0,0,0,1
48850,Maysville Local SD,Muskingum,60,3,6926233.72,6926233.72,1935697.87,1935697.87,86078.04,86078.04,525078.12,525078.12,0,0,85500.95,85500.95,985944.27,985944.27,971486.99,971486.99,13551.53,13551.53,11529571.49,11529571.49,11072686.94,0,11529571.49,117022.22,29099.35,146121.57,-514762.15,2517314.05,-630820.55,0,-6734.05,-1640.79,1363356.51,13039049.57,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1822.15,1822.15,0,49.94,1782.19,97.8,186.1,12,6,9.78,9.6,1.26,0.06,0,0,9.46,0,0,0,512.46,7.78,0,53.54,28.67,1712.66,0.7,0,0,1126.67,0.618319019,170817922,160869980,13920910,168374533,168374533,21803580,190178113,26246,0.676477111,1.768082658,520.9,74.07,81.45,17,3,0,0,0,2
48876,Tri-Valley Local SD,Muskingum,60,3,10217914.37,9947504.14,2389321.21,2326089.43,140114.56,136406.52,294618.19,286821.32,671.8,654.02,144021.95,140210.5,1593075.18,1550915.52,1446484.25,1446484.25,60370.93,60370.93,16286592.44,15895456.63,14960429.78,0,15895456.63,119948.58,54591.54,174540.12,-1419653.47,781012.85,-713744.42,0,-27058,-29577.7,-1409020.74,14660976.01,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3059.79,3059.79,0,101.74,2978.39,84,258.46,25,9,17.4,28,14.81,0,0,0,19.24,0,1,0,878.86,6.66,0,41.15,52.54,2893.98,1,0,0,1316.01,0.430098144,332213133,304010623,50517130,329647356,329647356,47005040,376652397,30520,0.597159933,0.855485181,247.11,105.68,92.4,10,11,0,1,0,1
48884,West Muskingum Local SD,Muskingum,60,3,2990837.92,2990837.92,0,0,60231.11,60231.11,198244.39,198244.39,3618.69,3618.69,76164.7,76164.7,611414.79,611414.79,452489.19,452489.19,24213.65,24213.65,4417214.44,4417214.44,5305146.06,887931.62,5305146.06,191054.12,33506.6,224560.72,-947522.34,-19462.6,-435073.36,0,0,-19875.78,-1421934.08,4107772.7,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1572.54,1572.54,0,37,1542.94,52.8,106.01,8.8,6,13.01,20,12.1,1.32,0,0,3.74,4.9,3,0,486.91,17,0,19.45,42.38,1485.97,0,0,0,739.94,0.47053811,304919803,293531803,22171057,303829356,303829356,28553830,332383187,29820,0.337406782,1.023922205,254.9,259.68,59.44,25,13,0,0,0,3
48900,Noble Local SD,Noble,61,3,1928912.89,1928912.89,245416.58,245416.58,35680.49,35680.49,84398.77,84398.77,0,0,51774.6,51774.6,549110.92,549110.92,178578.72,178578.72,39302.21,39302.21,3113175.18,3113175.18,5264996.51,2151821.33,5264996.51,96816.7,26165.48,122982.18,-402706.59,366648.66,-146080.5,0,0,-2706.34,-184844.77,5203133.92,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,935.56,935.56,0,65.8,882.92,23.8,62,1,0,4,5,13.37,3.27,0,0.12,14.87,0,0,0,270.2,3,0,0,24.96,857.96,0,0,0,396.56,0.423874471,106427810,102634643,56466177,158173960,158173960,10928280,169102240,32595,0.380278023,0.830905963,144,74,24.1,11,9,0,0,1,0
